Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,artist_name,bpm,is_hit
96631.0,7Ila1OGzSuaKmtyoa72PXf,Dona Ivone Lara,Samba Social Clube Vol. 1,"Mas Quem Disse Que Eu Te Esqueço - Live From Fundição Progresso, Rio De Janeiro, Brazil/ 2008",37.0,205775.0,False,0.416,0.693,2.0,-8.15,1.0,0.0613,0.526,0.0,0.971,0.711,98.148,4.0,samba,,101.57852515669,
96632.0,1Ck15KMOqQOVx4nu6Rv57m,Juninho Thybau,Samba Social Clube Nova Geração (Ao Vivo),Filho De Jorge - Ao Vivo,38.0,268946.0,False,0.411,0.799,7.0,-5.813,0.0,0.168,0.524,0.0,0.956,0.758,91.596,4.0,samba,,97.9150920402358,
96633.0,4VooxXqh0kzJwejzx2ounP,Douglas Germano,Escumalha,Àgbá,37.0,303106.0,False,0.673,0.738,4.0,-9.625,0.0,0.0495,0.602,0.0124,0.125,0.903,107.431,5.0,samba,,108.30759271042018,
96634.0,4Sinv2r04N7RY6a6DFTlFG,Diogo Nogueira,Alma Brasileira (Ao Vivo / Edição Especial),Avião / Fato Consumado - Ao Vivo,37.0,232002.0,False,0.723,0.811,0.0,-7.105,1.0,0.0439,0.707,0.0,0.147,0.897,102.088,4.0,samba,,100.1579127561355,
96635.0,02UfBmMerddIN9u4AF7srK,Maria Bethânia,Amor Festa Devoção Ao Vivo,Explode Coração - Ao Vivo,38.0,100853.0,False,0.517,0.301,9.0,-12.007,1.0,0.705,0.912,0.0,0.92,0.331,75.318,3.0,samba,,98.56267409332563,
96636.0,3R8KnrCpmWqTxLzjskJAKZ,Art Popular,Ao Vivo Sem Abuso,Golfinho - Ao Vivo,38.0,177600.0,False,0.52,0.833,9.0,-7.126,1.0,0.0424,0.111,0.0,0.672,0.906,167.353,4.0,samba,,95.48432150860732,
96637.0,7AcA6lUEKRJFT9jJqJyXrL,Sandra De Sá,A Lua Sabe Quem Eu Sou,Não adiantou saber - I Might Be Crying,39.0,219106.0,False,0.641,0.361,9.0,-12.315,1.0,0.0336,0.633,1.96e-06,0.14,0.452,123.284,4.0,samba,,96.1625369764323,
96638.0,1423OtHITFV3v63jfF5VW3,Maria Bethânia,Carta de Amor (Ao Vivo),A Dona do Raio e do Vento (Ao Vivo),38.0,178960.0,False,0.541,0.723,5.0,-5.846,1.0,0.422,0.481,0.0,0.69,0.633,89.024,4.0,samba,,96.76920332932373,
96639.0,1XmQupNC5hm7TUBoqExnVJ,Clube Do Balanço,Swing & Samba Rock,Coqueiro Verde,37.0,195960.0,False,0.799,0.761,2.0,-8.84,1.0,0.0727,0.425,2.32e-05,0.0366,0.868,88.043,4.0,samba,,108.57430016320936,
96640.0,2BAPkchJcUDDg49lGNLUdz,Jair Rodrigues,A Arte De Jair Rodrigues,Deixa Isso Pra Lá,39.0,132360.0,False,0.747,0.883,5.0,-5.501,0.0,0.055,0.466,0.0,0.133,0.926,93.253,4.0,samba,,98.88338406673351,
96641.0,6ed5sLQN5qlfB9jW8jPz89,Zeca Pagodinho,Acústico - Zeca Pagodinho (Deluxe / Ao Vivo),O Penetra - Ao Vivo No Rio De Janeiro / 2003,37.0,256293.0,False,0.668,0.63,2.0,-10.565,1.0,0.0848,0.602,0.0,0.76,0.776,102.447,4.0,samba,,98.98687900545025,
96642.0,6zRGWlUGCyaggrLWaMjTvw,Samba De Raiz,Samba de Raiz - Ao Vivo,Sorriso Aberto - Ao Vivo,37.0,233693.0,False,0.476,0.818,8.0,-10.282,1.0,0.241,0.46,2.03e-06,0.944,0.868,123.273,4.0,samba,,108.3148020872217,
