Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,artist,bpm,genre,is_hit,artist_name
74000.0,6g2BiiVQqY5v1S4HIrM54F,Rodrigo Amarante,Tuyo (Narcos Theme) [Extended Version] [A Netflix Original Series Soundtrack],Tuyo (Narcos Theme) [Extended Version] - A Netflix Original Series Soundtrack,66.0,151565.0,False,0.765,0.497,1.0,-7.806,0.0,0.0402,0.492,0.366,0.143,0.457,112.195,4.0,mpb,,112.195,,,
74001.0,6Dc2tCivms1s2X9myWe4ni,Rodrigo Amarante,Tuyo (Narcos Theme) [A Netflix Original Series Soundtrack],Tuyo (Narcos Theme) - A Netflix Original Series Soundtrack,65.0,89293.0,False,0.72,0.422,1.0,-13.338,0.0,0.069,0.474,0.0847,0.155,0.546,112.219,4.0,mpb,,112.21907432065049,,,
74002.0,76HOOcFt3lKVdScmoScfz1,Djavan,"Djavan ""Ao Vivo""",Azul (Ao Vivo),49.0,259066.0,False,0.632,0.651,7.0,-8.658,0.0,0.0401,0.756,3.99e-06,0.726,0.652,119.567,4.0,mpb,,119.567,,,
74003.0,4crctLJMKJekuqQ7cQLpHV,Nicolas Candido;Olívia,Apaga a Luz (feat. Olívia),Apaga a Luz (feat. Olívia),49.0,216446.0,False,0.61,0.42,4.0,-10.889,0.0,0.0462,0.815,0.0,0.123,0.553,96.313,4.0,mpb,,96.313,,,
74004.0,0XXwP0EmpOEqWxcL9aSreJ,Fábio Jr.,Fabio Jr.,Pareço um Menino,50.0,273906.0,False,0.58,0.33,7.0,-13.703,1.0,0.0295,0.596,1.44e-06,0.0849,0.373,136.408,4.0,mpb,,136.408,,,
74005.0,4yDSMcUP1gL4VK5jlaafXK,Vanessa Da Mata,Caixinha de Música (Ao Vivo),Amado - Ao Vivo,49.0,244426.0,False,0.357,0.469,0.0,-11.003,1.0,0.043,0.848,0.000239,0.924,0.263,168.139,4.0,mpb,,168.139,,,
74006.0,1KMBAzA8X44WL5RfxkjSsu,Lagum,MEMÓRIAS (de onde eu nunca fui),FESTA JOVEM,49.0,112052.0,False,0.819,0.438,11.0,-10.611,1.0,0.303,0.378,0.0,0.37,0.809,130.099,4.0,mpb,,130.09877142158996,,,
74007.0,1gDa6mXtwP3xE8tCNYAYDl,Jorge Aragão,Ao vivo,Identidade - Ao vivo,50.0,231866.0,False,0.581,0.721,9.0,-9.86,0.0,0.0441,0.612,0.000358,0.648,0.67,105.843,4.0,mpb,,105.843,,,
74008.0,4k2AjlWruIygEiZyJEy01I,Os Paralamas Do Sucesso,Acústico (Live),Tendo A Lua - Ao Vivo,51.0,200826.0,False,0.492,0.794,5.0,-5.823,1.0,0.046,0.196,2.62e-06,0.873,0.683,167.815,4.0,mpb,,167.815,,,
74009.0,5wSagCWflNwJ1xM59ZKw6O,Pato Fu,Gol de Quem?,Sobre o Tempo,52.0,207533.0,False,0.633,0.551,11.0,-12.294,1.0,0.0427,0.00731,0.123,0.144,0.427,94.946,4.0,mpb,,94.946,,,
74010.0,6vf5x73BHeI7hz4x7FxYjT,Antônio Carlos Jobim,The Greatest Jazz Mix,Look To The Sky,0.0,137933.0,False,0.499,0.215,11.0,-17.369,0.0,0.031,0.898,0.913,0.0989,0.74,132.383,4.0,mpb,,132.383,,,
74011.0,3UzG9lnmUswPscvRfVmHcv,Tim Maia,Chill in Brazil,Acenda o farol,0.0,192026.0,False,0.574,0.883,9.0,-6.686,0.0,0.136,0.0606,0.0,0.0524,0.692,123.095,4.0,mpb,,123.09570719186517,,,
74012.0,0DIYusRuEUeZaD5bEeXsGG,Jorge Vercillo,Monalisa,Monalisa,48.0,222732.0,False,0.773,0.873,1.0,-4.955,0.0,0.0486,0.482,1.87e-06,0.0995,0.636,124.968,4.0,mpb,,124.968,,,
74013.0,6OSs0dmcVqVdeWOmsaA5g1,Jota Quest,Acústico Jota Quest,Fácil - Acústico,54.0,229540.0,False,0.556,0.537,7.0,-10.761,1.0,0.0282,0.377,0.0,0.757,0.313,95.914,4.0,mpb,,95.914,,,
74014.0,7dC7qps73xUomlhJhfxatb,Tim Maia,Ressaquinha,Se eu lembro faz doer,0.0,230706.0,False,0.446,0.752,9.0,-8.252,0.0,0.0528,0.448,4.38e-05,0.121,0.476,132.938,4.0,mpb,,132.938,,,
74015.0,6oly99hlunwnWWWXB3HwNv,Gonzaguinha,Meus Momentos,Eu Apenas Queria Que Você Soubesse,50.0,155466.0,False,0.559,0.505,8.0,-9.446,1.0,0.0335,0.737,0.0,0.0878,0.776,139.12,4.0,mpb,,139.12,,,
74016.0,7K0Nelb1gfXMjaChQS1nzZ,Jota Quest,Acústico Jota Quest,Amor Maior - Acústico,51.0,235385.0,False,0.582,0.538,2.0,-9.395,0.0,0.0353,0.636,2.23e-06,0.868,0.355,76.008,4.0,mpb,,76.008,,,
74017.0,3LmYMHpOQaZ8YvgPrXtYJu,Antônio Carlos Jobim,Chill in Brazil,Triste,1.0,181600.0,False,0.568,0.396,8.0,-13.921,1.0,0.029,0.738,0.159,0.116,0.578,136.489,4.0,mpb,,136.489,,,
74018.0,00fzPML4lrNag28OPzsB93,Jota Quest,Acústico Jota Quest,O Vento - Acústico,51.0,282891.0,False,0.343,0.225,1.0,-14.937,0.0,0.0384,0.957,0.000249,0.661,0.101,144.533,4.0,mpb,,144.533,,,
74019.0,1yWoLQD7RwwUgO7ZWJtHf6,MAR ABERTO,Telegrama,Telegrama,51.0,236162.0,False,0.826,0.226,9.0,-14.557,1.0,0.128,0.423,0.0,0.0889,0.487,92.434,4.0,mpb,,92.434,,,
74020.0,74cONalKw3Op50jjyDDrV4,Leoni;Dinho Ouro Preto,Leoni - Ao Vivo,Garotos Ii (O Outro Lado) - Ao Vivo,48.0,214000.0,False,0.522,0.365,2.0,-11.031,1.0,0.0448,0.745,0.0,0.927,0.342,117.57,4.0,mpb,,117.57,,,
74021.0,6zciWZePv9ohzMshMJn7uu,Detonautas Roque Clube,A Saga Continua,Um Cara de Sorte,50.0,244013.0,False,0.524,0.636,6.0,-5.884,0.0,0.0302,0.163,0.0,0.11,0.247,138.074,4.0,mpb,,138.074,,,
74022.0,3Xomal5ygcaPbGUwVqVtEg,Frejat,Dose Dupla Frejat,Amor pra recomeçar,51.0,214626.0,False,0.564,0.856,7.0,-4.994,1.0,0.0363,0.215,0.0,0.337,0.726,120.528,4.0,mpb,,120.528,,,
74023.0,4CM2CpR5UpFoObTmuFOUIj,Antônio Carlos Jobim,Chill in Brazil,Favela,0.0,154960.0,False,0.457,0.224,9.0,-19.476,0.0,0.0344,0.715,1.2e-06,0.224,0.48,80.845,4.0,mpb,,80.845,,,
74024.0,6yTE5lm0wJq3CcU8GeT0T9,Roupa Nova,Roupacústico (Ao Vivo),Anjo - Ao Vivo,50.0,194706.0,False,0.533,0.574,2.0,-8.145,1.0,0.0264,0.176,2.77e-05,0.913,0.488,107.895,3.0,mpb,,107.89535172868406,,,
74025.0,3WtdWGFcbmVi2uKMcT4KZ2,Detonautas Roque Clube,Detonautas Acústico,Outro Lugar,54.0,236973.0,False,0.616,0.833,2.0,-7.932,1.0,0.0323,0.0392,9.77e-05,0.801,0.553,104.043,4.0,mpb,,104.043,,,
74026.0,77Y6wpQYkl4JnxotLfBNqU,Gonzaguinha;Ivete Sangalo,Presente,Sangrando,52.0,233733.0,False,0.485,0.412,2.0,-8.516,1.0,0.037,0.597,0.0,0.117,0.221,91.489,3.0,mpb,,91.489,,,
74027.0,4Lfod3ZkXkJBZZhw2cHKCk,Antônio Carlos Jobim,Ressaquinha,Neptune's Hep Tune,0.0,133506.0,False,0.548,0.412,5.0,-10.248,1.0,0.0333,0.807,0.934,0.127,0.325,79.512,4.0,mpb,,79.512,,,
74028.0,2lxPxoNHyjE5cpdxuj9VuK,Tim Maia,Só as Melhores do Pop Rock Brasileiro,Vê se decide,0.0,193866.0,False,0.817,0.743,8.0,-6.656,0.0,0.0464,0.298,0.0,0.233,0.961,123.382,4.0,mpb,,123.38197972459406,,,
74029.0,1oMpIhsJOFvAMLBYj6nnv9,Paula Toller,Nosso (Ao Vivo),Meu Amor Se Mudou pra Lua - Ao Vivo,48.0,197511.0,False,0.483,0.666,9.0,-9.793,1.0,0.0342,0.0623,0.0485,0.687,0.426,175.897,4.0,mpb,,175.897,,,
74030.0,67cVH1aHqxmlas4KZJs6cT,Zé Ramalho;Paulinho Moska,Moska Apresenta Zoombido: Zé Ramalho,Chão de Giz,53.0,291022.0,False,0.613,0.327,7.0,-10.558,1.0,0.03,0.767,1.37e-06,0.098,0.3,140.993,3.0,mpb,,140.993,,,
74031.0,3GitsRPchZRDyXlE4Aiyml,Antônio Carlos Jobim;Herbie Mann;João Gilberto,Chill in Brazil,Bolinha de papel,0.0,79000.0,False,0.797,0.415,5.0,-14.557,0.0,0.0514,0.881,0.0,0.0873,0.965,113.42,3.0,mpb,,113.42,,,
74032.0,5CtKRqXajhscvDERznj78q,Vander Lee,9,Esperando Aviões,49.0,222720.0,False,0.592,0.37,7.0,-9.482,0.0,0.0318,0.817,5.68e-05,0.107,0.209,139.862,4.0,mpb,,139.86051299147928,,,
74033.0,5vOVMNYDam6F6jtemqnNX2,Antônio Carlos Jobim;Frank Sinatra,christmas but not christmas songs,The Girl From Ipanema,0.0,200360.0,False,0.541,0.321,5.0,-14.418,1.0,0.0329,0.714,0.00345,0.101,0.549,133.537,4.0,mpb,,133.537,,,
74034.0,13W4Zc0dy3tzOzlKyuIsMh,Almir Sater;Renato Teixeira,AR,A Flor Que A Gente Assopra,50.0,186160.0,False,0.675,0.413,0.0,-9.974,1.0,0.0338,0.791,0.0,0.0928,0.504,114.122,3.0,mpb,,114.122,,,
74035.0,5inhNJDsdUL02QKh4nCfwa,Benito Di Paula,Um Novo Samba,Retalhos De Cetim,51.0,233293.0,False,0.411,0.61,9.0,-6.444,0.0,0.036,0.384,0.0,0.279,0.498,116.006,4.0,mpb,,116.00636225483998,,,
74036.0,4MmDaMzOyCDEMCGkl55hva,Lulu Santos,Só as Melhores do Pop Rock Brasileiro,Tudo azul,0.0,218066.0,False,0.565,0.61,0.0,-13.236,1.0,0.0372,0.568,0.0,0.245,0.921,93.504,4.0,mpb,,93.504,,,
74037.0,4MneVvYOxU1LaySFx8n98p,Nando Reis,Só as Melhores do Pop Rock Brasileiro,Me diga,0.0,255093.0,False,0.533,0.905,4.0,-5.858,1.0,0.0612,0.238,6.12e-06,0.223,0.726,86.503,4.0,mpb,,86.503,,,
74038.0,2kbTb1Unb8QdXAoajQLHOp,Jorge Ben Jor,Ressaquinha,Alcohol,0.0,355440.0,False,0.736,0.704,11.0,-9.654,0.0,0.0398,0.278,0.0,0.0966,0.96,97.378,4.0,mpb,,97.378,,,
74039.0,52gGYiO7QQtQMpvF8OBHDV,Lulu Santos,Só as Melhores do Pop Rock Brasileiro,Um certo alguém,0.0,213573.0,False,0.684,0.708,9.0,-11.404,1.0,0.0299,0.513,2.19e-06,0.088,0.84,134.685,4.0,mpb,,134.685,,,
74040.0,2bpHdsoyZUquMFWVill9Aj,Chico Buarque,Fiesta temática 70s,Construção,0.0,383626.0,False,0.479,0.722,4.0,-5.615,0.0,0.0299,0.24,1.18e-05,0.158,0.59,126.726,4.0,mpb,,126.726,,,
74041.0,2nPjqjeE2NnjPr1rkoi4kK,Dalto,Meus Momentos,Espelhos D'Água,50.0,175800.0,False,0.617,0.568,9.0,-10.731,0.0,0.0279,0.0523,2.01e-05,0.152,0.526,113.571,4.0,mpb,,113.571,,,
74042.0,4aZxMIynfK07iuw8bDAQ9O,Paulo Ricardo,O Amor Me Escolheu,Tudo Por Nada,51.0,264506.0,False,0.654,0.593,0.0,-8.189,0.0,0.0284,0.043,1.36e-06,0.0555,0.555,94.561,4.0,mpb,,94.561,,,
74043.0,0UmgSmZATW9Lp6VJ7iKtpX,Jorge Ben Jor,Só as Melhores do Pop Rock Brasileiro,Homem do espaço,0.0,296200.0,False,0.497,0.931,9.0,-6.104,1.0,0.126,0.0832,0.0,0.0513,0.95,197.08,4.0,mpb,,197.08,,,
74044.0,6X9rlFcbOE0SsrarJ8PFMQ,Legião Urbana,Acústico (Ao Vivo Em São Paulo / 1999),O Teatro Dos Vampiros - Ao Vivo Em São Paulo / 1999,51.0,336733.0,False,0.543,0.358,7.0,-8.927,1.0,0.151,0.546,0.0,0.226,0.441,110.457,4.0,mpb,,110.457,,,
74045.0,3z0EtPdwFYDN3uXYheXliS,Nando Reis,Só as Melhores do Pop Rock Brasileiro,Cegos do castelo,0.0,258265.0,False,0.357,0.706,5.0,-5.879,1.0,0.0302,0.345,0.0021,0.307,0.389,154.651,4.0,mpb,,154.65010833454815,,,
74046.0,28IXLE3uhY2qgRO9cGkiXr,Fagner,Ensaio,Canteiros,52.0,329429.0,False,0.436,0.27,2.0,-17.508,1.0,0.0462,0.865,0.00127,0.189,0.421,140.012,4.0,mpb,,140.012,,,
74047.0,2ReXjoXXQ6diAn9RocOE1F,Fagner,Romance no Deserto,Deslizes,52.0,252000.0,False,0.54,0.394,11.0,-15.022,1.0,0.0284,0.244,0.0,0.316,0.49,136.48,4.0,mpb,,136.48,,,
74048.0,5uyHnjSjznvJPQNEgkB9lx,Jorge Ben Jor,Fiesta temática 70s,Os Alquimistas Estão Chegando Os Alquimistas,0.0,193120.0,False,0.546,0.85,9.0,-8.415,1.0,0.0498,0.449,0.000779,0.74,0.747,100.304,4.0,mpb,,100.304,,,
74049.0,1BbAOkMtbPRyjh4MDVB3q7,Dalto,Meus Momentos,Muito Estranho (Cuida Bem de Mim),49.0,236666.0,False,0.665,0.562,7.0,-10.964,1.0,0.0239,0.0211,0.000437,0.294,0.568,107.467,4.0,mpb,,107.46732234413791,,,
74050.0,29kk1Xf5AsU2EuxtsgnyLu,5 a Seco;Pedro Altério;Tó Brandileone,Síntese,Pensando Bem,48.0,199906.0,False,0.616,0.436,9.0,-11.003,1.0,0.0288,0.246,1.28e-05,0.107,0.264,122.892,4.0,mpb,,122.892,,,
74051.0,5HnS5kHBcUEleSVO0IooQD,Agnes Nunes;Neo Beats,Cabelo Bagunçado,Cabelo Bagunçado,49.0,231000.0,False,0.494,0.442,9.0,-8.764,1.0,0.106,0.437,0.00049,0.111,0.4,89.506,5.0,mpb,,89.50622655643431,,,
74052.0,7cq2nIdClANqlwH4okuYm3,UM44K;Luan Otten,Melhor pensar,Melhor pensar,48.0,205345.0,False,0.665,0.431,8.0,-7.119,1.0,0.0306,0.416,0.0,0.174,0.698,149.935,4.0,mpb,,149.9339644547496,,,
74053.0,0aVYEeKLtAXlK81CYQrcch,Alceu Valença,Sem Pensar No Amanhã,La Belle de Jour,49.0,232369.0,False,0.551,0.308,0.0,-10.455,1.0,0.0347,0.922,0.000211,0.109,0.536,101.146,4.0,mpb,,101.14580379406192,,,
74054.0,4bRdtnPxQOCtszlhXHSGFX,ANAVITÓRIA,COR,Carvoeiro,49.0,264080.0,False,0.71,0.447,0.0,-9.281,1.0,0.0306,0.0987,9.36e-05,0.105,0.543,125.947,4.0,mpb,,125.947,,,
74055.0,5SdrxYs7ur0SRi3wSyuZVW,Fran;Chico Chico,Onde?,Árvore,48.0,187216.0,False,0.764,0.386,7.0,-9.049,0.0,0.0698,0.71,3.08e-05,0.0848,0.345,77.064,4.0,mpb,,77.064,,,
74056.0,2gOhhHSjm3iw4NFY43carm,Os Paralamas Do Sucesso,Acústico (Live),Caleidoscópio - Ao Vivo,50.0,256720.0,False,0.567,0.494,7.0,-11.309,1.0,0.046,0.245,0.00132,0.712,0.547,175.448,4.0,mpb,,175.448,,,
74057.0,6RwHnLWSve1HAZxSAGFJvY,Melim,Amores E Flores,Paz E Amor,47.0,201404.0,False,0.683,0.541,5.0,-8.623,1.0,0.0448,0.565,1.48e-06,0.244,0.657,139.967,4.0,mpb,,139.967,,,
74058.0,0jd5bGUSDGMjLMNlLHyCvY,Lado de Cá,Mistério,Mistério,47.0,195344.0,False,0.656,0.548,9.0,-5.796,0.0,0.0276,0.247,0.0,0.104,0.103,133.064,4.0,mpb,,133.0634926072043,,,
74059.0,39UkIK4DqL9MBEyzsUwzgy,Sandy,Sim,Morada,47.0,176680.0,False,0.383,0.145,2.0,-14.822,1.0,0.0314,0.929,6.72e-06,0.111,0.337,145.069,3.0,mpb,,145.069,,,
74060.0,4YcmerIhkPBDxwYJGrYtlX,Lado de Cá;Lays Barros,Tudo por Você,Tudo por Você,47.0,199020.0,False,0.679,0.329,3.0,-10.705,1.0,0.0325,0.585,0.0,0.138,0.656,97.056,4.0,mpb,,97.056,,,
74061.0,188hS38eydh94oO6rjiB81,Diogo Nogueira,Flor de Caña,Flor de Caña,49.0,221669.0,False,0.519,0.743,9.0,-7.7,1.0,0.122,0.416,0.0,0.0853,0.778,185.842,4.0,mpb,,185.842,,,
74062.0,6XymeWgTguSv5cz9LuDclr,Nando Reis;Andrea Martins,Luau (Ao Vivo Em São Paulo / 2007),Luz Dos Olhos - Ao Vivo Em São Paulo / 2007,49.0,306813.0,False,0.467,0.694,7.0,-6.637,1.0,0.0304,0.46,0.0,0.747,0.336,91.008,4.0,mpb,,91.0091252638589,,,
74063.0,0OwkWUJHTcxJSxlprEGd9w,Detonautas Roque Clube,Detonautas Acústico,O Amanhã,49.0,211706.0,False,0.563,0.562,7.0,-8.621,0.0,0.0268,0.139,0.0,0.145,0.314,149.984,4.0,mpb,,149.984,,,
74064.0,3JPTkwFCf0SHfRVWOpZetC,Vicka,De Cabeça Pra Baixo,A Vida Não Erra,47.0,185500.0,False,0.549,0.599,11.0,-6.791,1.0,0.0313,0.283,0.0,0.153,0.711,157.737,4.0,mpb,,157.737,,,
74065.0,5PdfrU4HtenDpSQDt7pcRq,Melim,Eu Feat. Você,Pega A Visão,47.0,162677.0,False,0.624,0.549,4.0,-8.035,1.0,0.0364,0.746,0.0,0.0881,0.528,84.976,4.0,mpb,,84.976,,,
