Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,artist,bpm,genre,is_hit,artist_name
,,,,Melhor Plantar o Bem,,234061.0,,0.648,0.85,,-5.323,,0.0401,0.0861,1.43e-05,0.122,0.878,,,,Detonautas Roque Clube,77.516,mpb,1.0,
,,,,Em Cada Amanhecer,,209226.0,,0.589,0.562,,-7.14,,0.0277,0.457,0.0,0.204,0.446,,,,Fábio Jr.,116.985,mpb,1.0,
,,,,Sete Cidades,,205800.0,,0.41,0.626,,-13.01,,0.0316,0.0055,0.000106,0.19,0.594,,,,Legião Urbana,78.895,mpb,1.0,
,,,,A Sombra Da Maldade (Ao Vivo),,227413.0,,0.634,0.959,,-4.659,,0.0832,0.0803,5.37e-06,0.978,0.749,,,,Cidade Negra,112.083,mpb,1.0,
,,,,Sobre o Tempo,,274480.0,,0.57,0.675,,-9.001,,0.0278,0.000223,5.13e-05,0.0961,0.476,,,,Nenhum De Nós,116.923,mpb,1.0,
,,,,Morrer de Amor - Acústico,,207290.0,,0.74,0.782,,-8.793,,0.0286,0.691,0.000127,0.726,0.934,,,,Jota Quest,125.012,mpb,1.0,
,,,,Volta por Cima - Ao Vivo,,156466.0,,0.526,0.642,,-12.189,,0.0682,0.384,0.0,0.955,0.785,,,,Beth Carvalho,92.425,mpb,1.0,
,,,,Só por hoje / Tenis Roque,,277693.0,,0.471,0.796,,-8.318,,0.0423,0.0439,0.000226,0.712,0.339,,,,Detonautas Roque Clube,178.063,mpb,1.0,
,,,,Logo agora - Ao vivo,,177706.0,,0.523,0.413,,-12.937,,0.0351,0.847,0.000376,0.896,0.81,,,,Jorge Aragão,146.436,mpb,1.0,
,,,,Amar É... - Ao Vivo,,219786.0,,0.655,0.686,,-10.011,,0.0429,0.352,0.0,0.976,0.755,,,,Roupa Nova,116.025,mpb,1.0,
,,,,Zé Ninguém,,258265.0,,0.637,0.892,,-5.284,,0.0809,0.00464,0.0,0.199,0.845,,,,Biquini Cavadão,130.01,mpb,1.0,
,,,,Pot-Pourri: Me Faz um Dengo / Disritmia - Ao Vivo,,323778.0,,0.644,0.685,,-8.624,,0.072,0.598,0.00187,0.913,0.563,,,,Roberta Sá;Martinho Da Vila,87.91,mpb,1.0,
,,,,La Montaña (A Montanha),,228786.0,,0.417,0.48,,-5.553,,0.0297,0.88,0.0,0.675,0.949,,,,Roberto Carlos,176.328,mpb,1.0,
,,,,A Vida Não Presta - Remasterizado 2013,,227400.0,,0.564,0.699,,-5.965,,0.0288,0.304,1.78e-06,0.363,0.529,,,,Leo Jaime,90.284,mpb,1.0,
,,,,Filme Triste - Ao Vivo No Rio De Janeiro / 2001,,165506.0,,0.688,0.422,,-10.141,,0.0653,0.802,0.0,0.722,0.687,,,,Chico César,128.789,mpb,1.0,
,,,,O Papa é Pop,,228106.0,,0.595,0.729,,-7.017,,0.0305,0.34,0.0,0.195,0.829,,,,Engenheiros Do Hawaii,113.182,mpb,1.0,
,,,,Derretendo Satélites - Ao Vivo,,251663.0,,0.654,0.631,,-11.237,,0.037,0.237,0.295,0.831,0.611,,,,Paula Toller,95.981,mpb,1.0,
,,,,Seguindo No Trem Azul,,221920.0,,0.425,0.533,,-10.65,,0.0237,0.243,0.0,0.0875,0.438,,,,Roupa Nova,84.138,mpb,1.0,
,,,,W / Brasil (Chama o síndico),,319933.0,,0.568,0.889,,-7.734,,0.0702,0.217,5.79e-06,0.66,0.803,,,,Jorge Ben Jor,186.521,mpb,1.0,
,,,,Eternas Ondas (Ao Vivo),,261773.0,,0.471,0.715,,-5.131,,0.0314,0.0792,0.000993,0.787,0.359,,,,Zé Ramalho,135.55,mpb,1.0,
,,,,Ando Só - Ao Vivo,,215546.0,,0.514,0.938,,-5.098,,0.0604,0.0227,5.43e-05,0.929,0.429,,,,Humberto Gessinger,116.063,mpb,1.0,
,,,,Deusa do Amor,,278466.0,,0.845,0.191,,-10.987,,0.0397,0.892,2.97e-06,0.111,0.272,,,,Pepeu Gomes,113.017,mpb,1.0,
,,,,Admirável Gado Novo - Ao Vivo,,305053.0,,0.405,0.669,,-6.713,,0.0444,0.171,2.48e-05,0.677,0.444,,,,Fagner;Zé Ramalho,91.825,mpb,1.0,
,,,,Amor meu grande amor,,275586.0,,0.633,0.57,,-5.668,,0.0269,0.219,1.39e-05,0.118,0.469,,,,Barão Vermelho,101.889,mpb,1.0,
,,,,Pétala,,283240.0,,0.443,0.468,,-7.287,,0.0275,0.269,0.0,0.284,0.303,,,,Djavan,135.578,mpb,1.0,
,,,,Boto Meu Povo Na Rua,,220093.0,,0.812,0.559,,-10.124,,0.093,0.65,0.0368,0.111,0.762,,,,Mart'nália,90.794,mpb,1.0,
,,,,Fuzuê,,240942.0,,0.66,0.675,,-7.909,,0.245,0.026,0.0,0.0656,0.585,,,,TIAGO IORC,191.92,mpb,1.0,
,,,,Encontrar Alguém,,223866.0,,0.774,0.842,,-6.424,,0.0824,0.142,0.0,0.318,0.798,,,,Jota Quest,110.412,mpb,1.0,
,,,,Correnteza,,284640.0,,0.458,0.277,,-12.672,,0.029,0.701,0.000303,0.0954,0.195,,,,Djavan,147.64,mpb,1.0,
,,,,Água Salgada,,201558.0,,0.763,0.456,,-9.302,,0.0453,0.221,0.00293,0.112,0.366,,,,Benziê,98.027,mpb,1.0,
,,,,Figa de Guiné,,141977.0,,0.751,0.89,,-5.035,,0.0449,0.221,1.4e-05,0.277,0.709,,,,Mc Tha;Comunidade Jongo Dito Ribeiro,103.981,mpb,1.0,
,,,,Flutuar - Acústico,,170325.0,,0.868,0.43,,-10.613,,0.056,0.494,0.000189,0.0898,0.49,,,,ALMAR,124.003,mpb,1.0,
,,,,Vento No Litoral,,356213.0,,0.411,0.537,,-6.894,,0.0287,0.402,0.000403,0.177,0.0758,,,,Cássia Eller;Renato Russo,117.732,mpb,1.0,
,,,,Pode Ser,,267160.0,,0.594,0.434,,-6.782,,0.0503,0.329,0.00039,0.231,0.679,,,,Banda do Mar,200.24,mpb,1.0,
,,,,Olhos Coloridos (Ao Vivo),,368613.0,,0.636,0.931,,-4.595,,0.106,0.131,3e-06,0.837,0.592,,,,Seu Jorge;Sandra De Sá,104.355,mpb,1.0,
,,,,Numa Sala de Reboco,,138640.0,,0.583,0.513,,-8.619,,0.047,0.637,0.0,0.352,0.955,,,,Luiz Gonzaga,152.326,mpb,1.0,
,,,,Bote o Pé,,200898.0,,0.497,0.495,,-7.931,,0.0287,0.217,0.0,0.158,0.241,,,,Projeto Norte;Ane Alma,88.954,mpb,1.0,
,,,,Bota Pra Tocar Tim Maia,,222577.0,,0.709,0.739,,-5.827,,0.0604,0.427,0.0,0.218,0.832,,,,Diogo Nogueira,93.063,mpb,1.0,
,,,,Carnavália - Ao Vivo,,270029.0,,0.498,0.887,,-6.644,,0.0552,0.444,0.00283,0.987,0.365,,,,Tribalistas,81.9,mpb,0.0,
,,,,As Coisas Tão Mais Lindas - Ao Vivo,,207906.0,,0.355,0.404,,-10.344,,0.0419,0.841,0.0,0.909,0.374,,,,Nando Reis,169.318,mpb,1.0,
,,,,Como Dois Animais,,274640.0,,0.776,0.404,,-10.447,,0.0357,0.283,0.0,0.0827,0.269,,,,Alceu Valença,125.954,mpb,1.0,
,,,,Dia Branco (Ao Vivo),,166400.0,,0.369,0.359,,-9.284,,0.0317,0.845,0.0,0.844,0.193,,,,Elba Ramalho;Geraldo Azevedo,102.691,mpb,1.0,
,,,,Quando Gira o Mundo (Ao Vivo),,284853.0,,0.524,0.739,,-7.28,,0.0305,0.336,0.0,0.833,0.473,,,,Fábio Jr.,145.98,mpb,1.0,
,,,,Talismã Sem Par,,255560.0,,0.666,0.568,,-6.98,,0.0309,0.53,0.0,0.116,0.562,,,,Jorge Vercillo,142.021,mpb,1.0,
,,,,Fixação - Ao Vivo,,184266.0,,0.619,0.656,,-7.574,,0.0279,0.414,0.0,0.736,0.358,,,,Kid Abelha,125.035,mpb,1.0,
,,,,Coração Leviano,,174720.0,,0.671,0.668,,-9.562,,0.0425,0.474,0.0026,0.0642,0.925,,,,Paulinho Da Viola,107.472,mpb,1.0,
,,,,Sobradinho,,137283.0,,0.597,0.843,,-4.842,,0.049,0.267,0.0,0.26,0.553,,,,Chico César,82.036,mpb,1.0,
,,,,E.C.T. - Ao Vivo,,210599.0,,0.666,0.896,,-8.386,,0.12,0.67,2.99e-06,0.149,0.633,,,,Cássia Eller,130.093,mpb,1.0,
,,,,Sossego,,237306.0,,0.572,0.925,,-5.049,,0.0737,0.0817,0.0229,0.631,0.68,,,,Tim Maia,116.362,mpb,1.0,
,,,,Lovezinho,,159202.0,,0.673,0.789,,-7.46,,0.0375,0.565,0.0291,0.175,0.672,,,,Rachel Reis,100.027,mpb,1.0,
,,,,O Vencedor - Ao Vivo,,192907.0,,0.543,0.854,,-8.66,,0.0418,0.039,0.142,0.48,0.424,,,,Los Hermanos,115.129,mpb,1.0,
,,,,"Na rua, na chuva, na fazenda (Casinha de sapê) - Ao vivo",,203053.0,,0.592,0.443,,-14.748,,0.0426,0.77,0.00395,0.748,0.6,,,,Jorge Aragão,72.236,mpb,1.0,
,,,,Amada Amante,,259906.0,,0.426,0.476,,-10.493,,0.0393,0.856,0.000569,0.174,0.335,,,,Roberto Carlos,140.482,mpb,1.0,
,,,,1° De Julho,,290200.0,,0.602,0.638,,-7.761,,0.0372,0.217,0.015,0.0856,0.52,,,,Legião Urbana,171.512,mpb,1.0,
,,,,Onde Está Você,,208080.0,,0.744,0.601,,-10.082,,0.0463,0.562,1.55e-06,0.125,0.927,,,,Elba Ramalho;Dominguinhos,157.243,mpb,1.0,
,,,,Fonte Da Saudade,,279613.0,,0.463,0.668,,-7.169,,0.0372,0.0311,0.0,0.586,0.306,,,,Kleiton & Kledir,122.154,mpb,1.0,
,,,,O Útimo Dia,,214506.0,,0.76,0.277,,-16.209,,0.0325,0.754,1.53e-06,0.108,0.597,,,,Paulinho Moska,128.26,mpb,0.0,
,,,,Eu Era Um Lobisomem Juvenil,,406400.0,,0.556,0.515,,-13.122,,0.0268,0.0758,0.000702,0.217,0.527,,,,Legião Urbana,97.143,mpb,1.0,
,,,,Extra (Participação especial de Cidade Negra) - Acústico,,301666.0,,0.687,0.706,,-6.341,,0.045,0.119,9.77e-05,0.654,0.791,,,,Gilberto Gil;Cidade Negra,164.394,mpb,1.0,
,,,,Lalange,,257514.0,,0.538,0.399,,-10.215,,0.0373,0.748,0.0,0.111,0.275,,,,Liniker;Milton Nascimento,113.92,mpb,1.0,
,,,,Vamos Fazer Um Filme,,261866.0,,0.674,0.437,,-14.639,,0.0297,0.414,0.0996,0.0713,0.844,,,,Legião Urbana,117.738,mpb,1.0,
,,,,Deu Pra Ti,,285035.0,,0.45,0.751,,-5.889,,0.0347,0.199,0.0,0.0498,0.66,,,,Kleiton & Kledir,76.681,mpb,1.0,
,,,,Todo Azul do Mar,,331346.0,,0.436,0.525,,-6.858,,0.0288,0.55,0.000119,0.3,0.314,,,,Flavio Venturini,81.075,mpb,1.0,
,,,,Só por um momento - Ao vivo,,347360.0,,0.647,0.665,,-9.879,,0.05,0.592,0.000293,0.887,0.815,,,,Jorge Aragão,81.952,mpb,1.0,
,,,,Meu Universo É Você - Ao Vivo,,249640.0,,0.364,0.819,,-7.853,,0.0463,0.213,0.0,0.989,0.599,,,,Roupa Nova,157.704,mpb,1.0,
,,,,Quando Eu Te Encontrar - Ao Vivo,,213533.0,,0.52,0.933,,-5.2,,0.0357,0.0159,0.0195,0.397,0.536,,,,Biquini Cavadão,99.998,mpb,1.0,
,,,,Rosa Morena,,187293.0,,0.538,0.857,,-6.395,,0.0494,0.725,0.0166,0.773,0.728,,,,Casuarina;Moinho,106.679,mpb,1.0,
,,,,Minha filosofia,,230426.0,,0.472,0.648,,-8.886,,0.0366,0.609,0.00501,0.696,0.542,,,,Casuarina,85.305,mpb,1.0,
,,,,A Cidade,,286666.0,,0.734,0.824,,-9.932,,0.0493,0.0559,0.00237,0.0606,0.911,,,,Chico Science;Nação Zumbi,95.534,mpb,1.0,
,,,,Coração Pirata,,282293.0,,0.517,0.609,,-8.973,,0.0242,0.0424,1.07e-05,0.385,0.325,,,,Roupa Nova,95.542,mpb,1.0,
,,,,Pavão Mysteriozo,,260079.0,,0.817,0.399,,-9.639,,0.0427,0.475,0.0,0.448,0.242,,,,Ednardo,107.731,mpb,1.0,
,,,,O Trem Das 7,,159960.0,,0.441,0.635,,-8.318,,0.0385,0.109,0.0,0.126,0.479,,,,Raul Seixas,121.745,mpb,1.0,
,,,,Devagarinho 2.0 (prod. DKVPZ),,222315.0,,0.749,0.557,,-7.13,,0.152,0.3,0.0,0.128,0.601,,,,Illy;Baco Exu do Blues;Arnaldo Antunes;Deekapz,94.772,mpb,1.0,
,,,,Cecília,,164091.0,,0.425,0.226,,-13.404,,0.0417,0.945,0.000385,0.0859,0.219,,,,Elenco Original Do Filme Ana e Vitória,134.431,mpb,1.0,
,,,,Cigano (Ao Vivo),,307533.0,,0.545,0.623,,-7.931,,0.0531,0.229,3.93e-05,0.688,0.27,,,,Djavan,128.5,mpb,1.0,
,,,,Ninguém Gosta de Se Sentir Só,,190400.0,,0.777,0.719,,-6.701,,0.0391,0.355,0.0,0.107,0.777,,,,Tim Maia,113.877,mpb,1.0,
,,,,Moça,,144372.0,,0.657,0.522,,-11.893,,0.0301,0.601,0.000865,0.108,0.229,,,,Erick Roza,140.028,mpb,1.0,
,,,,Bom Mesmo É Estar Debaixo D'Água,,271293.0,,0.556,0.428,,-12.406,,0.0556,0.791,0.0192,0.0899,0.366,,,,Luedji Luna,172.05,mpb,0.0,
,,,,Não dá mais - Acústico,,188472.0,,0.682,0.28,,-9.501,,0.0357,0.818,0.0,0.0842,0.755,,,,UM44K,127.965,mpb,1.0,
,,,,Crer-Sendo,,207882.0,,0.593,0.575,,-7.893,,0.0441,0.161,0.0,0.112,0.416,,,,Castello Branco,84.272,mpb,1.0,
,,,,Eu Não Ando Tão Bem Assim,,180046.0,,0.651,0.508,,-8.92,,0.0432,0.12,1.06e-06,0.153,0.558,,,,Bia Marques,79.886,mpb,1.0,
,,,,Chanel,,144000.0,,0.712,0.358,,-11.605,,0.0794,0.395,0.00122,0.0859,0.686,,,,Rachel Reis;Cuper;Zamba,90.013,mpb,1.0,
,,,,Já Era,,263040.0,,0.64,0.659,,-8.448,,0.0385,0.194,0.0,0.167,0.382,,,,Seu Pereira e Coletivo 401,127.078,mpb,1.0,
,,,,Ai Bebê,,164307.0,,0.823,0.464,,-6.712,,0.0673,0.53,4.1e-06,0.293,0.919,,,,ALMAR;João Mar,130.02,mpb,1.0,
,,,,Óculos,,219213.0,,0.533,0.701,,-14.954,,0.112,0.0868,0.0213,0.0661,0.912,,,,Os Paralamas Do Sucesso,181.372,mpb,1.0,
,,,,Como Eu Quero,,167717.0,,0.786,0.639,,-7.474,,0.0265,0.122,0.000146,0.0992,0.584,,,,Vicka,121.014,mpb,1.0,
,,,,"Espere Por Mim, Morena",,204933.0,,0.602,0.325,,-12.039,,0.0264,0.241,0.0,0.121,0.401,,,,Gonzaguinha,104.002,mpb,1.0,
,,,,Pérola Negra - Ao Vivo,,300973.0,,0.76,0.48,,-8.562,,0.0655,0.548,0.00139,0.971,0.438,,,,Gal Costa,120.124,mpb,1.0,
,,,,Santa Clara Clareou,,211133.0,,0.472,0.564,,-15.053,,0.0932,0.103,5.58e-06,0.0645,0.627,,,,Jorge Ben Jor,201.561,mpb,1.0,
,,,,Futuros Amantes,,210400.0,,0.364,0.231,,-16.246,,0.0404,0.88,0.000183,0.127,0.154,,,,Chico Buarque,81.497,mpb,1.0,
,,,,Tão Sonhada,,213146.0,,0.689,0.711,,-9.97,,0.0491,0.64,0.00264,0.0969,0.677,,,,Banda Eva,92.034,mpb,1.0,
,,,,Duas Cidades,,226040.0,,0.789,0.899,,-6.363,,0.138,0.125,0.0,0.103,0.847,,,,BaianaSystem,97.999,mpb,1.0,
,,,,Aquele abraço - Ao vivo,,263906.0,,0.739,0.74,,-9.442,,0.1,0.347,5.24e-06,0.706,0.791,,,,Gilberto Gil,94.516,mpb,1.0,
,,,,Enredo do meu samba - Ao vivo,,180133.0,,0.401,0.33,,-13.829,,0.0506,0.869,0.0,0.717,0.489,,,,Jorge Aragão,109.099,mpb,1.0,
,,,,Independência,,184693.0,,0.39,0.846,,-4.603,,0.044,0.00806,1.41e-05,0.171,0.697,,,,Capital Inicial,159.742,mpb,1.0,
,,,,Sei Lá,,203200.0,,0.63,0.865,,-4.767,,0.0489,0.381,0.0,0.113,0.813,,,,Lagum,97.961,mpb,1.0,
,,,,Só Agora,,204800.0,,0.532,0.488,,-9.692,,0.0235,0.274,0.0011,0.426,0.156,,,,Pitty,87.97,mpb,1.0,
,,,,Vingança Do Amor,,178200.0,,0.568,0.73,,-5.136,,0.0375,0.205,0.0,0.34,0.53,,,,Ivete Sangalo;Pablo,132.076,mpb,1.0,
,,,,Grand' Hotel - Ao Vivo,,240866.0,,0.653,0.595,,-7.336,,0.0255,0.686,0.0,0.867,0.307,,,,Kid Abelha,111.957,mpb,1.0,
,,,,Judia de Mim (Ao Vivo),,132320.0,,0.5,0.841,,-6.456,,0.163,0.805,0.0,0.641,0.911,,,,Seu Jorge;Zeca Pagodinho,126.034,mpb,1.0,
,,,,O Que e Que Há (Ao Vivo),,209066.0,,0.595,0.548,,-8.978,,0.0245,0.444,0.00183,0.782,0.349,,,,Fábio Jr.,96.007,mpb,1.0,
,,,,Eu Sei (Na Mira),,161226.0,,0.723,0.464,,-14.593,,0.0385,0.346,2.2e-06,0.104,0.881,,,,Marisa Monte,151.659,mpb,0.0,
,,,,Pais e Filhos - Ao Vivo,,281520.0,,0.468,0.657,,-5.454,,0.0233,0.09,5.65e-05,0.697,0.501,,,,Legião Urbana,97.547,mpb,1.0,
,,,,Quatro Vezes Você,,228013.0,,0.512,0.803,,-5.401,,0.034,0.000153,0.0,0.161,0.613,,,,Capital Inicial,76.02,mpb,1.0,
,,,,Solidão,,191773.0,,0.568,0.48,,-9.571,,0.0315,0.285,0.0,0.386,0.646,,,,Alceu Valença,118.215,mpb,1.0,
,,,,Não Vou Ficar,,172996.0,,0.563,0.783,,-9.052,,0.0695,0.0925,0.0,0.0887,0.688,,,,Tim Maia,77.723,mpb,1.0,
,,,,Café da Manhã,,242480.0,,0.298,0.497,,-6.448,,0.0306,0.338,6.72e-06,0.145,0.323,,,,Roberto Carlos,175.614,mpb,1.0,
,,,,Magamalabares,,215826.0,,0.473,0.667,,-10.773,,0.0373,0.0863,0.0337,0.258,0.707,,,,Marisa Monte,115.85,mpb,0.0,
,,,,Chuva de Prata - Ao Vivo,,184080.0,,0.619,0.525,,-12.653,,0.0391,0.707,6.33e-06,0.696,0.628,,,,Roupa Nova,121.772,mpb,1.0,
,,,,Malandro - Ao vivo,,334586.0,,0.533,0.697,,-8.384,,0.101,0.59,0.043,0.869,0.636,,,,Jorge Aragão;Elza Soares,84.298,mpb,1.0,
,,,,Quanto Tempo Demora um Mês,,184120.0,,0.509,0.674,,-7.379,,0.0383,0.253,0.0,0.732,0.159,,,,Biquini Cavadão,75.066,mpb,1.0,
,,,,Sá Marina,,201360.0,,0.582,0.5,,-10.947,,0.0307,0.553,0.0,0.122,0.719,,,,Wilson Simonal,118.894,mpb,1.0,
,,,,Timidez,,267733.0,,0.442,0.885,,-5.843,,0.0816,0.081,0.0,0.774,0.268,,,,Biquini Cavadão,129.421,mpb,1.0,
,,,,Bolso Nada,,266746.0,,0.746,0.794,,-4.86,,0.0928,0.314,0.000332,0.165,0.68,,,,"Francisco, el Hombre;Liniker e os Caramelows",105.042,mpb,1.0,
,,,,Metal Contra As Nuvens - Ao Vivo Em São Paulo / 1999,,561133.0,,0.377,0.531,,-6.229,,0.0305,0.493,0.0,0.125,0.443,,,,Legião Urbana,89.075,mpb,1.0,
,,,,Intuição,,235760.0,,0.416,0.567,,-7.175,,0.0348,0.375,0.0,0.981,0.437,,,,Oswaldo Montenegro,99.24,mpb,1.0,
,,,,Mutirão de amor - Ao vivo,,284760.0,,0.65,0.617,,-9.075,,0.129,0.676,3.16e-06,0.98,0.621,,,,Jorge Aragão;Zeca Pagodinho,89.171,mpb,1.0,
,,,,Tudo Sobre Você,,213640.0,,0.644,0.608,,-9.519,,0.0593,0.153,2.39e-06,0.713,0.499,,,,Zélia Duncan,94.014,mpb,0.0,
,,,,Sereníssima,,241733.0,,0.376,0.768,,-13.587,,0.0342,0.00795,0.00435,0.355,0.86,,,,Legião Urbana,174.135,mpb,1.0,
,,,,Maneira Simples,,225733.0,,0.625,0.53,,-9.269,,0.0288,0.893,0.0,0.28,0.365,,,,Almir Sater,125.11,mpb,1.0,
,,,,Cheguei Pra Te Amar,,197493.0,,0.769,0.802,,-5.601,,0.0617,0.154,1.24e-05,0.0731,0.696,,,,Ivete Sangalo;Mc Livinho,101.893,mpb,1.0,
,,,,Meu Bem Querer - JAH-VAN,,284466.0,,0.796,0.545,,-8.117,,0.0603,0.116,0.0157,0.0812,0.62,,,,Seu Jorge;Black Alien;BiD;Fernando Nunes,140.013,mpb,1.0,
,,,,Realce,,284093.0,,0.606,0.886,,-7.102,,0.0516,0.0221,8.77e-06,0.161,0.718,,,,Gilberto Gil,132.584,mpb,1.0,
,,,,Dança,,152961.0,,0.557,0.533,,-6.7,,0.105,0.804,0.0,0.197,0.627,,,,Luana Berti;Vitor Soltau,89.257,mpb,1.0,
,,,,Lua,,169506.0,,0.847,0.357,,-12.336,,0.0426,0.632,1.36e-06,0.111,0.416,,,,Lagum,120.029,mpb,1.0,
,,,,Nuvens,,169133.0,,0.535,0.779,,-6.865,,0.0522,0.068,0.00196,0.16,0.769,,,,Tim Maia,112.548,mpb,1.0,
,,,,Tu Não Sabes,,288365.0,,0.755,0.362,,-12.281,,0.044,0.624,0.00391,0.0746,0.305,,,,Zeca Baleiro,120.047,mpb,1.0,
,,,,Boa Noite (Ao Vivo),,340693.0,,0.66,0.823,,-6.838,,0.0721,0.343,0.000172,0.945,0.672,,,,Djavan,103.283,mpb,1.0,
,,,,Amanhã,,206333.0,,0.463,0.621,,-4.782,,0.0286,0.353,0.0,0.149,0.526,,,,Zimbra,139.652,mpb,1.0,
,,,,Diz Que Sim,,209625.0,,0.671,0.723,,-8.217,,0.028,0.0737,0.000204,0.114,0.955,,,,Lado de Cá,120.02,mpb,0.0,
,,,,Ogum / Oração de São Jorge - Ao Vivo,,252692.0,,0.507,0.503,,-11.759,,0.143,0.642,0.0,0.202,0.605,,,,Maria Bethânia;Zeca Pagodinho,87.038,mpb,1.0,
,,,,Rosa Flor - Ao Vivo,,201322.0,,0.671,0.789,,-6.467,,0.0936,0.729,1.43e-06,0.451,0.534,,,,Big Up;Maneva,97.56,mpb,1.0,
,,,,Mulher Sem Razão,,237546.0,,0.678,0.405,,-12.273,,0.0261,0.881,0.0223,0.0946,0.765,,,,Adriana Calcanhotto,93.083,mpb,0.0,
,,,,Continuo a Te Esperar,,217416.0,,0.665,0.847,,-8.055,,0.0465,0.0305,2.19e-06,0.0917,0.954,,,,Hotelo,109.934,mpb,0.0,
,,,,Hoje Caminhei,,160171.0,,0.603,0.326,,-12.698,,0.0801,0.318,0.00113,0.0859,0.49,,,,Nicolas Candido,104.41,mpb,1.0,
,,,,Fale Mais,,168640.0,,0.675,0.431,,-11.489,,0.0328,0.659,6.44e-05,0.114,0.217,,,,Lagum,144.922,mpb,1.0,
,,,,É Seu,,120757.0,,0.414,0.526,,-7.648,,0.0378,0.577,0.0,0.0832,0.1,,,,Lagum,158.731,mpb,1.0,
,,,,Comigo Ninguém Pode,,196000.0,,0.762,0.645,,-8.14,,0.179,0.369,0.00387,0.178,0.671,,,,Mc Tha,150.098,mpb,1.0,
,,,,Universo Reduzido,,202653.0,,0.411,0.476,,-8.05,,0.0418,0.829,0.00107,0.089,0.476,,,,Sandy,66.536,mpb,0.0,
,,,,All Star - Ao Vivo No Teatro Municipal De Niterói,,208106.0,,0.453,0.558,,-8.723,,0.0392,0.724,0.0,0.876,0.324,,,,Sandy,159.91,mpb,0.0,
,,,,Canção Noturna,,238533.0,,0.628,0.735,,-6.782,,0.026,0.107,0.118,0.0676,0.683,,,,Skank,140.477,mpb,1.0,
,,,,Flor De Lis - Ao Vivo,,169893.0,,0.562,0.843,,-6.49,,0.164,0.207,0.0,0.817,0.614,,,,Emílio Santiago;Alcione,99.251,mpb,1.0,
,,,,Angra Dos Reis,,301533.0,,0.639,0.347,,-13.023,,0.0238,0.075,0.0107,0.115,0.126,,,,Legião Urbana,89.998,mpb,1.0,
,,,,Fotografia,,199426.0,,0.671,0.527,,-10.175,,0.0784,0.898,0.000105,0.684,0.58,,,,Leoni,103.502,mpb,0.0,
,,,,Do Fundo do Meu Coração - Versão Remasterizada,,341733.0,,0.54,0.255,,-16.26,,0.0284,0.258,0.00241,0.121,0.179,,,,Roberto Carlos,75.948,mpb,1.0,
,,,,"Triste, Louca ou Má",,260223.0,,0.462,0.593,,-7.398,,0.0704,0.235,0.0,0.216,0.594,,,,Mariana Aydar;Maria Gadú,93.414,mpb,0.0,
,,,,"Nem Luxo, Nem Lixo - Ao Vivo",,229773.0,,0.539,0.622,,-8.925,,0.0476,0.228,1.13e-05,0.704,0.228,,,,Rita Lee,125.375,mpb,1.0,
,,,,Se Fiquei Esperando Meu Amor Passar,,295933.0,,0.515,0.576,,-13.707,,0.0292,0.0175,3.28e-06,0.0985,0.68,,,,Legião Urbana,141.031,mpb,1.0,
,,,,Começaria Tudo Outra Vez,,236106.0,,0.625,0.427,,-10.857,,0.0345,0.641,0.000544,0.335,0.224,,,,Gonzaguinha;Lenine,93.078,mpb,1.0,
,,,,Trem-Bala: Especial Mães,,172120.0,,0.367,0.28,,-11.71,,0.0344,0.776,6.15e-06,0.109,0.402,,,,Ana Vilela,90.049,mpb,0.0,
,,,,José,,185800.0,,0.667,0.372,,-12.071,,0.0568,0.732,0.0,0.128,0.551,,,,Paulo Diniz,129.197,mpb,1.0,
,,,,De Volta Pro Aconchego,,277666.0,,0.424,0.272,,-11.402,,0.0295,0.596,4.64e-06,0.216,0.171,,,,Elba Ramalho,111.753,mpb,1.0,
,,,,Chuva de Prata,,187000.0,,0.772,0.453,,-10.827,,0.0364,0.648,1.63e-05,0.0858,0.759,,,,Roupa Nova,116.448,mpb,1.0,
,,,,Recado,,234266.0,,0.67,0.454,,-11.569,,0.0577,0.861,1.49e-05,0.313,0.508,,,,Gonzaguinha;Luiza Possi,144.033,mpb,1.0,
,,,,Respirar,,208893.0,,0.622,0.697,,-6.083,,0.0256,0.217,2.06e-05,0.128,0.401,,,,Sandy,90.014,mpb,0.0,
,,,,Vida Real - Ao Vivo,,187946.0,,0.581,0.69,,-9.456,,0.0362,0.26,0.000425,0.954,0.321,,,,Engenheiros Do Hawaii,88.09,mpb,1.0,
,,,,"Romaria - Live At Credicard Hall, São Paulo / 2012",,271520.0,,0.358,0.349,,-11.896,,0.036,0.871,0.0,0.816,0.198,,,,Maria Rita,132.266,mpb,0.0,
,,,,Entre a Serpente e a Estrela - Ao Vivo,,213093.0,,0.539,0.721,,-5.552,,0.0499,0.656,1.87e-06,0.234,0.596,,,,Zé Ramalho,128.522,mpb,1.0,
,,,,Geni e o Zepelim - Ao Vivo,,337133.0,,0.469,0.523,,-7.54,,0.0391,0.893,0.0,0.732,0.477,,,,Chico Buarque,152.013,mpb,1.0,
,,,,Atrás da porta,,285200.0,,0.52,0.191,,-12.429,,0.0288,0.878,0.0,0.0986,0.0769,,,,Zélia Duncan,77.944,mpb,0.0,
