"id","genres"
"64DTkZLH6KkkMwZEEZ5VWC",
"3FVZlbowUWV4h0nKFKVb0a",
"7KEZl3nvHOJaaLZUo1wLwc",
"3Og0gjJyLFUdqIYzXxq6T6",
"1wT33JDD3YLC0fqFnsWo9F",
"3z1hkcmUuBH6lmB91l73MC",
"58zckWmoqAOoqPtZggJ9OZ",
"1hKoauICyrx7JojasOI1EU",
"2rb4yUz7taAlwIu5hobMv4",
"0KcbRunfjZHfwEnEgd1Dy6",
"1rRhJIu1ufxCjbmMWon6ax",
"1GYx2LBI5bt0xRUpvdGYYt",
"6XX6KGpomRDPmGGm7bofCK",
"7IOSPo9oGCLWtDEZtmxgTi",
"4J2dAJV1pnSqZIXUhN9615",
"39QiJaZ1HzRcpY9xlMKCsF",
"3UN5sCtgFEyrkxMQ7oFUKk",
"6cX9Qyl1Ug5lli2y2yBm52",
"3mmlFKPzrG0ZGYneLDt1Y8",
"2XKAwrTieZHEnU6mgALhgN",
"1joea7bjTfUwH9ywyXGjgR",
"6tWD8u5kp6Fab82ziFL3mH",
"0liNK1NH5Nr1VSGUhwLA4z",
"6eAy4nN6UvzDb34zjWd54q",
"72FJTmBqUIZKXs7HkBN0yi",
"14IIWGbDqOjAFpxmOoEsmt",
"2ArneQH6ESNYdlFL2D5oO9",
"5qp8TAAiHI3XMSD53FVPaG",
"7jqVVRFgBPvHWLnUwfRF6C",
"1An26e0sz6wDS4NvEgWB6W",
"6fGH2Qk8eKAcvEU1nHOi8x",
"2BUCvMiMXfeacgCy3saqs6",
"4XKaUDBk0BdRMqp2m06fXL",
"3de56pt399CWcGlNa7kB5N",
"44Eoyx3pVM83sgqDzyY7sk",
"0d1QBQ39OeRIO5jEqyYJmu",
"1f0uTZ6roXfWpYsN8V1QqM",
"269SFZr8uoaZhf2KH1mQ02",
"0prVcHClgriabTlRTSha2j",
"5B1BR71Q9cBvvoNocPSHiL",
"5Llx4U4MgdWDvK34NpNUyi",
"7M4wGNG2NYHUBFHOMKeg2V",
"2rXlweX6BgtjMXbvKJbSbE",
"3EXK7XPU63iv5wKtHGnzaA",
"0By75sLZQ06mWyzNiSdLUB",
"4VZY0nxYMSNotbS7WjNVQy",
"6sW5k31iA8sTy0i2goUKF9",funk consciente
"5qyPbwqvOEp7FvR1EeTQQ2",funk viral
"5XEiZVyQHpIDjhkIBbpf2G",trap carioca
"2ippo8G3HMB1qEEJvkj8PT",trap brasileiro
"6lpzj8HzoVgeA24NN1GnPV","deep funk ostentacao,funk ostentacao,funk paulista"
"2MKq3nQOfCRUwxtmmAOpqR","funk mtg,funk ostentacao,funk paulista"
"7Iojib0lifaGJnw2oip1pu",no beat
"6qqNVTkY8uBg9cP3Jd7DAH","art pop,pop"
"0uGWkZRPp1Urk77XBrPBsZ",agronejo
"5arfYeRczWtKre7ptGoEXp",trap brasileiro
"6TPJK8tv3AKKSsw0lENTQk",trap brasileiro
"4Z9aFsrQeXQbKIOryEkfqe",no beat
"4IEFTmI2K5xj488kIn268F",trap brasileiro
"46SHBwWsqBkxI7EeeBEQG7","florida drill,florida rap,melodic rap,miami hip hop,rap,trap,trap latino"
"0ErzCpIMyLcjPiwT4elrtZ","memphis hip hop,rap"
"1oSPZhvZMIrWW5I41kPkkY",k-pop
"164Uj4eKjl6zTBKfJLFKKK","modern indie pop,pov: indie,singer-songwriter pop"
"7hLjkyL9Pz9xtQNahzJZki",pagode
"3CIIaeZuFYrAD6PRVyuO4U","arrocha,arrochadeira,forro"
"1oBkccDqIDMTntIIHKlJBp",trap brasileiro
"0xEdwBYYjxw6wk179Tq2sJ",rap cearense
"3Ie7tlw7AZSqd9GNFjCRAP",funk mtg
"6JX06TYY9weAIjfnzFWqZL",funk mtg
"0HvttROjoLimYVYCrt5bC9","pagode,pagode novo"
"6R26kGib2ubbZJMh7kKVGV",latin tek
"6MSMZkBlZT4vhQmjO5Ynv3",funk mtg
"69o8iufFnvKcM2HcURIkbc",rap mineiro
"03evdtQP9vcuqdDU6hOluN",trap brasileiro
"59gFRpopXIytwMDYDggebp",trap brasileiro
"5s27i7oqhNWIcE4HeoVdq0","funk consciente,funk paulista"
"0DfaMTk8VkJ0aWFSyEtdwi","funk consciente,funk paulista"
"0jLROJ4FhMIKMF9XzlR5IZ","agronejo,sertanejo pop"
"6Wlvsn3IPHiZwAv02lB5eC",agronejo
"1LIuN7ov1IBQDdLsU83ojl","agronejo,arrocha,sertanejo,sertanejo pop,sertanejo universitario"
"65bbpBkkAHZOAwSYE1pKpk",deboxe
"3rhakTNPxErgnHr3q6hUmp",deboxe
"2qOkka1IztYKtVxyIUdwbr",deboxe
"0f1IECbrVV952unZkzrsg2","funk carioca,funk mtg,funk paulista,funk rj"
"7tojcuXcZ7eBlQjbAc65Ee",trap brasileiro
"71LRKKvAjoc6LyNmob269Q",no beat
"7gZu6kPnY9enEi5FvgTO4F","sertanejo,sertanejo pop"
"0Rrl4hJQjRAbGtiEwAqS5N","axe,pagode,pagode novo"
"0SPHfj49UeOgHKwSYcn8xZ",sertanejo pop
"65ZLHgyZxmEMcWFyyeNkjF",brazilian hip hop
"4zCVTLvRnKYmkVyCxfV2ny",pop rap brasileiro
"29OyPpZR54SPGzG4YmQ8gY","forro,piseiro"
"45MLFvHRAGIOvnslTnzS8C",forro
"2Q5VrODXSCgdp1UxJWAZbc",no beat
"4JNo6Q5KdcRf1vtSX9mB0S","forro,piseiro"
"0BHm7qbh3ENxvXzkQAG7MP","agronejo,arrocha,arrochadeira,forro"
"0xmajCb4YjWW6pRLcmQkWO",forro
"30Hiyu8fW3upjYdoXoXy8i",trap brasileiro
"3AQ1kwnzBdMEHNmkJOKHeA","arrochadeira,forro,piseiro"
"7KdmibNmW5J0q5YtGnJqQ8","arrocha,forro"
"3VZXmYrB3MxMfTZKIVZA1J","axe,pagode,pagode baiano"
"5K8Rmjmf4RZFffz94EmBRt","arrocha,forro,forro de favela"
"76NC6up0g0RCsGRma5lwrI",funk mtg
"19JY4BpaJkAlSR4iDxB1MX","musica capixaba,rap capixaba"
"2zGf6lwQ9PxXdoeo5XXP2K","brazilian hip hop,funk carioca,pop nacional,sertanejo universitario"
"1RyvyyTE3xzB2ZywiAwp0i","atl hip hop,hip hop,rap,southern hip hop,trap"
"1l8Fu6IkuTP0U5QetQJ5Xt","girl group,pop,talent show"
"3JhNCzhSMTxs9WLGJJxWOY","pop rap,seattle hip hop"
"4utLUGcTvOJFr6aqIJtYWV","piano rock,viral pop"
"0uGk2czvcpWQA383Im6ajf","alt z,dark pop,pop"
"0CEK8AzyeD5ZUdUloB6yQV",pop edm
"0mKfkzDXQzYEa1qXH6AAWf",brazilian edm
"738wLrAtLtCtFOLvQBXOXp","dance pop,edm,electro house,moombahton,pop,pop dance"
"374sWpAJsbZckf98df2jJJ","afrobeats,azonto"
"0CjWKoS55T7DOt0HJuwF1H",gauze pop
"0TnOYISbd1XYRBk9myaseg","dance pop,miami hip hop,pop"
"6P6fVBXZjnqdgq2z2b8WlO",complextro
"3aANIxbg5GNj2aGxxpg4Mr",
"1uU7g3DNSbsu0QjSEqZtEd",australian hip hop
"48Oxa6B9euthfl9VTQsArN",
"7hw1G1LNEb25ticRiy6ZWK",
"3WhKStgXqBomTpLZr6Q07a",
"4JrSPyzLVPKQlEHHpqt4c3",
"09bMYbg60r42iQsG8afMnA",
"7qPLO2XOUaRrRxkvLZ3AEK",
"4EcY2W9Ve4PPpbSe1ILOdl",
"1B5n6jsxvFldc6Nq8Wx8VJ",
"0MwoAGUkTS0E1spoSOtbXd",
"5UjifI1TYefXWn9GdqDOHl",
"4QZjx3AfLqJhGYkmWAEUm7",
"2q04a37NLffQ003EhtOjwx",
"7GlAYFuTPHWxfieITHslOU",
"7hMFtszM1RGcIy5HVg643H",
"2qO980bLuBOI3XFp0FyuOW",
"0HTe090uRvK2wjx8rdIOl3",
"5ltK3eeQBgVitzvCh2bJpi",
"0Kq9Zv9dZ3tbePa9QqoXEe",
"2Do8w43Dk5YRoTcgStCltQ",
"5xcDWx5ijKmZyxlgbtcK0C",
"38Yog5iHQZZ7BCeR7uvudl",
"2wx6CMJZtsVGvyMngwkoHs",
"1Z3YNZcUqXypOajb1Y7naJ",
"6JyfXyzoX303xiXFwhT9Za",
"72DK3UxDm7IOR9jCwnZKEz",
"3ge4xOaKvWfhRwgx0Rldov","brazilian hip hop,funk carioca,funk ostentacao"
"7q1aEytv83jXNECmyaMhgn","brazilian hip hop,trap brasileiro"
"7bNqXqIrIfwJnipx7oGeU4",brazilian edm
"14D0I0RYqvIorkPL2EWoQh","funk carioca,funk ostentacao"
"64TmPY6gR7164wIueE4vo0","funk carioca,funk ostentacao"
"57WHJIHrjOE3iAxpihhMnp",pop
"3hWuWrOOgSCDkP5iqEHxMy","sertanejo,sertanejo pop,sertanejo universitario"
"0TXfVIHlCROnWuH89PfnJj","brazilian edm,brazilian house"
"69GGBxA162lTqCwzJG5jLp",pop
"3RqBeV12Tt7A8xH3zBDDUF","contemporary country,country"
"4kqedTxyE5EDJWLLplYXpu",brazilian hip hop
"1E4r5qziZja6v8jA7iTqjn",pop nacional
"4qn9aKmT3CaRVPWnlTQCwX",r&b brasileiro
"4r6d4drhz83kHCRVJnzgdr",brazilian reggae
"41qil2VaGbD194gaEcmmyx","hip hop,pop rap"
"1Ejjxuav6kpsSyb6QIhjHa",brazilian edm
"2FrLTuXGuFDzQsjKidB03W","agronejo,sertanejo,sertanejo pop,sertanejo universitario"
"0eecdvMrqBftK0M1VKhaF4","boy band,latin pop,reggaeton,urbano latino"
"5veVxxPm1vzgi6pO2iVA8L","brazilian edm,pop nacional"
"4V8Sr092TqfHkfAA5fXXqG","latin pop,puerto rican pop"
"6WY7D3jk8zTrHtmkqqo5GI","classic texas country,contemporary country"
"4lDBihdpMlOalxy1jkUbPl",pop edm
"6BXiBj4eAZsiynbcmSRHUs",pop lgbtq+ brasileira
"5wz306kfhCBTtqb9wuILIt","funk carioca,funk ostentacao"
"2ZZuZ6UcrdTleUPtc0rwBI",funk mandelao
"20JZFwl6HVl6yg8a4H3ZqK","modern rock,pop"
"7bXgB6jMjp9ATFy66eO08Z","r&b,rap"
"6mU8ucezzms5I2kNH6HNlu","post-teen pop,talent show,uk pop,viral pop"
"1d2PrJ5wELpihT8yrwH4mO","funk carioca,funk mtg,funk ostentacao"
"3shPgAzHMyRwWOkXeoWKeB","batidao romantico,brega funk,brega romantico,funk carioca,pop teen brasileiro"
"22jNvLBrXGKr4CcV2tw8Ag","arrocha,forro"
"3jZHKeRywmm5JiVw5uWmQv",pop rap brasileiro
"7Ceg1mJmu4lAzuhQU9hQFJ","brazilian hip hop,pop rap brasileiro"
"01JSyuJJh1WCHIuM3Zx7hn",nova musica paulista
"7ltDVBr6mKbRvohxheJ9h1","pop,r&b en espanol"
"1oMiDFyAgmIzw9ZBQYHOJI","deep latin alternative,musica canaria"
"3vL5YvNXI8BDr7foh27rzv",forro
"06lnOkY99sXVW44Y0M4BDP",pop nacional
"4cdyqaBREB68H77QKCrKP1","brazilian bass,brazilian edm"
"1GEoj0CGGUFSqnDepUa3o9","arrocha,forro"
"18RtsuKFWko5JfeMsIi0YP","arrocha,funk pop"
"6jYkuWzgw8pGto1JFI0RNT",funk carioca
"41MozSoPIsD1dJM0CLPjZF","k-pop,k-pop girl group,pop"
"2PhFsxtwCQLS3e9SJwDN3j",rap mineiro
"0XQgE2Ae0pemGE2zAh9ljV",brega funk
"09EYYUcfEDOvj3D5f45L99","funk 150 bpm,funk carioca"
"2NMYOlZHIEsSq7pp5jBjic",trap brasileiro
"2OKT3UlyCvDefb14iq4E71",chill baile
"1TAiyn19RP753HNE1cUbq8",sertanejo pop
"2AdUWxNm17kkGZiPGuorth","arrochadeira,brega funk"
"0GM7qgcRCORpGnfcN2tCiB","pop reggaeton,reggaeton,trap latino,urbano latino"
"6LWehyU6oi1UVgwp2PhVEZ","pagode,pagode novo,samba moderno"
"41X1TR6hrK8Q2ZCpp2EqCz","canadian hip hop,dark trap,meme rap"
"7KO08sObbX1IHeiIR9b5NB",pop rap brasileiro
"36SRwzRkX5zW3ABjJrevqX",brega funk
"0e68cnJyUTJu1nEuxxMSLm",funk carioca
"6PILkXbgkMh4nUUl6Ov6ON",rave funk
"76JV5kzmRyAtP4cmMgjMZi","deboxe,funk mtg"
"4gzpq5DPGxSnKTe4SA8HAU","permanent wave,pop"
"1McMsnEElThX1knmY4oliG",pop
"2WgfkM8S11vg4kxLgDY3F5",viral rap
"4G3B4Z3ipxgw6DIrdFd04n",forro
"30qXkHd2Thmw1wqJvgRa7o",funk mandelao
"0DLHvj99Ne31Ockr6koARK",pop nacional
"7mFKwJmv39xvJc8Gtr227g",funk consciente
"0O5Okg6jlyviFAxWxHzgDM","funk bh,funk mtg"
"3xIDIb8awFTVp48OtoKEAW",funk viral
"1WmcR9CzK9NuKE0vB94PAY","funk mandelao,funk viral"
"4QQEsGPD4wmoh9hIsKkQuN","funk mtg,funk viral"
"007FXgr0jLBJxhPJjacXQH",forro
"14jVHWj9dqpLhs8hHEMnyJ","funk carioca,funk rj"
"0bzyhFojsIgDceZ4NQK9pY","funk bh,funk mtg"
"0ukgrNYk51TkMQr0f2Br4Q",irish hip hop
"1CoZyIx7UvdxT5c8UkMzHd","r&b,uk contemporary r&b"
"3drLodjKeTMvZMvx07Q3Ku",deep breakcore
"2nm38smINjms1LtczR0Cei","pop dance,uk dance"
"2hlmm7s2ICUX0LVIhVFlZQ","atl hip hop,melodic rap,rap,trap"
"2v5eqze59fqRes2e5QVGhf","axe,pagode,pagode baiano"
"1Qp56T7n950O3EGMsSl81D","hard rock,metal"
"44AXaX2aJKSQhMxVTtNb0s","deep funk ostentacao,funk mtg"
"2fzhICndlL7ikUtUqSmlFq",rave funk
"59QeFVjDVrtm42TTVs4ZR0",
"656sFhsnTuJ79P7apmFSVc",brega funk
"4ETNIYvsn5m3JJeLJG9RoU",
"3H11NVxDFzLRBcTcEIrfeH",
"048eLqPGxqWk7PblwFmXgE",
"7b5xQYXOGADyt95myhrJZ3",
"0mCLY8Z5X5H9mNsu9pQ7mY",
"65gA1Fzv5EBpFqOezGLupY",
"26L8m5uIaOJCe0RgMMX3RP",
"7gF4lCtHJnQwZC24D8AaM5",
"4fCTwWqQITi3mPswut2wF7",
"7w1eimo0NMZhuwNZTf4MHY",
"0X7BxMRCyABTrHo168C09r",
"3ymF57lFWXJswhYvjC9O6G",
"1tPQcKxMrvf09Ry8zk68gt",
"48OIkMByRxvJ6bxHrnCwLS",
"3qjoOrsHcxhgKyBsh4ZOEn",
"0SmhJO6Nt4XdUaVwycMRn3",
"4Fdcah41ppKa37zPM0sA1h",
"0zbO4WWM2wJM3ulFmCbMwB",
"5dLqjc2m428QbostsKrUYW",
"0FMBXfGasuAjdpsCs7zgju",
"0aUnOozGoBOVn8guTaU2qK",
"46NHIGaIM5YNY9Wu1kIqvP",
"3O4oCrI8bsnuk5X6mrjjb7",
"33FuWNdIxHsUr3TrXqXwF5",
"26u3LeVpw9EOQLkNVX6NUj",
"6kS3lGSFbGHJbvsnD4MRl1",
"6NHJLHGyF86wd4DT8fNqD0",
"1S2Wiv7Swqnnvp1ktoWaul",
"3joq445M6f168kb3mkp7BB",
"5XUMgbLR3zyRPesnTQY31C",
"1cGv87hgCFMw4H4pG65t7K",
"3TNpNnN7Y8QhtJJnQ08YeF",
"66mL7YE8rG9eCu4QgM64m4",
"2tz0dkPlnWB4NcHNIqWPgh",
"0KjEperrzm0FRTsxnH9xv4",
"6dtCa9SAZHuEJunPGRrsOT",
"4AUugyBbC7wnwh6zF2kg5B",
"5deLgmgAEgy8UHOfJ9Dj8w","turkish deep house,turkish edm"
"4NHQUGzhtTLFvgF5SZesLK","dance pop,metropopolis,pop,swedish electropop,swedish pop,swedish synthpop"
"6cK3NBO6uP7hh0oyuVELFl","cali rap,trap queen"
"7cYik4OyfBXYV5Z2TI7p90","colombian pop,rap latina,reggaeton colombiano,trap latino,urbano latino"
"7evNwWIec7shUErOTwAzk9",funk mtg
"1r4hJ1h58CWwUQe3MxPuau","latin pop,reggaeton,reggaeton colombiano,trap latino,urbano latino"
"37230BxxYs9ksS7OkZw3IU","reggaeton,reggaeton flow,trap latino,urbano latino"
"20wkVLutqVOYrc0kxFs7rA",canadian contemporary r&b
"1cNPXWhKfjI0fT5EMCnamR","arrocha,arrochadeira,funk paulista,rave funk"
"3whgFbrRxsOmYVrq3t4hCY","arrocha,arrochadeira,piseiro"
"1tKrZaph4cLsnEdqC5BNEQ","agronejo,arrocha,sertanejo pop,sertanejo universitario"
"4pnp4w9g30yLfVIAFnZMRd","pop dance,tech house"
"1c70yCa8sRgIiQxl3HOEFo","atl hip hop,girl group,hip pop,r&b,southern hip hop,urban contemporary"
"7gIeuq2qBfYhO1budb6TSQ","arrocha,arrochadeira"
"7qbMZFoPRwWU9m3Xi1KV83",funk carioca
"27X8WM8PeEiVmhq1JoFMnD",funk mtg
"6IcnhoOZCRfWT8viBrredL","funk bh,funk mtg"
"6ulkDr2Bnu7Qlbrs5iDOF1","funk mtg,rave funk"
"17CbKzT0I4256iVuPvrZXr",funk mandelao
"3JrsRa8z1Pngkkf4pDrokD",funk mtg
"62aZgEriKUCni3x4j55BGF",funk mtg
"5CiGnKThu5ctn9pBxv7DGa",pop
"0g4xsygciHCrujQzdXUudC",brazilian gospel
"1A5kGvmKIVtX7NhcbtTZJY",louvores pentecostais
"6l3HvQ5sa6mXTsMTB19rO5","conscious hip hop,hip hop,north carolina hip hop,rap"
"3i7Bn2SoEkRVEGkdz9o6Yu",funk rj
"685uhJgfQlrMNuarOzgyea",funk viral
"0NB5wv4kn6A919CLHUKRmk","funk bh,funk mtg"
"0kj68SnX4WCXwveyBbRX8p","funk bh,funk mtg"
"5uYe4bcAXlMP7d4mrOYkML","funk carioca,funk mtg"
"6i76Njw7mW2TtsQIRVsqAG",funk rj
"0wopeyG3WHLoKcmrFD2jrY",trap carioca
"3AA28KZvwAUcZuOKwyblJQ","alternative hip hop,modern rock,rock"
"5ZyT4ZJtpQdihQ7MTMTluE",trap pesado
"4tfQzFEhNTBnKUrYueeLKX",trap brasileiro
"70dP66OT4eq3soksc1syUs","funk bh,funk mtg"
"2eK9gcJQ6uqVvJL63dnOM3","sertanejo,sertanejo universitario"
"3JOwYU8Yv0wCe18FFanLEK",funk rj
"5Pwc4xIPtQLFEnJriah9YJ","piano rock,pop"
"6iUG0pMyifNBudO9B1s7cD",funk mtg
"68cvVh3HBHdwWfccCTaq0T","agronejo,sertanejo pop"
"4V8LLVI7PbaPR0K2TGSxFF","hip hop,rap"
"13VVAjO14WSrctkGL7U3xc",funk mtg
"6EQ2GT80A1oXZarAalUWNE","funk 150 bpm,funk carioca"
"46pWGuE3dSwY3bMMXGBvVS","afrobeats,nigerian pop"
"4cdmVPqOs2GXPoP4qJHJXv","funk bh,funk mtg,funk rj"
"5uD6uRKj2xYxpqx8bscaco",funk viral
"3Xt3RrJMFv5SZkCfUE8C1J","alt z,pop,transpop"
"4fdCGYM7dtJLa3LvR1ccto","adoracao,brazilian gospel"
"5Dz2FizMLqV0Cr3c8uhEcF",funk paulista
"70l6HIf0rz8ZMQCW5qK6QI",sertanejo pop
"0vsVZPe7ziQLQ3eqwUTc4H","sertanejo,sertanejo pop,sertanejo universitario"
"5tJOBjBtoHgSp1x7iYWsPP",sertanejo pop
"0QdXxGxexr3JA1bR48eXQy",deboxe
"7F7k9SfoWysUn9SIIwy96n",deboxe
"1HJO94rJDdIYO6hoj4NU3b",deboxe
"3GqXVw652gT1gSj8B3P27Y",deboxe
"1N7kfPBmqOQFi3tQNHpX46",deboxe
"5a011kcpWX7riRZtSIkP0n",deboxe
"0fVY6ib28shhHeWonJ3nDQ",no beat
"559vxOLTzlAv0zB77JMcdG","manguebeat,mpb,nova musica pernambucana"
"6dYz4qrbbjN68JMix228lD",forro
"0PdTHXvqmbWdzAYqjPnINn",forro
"6sFRadg88wiacDp0uIQ6VW",pagode baiano
"3OBkZ9NG8F0Fn4oNpg0yuU",k-pop
"4yLJVAYJPwCbhmmRMUxvk3","rap guarulhense,trap funk"
"29bg2tYJCCyiuZdbsc9mFh",brazilian edm
"0eG7BXt40ztpJQ7nUOYvg3",pop nacional
"3uCu2WgyG0Iw50ylOYDSpH","mpb,nova mpb,umbanda"
"2w9zwq3AktTeYYMuhMjju8","dance pop,romanian house,romanian pop"
"6a9WLQ5NsIV7U2qB16uFWD",nova mpb
"6gqBZ0kAjgVLsZQKkHcaB3","funk 150 bpm,funk carioca"
"0OLpdla9YvZOtlPnQkXScl","trap baiano,trap brasileiro"
"5fyDppLDl1juIu1BcUT5zh",uk dance
"0ZED1XzwlLHW4ZaG4lOT6m",pop
"2qSEpijpT3YSXgxcXac1ly",
"15NtJjjHRFybdNSMyM9smT",
"5AJWGh9NGtTwzTCVq7zFbe",
"4q3N2WZiTq26rLMdpIGRgP",
"3lQvg5w1PYUH7HzcbTBsLu",
"7kUbO9TQchk9kF6nvfhOcY",
"3jwlPv4dziZosl1qZ44ylz",
"6aI1hAdb3IC4JNgYJOsVr7",
"3dn7kwlWC7zHZ3yBsssXf0",
"004h2uqVUpmOuz4oY6aTqw",
"5PrbEnp9LJ9XWbpCdZqipM",
"71WKCzdb2UljETpDl2o9Up",
"1D8g0sSx3lKf9qZeFhYBku",
"63W02eshTwySpJjkeiMDEA",
"7dUNKhz7HdxExteqcREGLi",
"4WMYNh2etFJTSIOMp5xT0K",
"6GX3y0u61X0EHZZogsQFbL",
"0n9VWli2NkR8OqJS4dXTqw",
"4KETaPlGYZiaOhhpqrTrrg",
"5nX28sEyu1TH2jbYmSD82b",
"5EehXjjMktLuJmbRsM7YfB","house,pop dance,uk dance"
"6V3F8MZrOKdT9fU686ybE9",british soul
"1zNqDE7qDGCsyzJwohVaoX",pop
"5X1JzPIIonP3u9lA580pPT",canadian pop
"4kYGAK2zu9EAomwj3hXkXy",uk pop
"4sTQVOfp9vEMCemLw50sbu","dance pop,edm,pop,pop dance"
"58lV9VcRSjABbAbfWS6skp","glam metal,rock"
"13ubrt8QOOCPljQ2FL1Kca","east coast hip hop,hip hop,rap,trap"
"6LqNN22kT3074XbTVUrhzX","dance pop,pop"
"0hEurMDQu99nJRq8pTxO14","neo mellow,singer-songwriter"
"4laQz4PaKeh2Hu6QL6evVD","brazilian rock,mpb,nova mpb"
"6kXm2YCtdUOpRYNKeKhfue",hollywood
"68Uwx1d3EbjDJhYsLjqvIq",hollywood
"0l82Lk1LX5X2qqYuPSXTuf",axe
"4HF14RSTZQcEafvfPCFEpI","arrocha,sertanejo,sertanejo pop,sertanejo universitario"
"4u5smJBskI6Adzv08PuiUP","alt z,electropop"
"2FwJwEswyIUAljqgjNSHgP","electropop,uk dance"
"25u4wHJWxCA9vO0CzxAbK7","danish pop,scandipop"
"3JXpwnHbLvXxY99EuXqFPX",pop r&b
"5iNrZmtVMtYev5M9yoWpEq",pop dance
"5mXYWM38dlAs01e3XQEtma",r&b brasileiro
"3YQKmKGau1PzlVlkL1iodx","modern rock,pop,pov: indie,rock"
"3hO9no9q7NErmoSlsAjJ2r","funk carioca,funk pop,viral pop brasileiro"
"3q2dSq7VZnj8TmoJUyRm40",brazilian edm
"0rupveNGxCnS1mm7OBCI75",musica para ninos
"2wUjUUtkb5lvLKcGKsKqsR","canadian contemporary r&b,canadian pop,pop"
"0X2BH1fck6amBIoJhDVmmJ","indietronica,metropopolis,pop,uk pop"
"4Ws5zFS1keQh8yfCbYhW7A",funk mandelao
"2ja6pvYptps6ke3ZWvw9z1","funk mandelao,funk mtg"
"79ehGac6casNGvc5n8XL7J",trap triste
"5DIR6IADBl1MixJ75bNvAz",funk carioca
"1zNqQNIdeOUZHb8zbZRFMX","melodic rap,rap,trap"
"31TPClRtHm23RisEBtV3X7","dance pop,pop"
"5TmW0cFVEYEbypgTdSNNDn","funk carioca,funk ostentacao"
"3iri9nBFs9e4wN7PLIetAw","alt z,pop"
"3DnNQH13SfSOjZDsVEa0ht",brazilian edm
"1Hsdzj7Dlq2I7tHP7501T4",pop
"6T5tfhQCknKG4UnH90qGnz","dance pop,pop"
"3wyVrVrFCkukjdVIdirGVY","emo rap,miami hip hop,pop rap,rap,trap"
"0yFvXd36g5sNKYDi0Kkvl8","bossa nova,brazilian jazz,mpb,samba"
"3dMwyz18VQKmHHEBkFlWJ3",brega funk
"4yZ8oMx1UD9PWn3M0SP8LS","funk carioca,funk paulista"
"50sftj2oW2iBviA6RkTzsz","nova mpb,pop lgbtq+ brasileira"
"2KZFvVVk9lxD85USaOv76T",sertanejo pop
"4GvEc3ANtPPjt1ZJllr5Zl",pop
"1tqhsYv8yBBdwANFNzHtcr","comedy rap,indie pop rap,pop rap"
"5uEeqYFuIChoWKy34jp8xE","dance pop,pop dance"
"0w5G9RC0o4u8L0cCchFwBb",brazilian edm
"6DR8ile3ilLZdfuA1lllNZ",batidao romantico
"2YWOP324cKGfkTo2PydgJR","sertanejo,sertanejo tradicional,sertanejo universitario"
"3fMbdgg4jU18AjLCKBhRSm","r&b,soul"
"2RKcy8YT2w2QYn0D7TjiIi",brazilian hip hop
"2o5jDhtHVPhrJdv3cEQ99Z","big room,brostep,dutch edm,edm,house,pop dance,slap house,trance"
"0bdJZl7TDeiymDYzMJnVh2","canadian hip hop,canadian trap"
"4RfTXjK9aiiIKDaKUHpL57","dancehall,jamaican dancehall,reggae fusion"
"7e6KqpXfInWHjdQufAnsyj","brazilian edm,pop nacional"
"5K4W6rqBFWDnAN6FQUkS6x","chicago rap,hip hop,rap"
"4SLEmV2rAQ71Ts0qyDGhE8",spanish pop
"6CO3icJe86W5FK3U73zyyR",brazilian edm
"3EOEK57CV77D4ovYVcmiyt",israeli pop
"1pk1stIyHnuK6lXZ8QiNKt","funk carioca,funk das antigas"
"1dfeR4HaWDbWqFHLkxsg1d","classic rock,glam rock,rock"
"6tRBlIPvgIrWAJc93ppbag",pop nacional
"6bGwi8TG7T8Vcp415XooE5",funk carioca
"6C1ohJrd5VydigQtaGy5Wa","boston hip hop,hip hop,pop rap,rap"
"3WGpXCj9YhhfX11TToZcXP","australian pop,pop,viral pop"
"7pFeBzX627ff0VnN6bxPR4","pop rap,rap,southern hip hop,trap,viral trap"
"5JYo7gm2dkyLLlWHjxS7Dy",swedish pop
"4TEJudQY2pXxVHPE3gD2EU","memphis hip hop,rap,tennessee hip hop,trap"
"0WP4PLxwWMBq3WWc01TBgJ","sertanejo,sertanejo pop,sertanejo universitario"
"0TSMy9QFSMnBR2si7qZ0VT","brega funk,funk carioca,pop lgbtq+ brasileira"
"4WN5naL3ofxrVBgFpguzKo","pop dance,uk dance,uk funky"
"2U3FuHYvL3vhkbDAXm24Ep","neo soul,uk contemporary r&b"
"25tMQOrIU4LlUo6Sv8v5SE",irish pop
"1h6Cn3P4NGzXbaXidqURXs","edm,pop dance,progressive electro house"
"4FTFlQC5nmDiOgU1hcMfaI",sertanejo pop
"2X97ZAqRKRMYFIDqtvGgGc","edm,uk dance"
"03lJxNYml1ArLjcZLxfIvz","sertanejo,sertanejo pop,sertanejo universitario"
"2uGKgNuq7MnKksXiSO6HjB","brazilian edm,trance brasileiro"
"4r63FhuTkUYltbVAg5TQnk","hip hop,north carolina hip hop,pop rap,rap,trap"
"4VIvfOurcf0vuLRxLkGnIG",hollywood
"2auC28zjQyVTsiZKNgPRGs",k-rap
"3MHaV05u0io8fQbZ2XPtlC","bachata,latin hip hop,latin pop,urbano latino"
"1Jt3lGxY5pqiWrh3cyIgwy",
"6StSmnCKNJNBLn1B3l003v",
"0tvACMjTDrW7HCo4F2wiIb",
"2d92LVCevmO89rznIQqOhL",
"5HhqHgbJkwLwOpQpF1qfST",
