track_name,artist_name,bpm,energy,danceability,valence,acousticness,instrumentalness,liveness,speechiness,loudness,is_hit,groove_factor,commercial_appeal,energy_dance_ratio,vocal_presence,bpm_category,loudness_normalized,hit_potential_score,acoustic_electric_balance,is_music
Shameless,Camila Cabello,129.698,0.651,0.377,0.0851,0.0197,5.31e-05,0.174,0.0588,-5.437,1,0.49996333333333337,0.5796699999999999,1.682170542635659,0.9999469,2.0,0.9093833333333333,0.421087,0.03939999999999999,1.0
"Yo x Ti, Tu x Mi",ROSALÍA,91.952,0.759,0.78,0.579,0.462,0.000868,0.143,0.225,-3.292,1,0.6709533333333334,0.79868,0.9607594936708861,0.999132,1.0,0.9451333333333333,0.735368,0.924,1.0
Princesa - Ao Vivo,Nego do Borel,149.977,0.827,0.721,0.951,0.335,0.0,0.311,0.0536,-5.127,0,0.7585616666666667,0.92913,1.131326949384405,1.0,3.0,0.91455,0.819613,0.67,1.0
You Know You Love Me,Jetlag Music,127.052,0.839,0.696,0.894,0.312,8.77e-06,0.184,0.0261,-3.687,0,0.7114533333333333,0.92073,1.188385269121813,0.99999123,2.0,0.93855,0.8009730000000002,0.624,1.0
Reggae Bom,Lagum,67.006,0.514,0.669,0.557,0.417,0.0,0.197,0.0745,-9.878,0,0.5003766666666667,0.72402,0.7569955817378498,1.0,0.0,0.8353666666666667,0.605602,0.834,1.0
Só Ficou O Cheiro (feat. Melim),Rael,84.003,0.728,0.744,0.608,0.504,0.0,0.472,0.0755,-6.971,0,0.630405,0.7734899999999999,0.9655172413793103,1.0,0.0,0.8838166666666666,0.7149490000000001,0.992,1.0
London,GUILC,124.0,0.94,0.766,0.511,0.0305,0.000826,0.298,0.0805,-6.432,0,0.7716666666666667,0.74008,1.211340206185567,0.999174,2.0,0.8927999999999999,0.7646080000000001,0.06099999999999994,1.0
Onze e Pouquinho,Dilsinho,140.03,0.597,0.609,0.746,0.722,0.0,0.158,0.0378,-8.881,1,0.6169833333333333,0.8095899999999999,0.9644588045234248,1.0,3.0,0.8519833333333333,0.652859,0.556,1.0
Te Prometo,Dennis DJ,173.981,0.722,0.825,0.823,0.192,0.0,0.0979,0.197,-3.928,0,0.8190683333333333,0.88992,0.8646706586826347,1.0,3.0,0.9345333333333333,0.800192,0.384,1.0
Rewind (feat. Caelu),Cat Dealers,123.022,0.817,0.746,0.343,0.00389,0.00236,0.158,0.0612,-5.226,0,0.7231366666666666,0.68494,1.0806878306878307,0.99764,2.0,0.9129,0.6805939999999999,0.007780000000000009,1.0
Ela É do Tipo,MC Kevin o Chris,90.695,0.398,0.632,0.633,0.945,0.0,0.228,0.373,-6.615,1,0.4865583333333333,0.78705,0.6199376947040499,1.0,1.0,0.8897499999999999,0.577505,0.1100000000000001,0.0
Sumiu do Mapa - Ao Vivo,Lucas Lucco,125.01,0.848,0.809,0.768,0.319,0.0,0.64,0.0386,-3.782,1,0.7672500000000001,0.86938,1.0354090354090353,1.0,2.0,0.9369666666666667,0.818538,0.638,1.0
Pisadinha,Diego & Victor Hugo,164.81,0.874,0.642,0.829,0.439,0.0,0.0821,0.128,-3.162,1,0.7578833333333332,0.89998,1.3404907975460123,1.0,3.0,0.9473,0.7747980000000001,0.878,1.0
Me Valoriza (feat. Dilsinho) - Ao Vivo,Avine Vinny,149.745,0.801,0.453,0.664,0.131,0.0,0.861,0.106,-3.546,0,0.616375,0.8301399999999999,1.7300215982721383,1.0,3.0,0.9409,0.637314,0.262,1.0
Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,136.041,0.619,0.878,0.639,0.0533,0.0,0.113,0.102,-5.56,0,0.7514350000000001,0.8,0.697072072072072,1.0,2.0,0.9073333333333333,0.7447000000000001,0.10660000000000003,1.0
Perrengue - Ao Vivo,Gusttavo Lima,123.11,0.866,0.826,0.909,0.332,0.0,0.665,0.0355,-1.517,1,0.7779833333333332,0.94843,1.035885167464115,1.0,2.0,0.9747166666666666,0.866843,0.664,1.0
Lalala,Y2K,129.972,0.391,0.843,0.496,0.181,0.0,0.137,0.0845,-7.899,1,0.65542,0.71941,0.45838218053927315,1.0,2.0,0.86835,0.6256410000000001,0.362,1.0
Me Espera,Cacife Clandestino,140.061,0.609,0.767,0.742,0.0233,0.0,0.114,0.0485,-6.947,0,0.699635,0.8273299999999999,0.7837837837837838,1.0,3.0,0.8842166666666667,0.7206330000000001,0.046599999999999975,1.0
Vidrado Em Você,Dj Guuga,159.926,0.925,0.843,0.59,0.139,7.65e-06,0.109,0.0997,0.302,1,0.8655433333333333,0.836,1.0844079718640094,0.99999235,3.0,1.0,0.8163,0.278,1.0
Bate Palma,MC JottaPê,150.052,0.685,0.857,0.837,0.626,0.0,0.206,0.38,-4.84,0,0.7840866666666667,0.8863999999999999,0.790080738177624,1.0,3.0,0.9193333333333332,0.80434,0.748,0.0
Teu Segredo - Ao Vivo,Vou pro Sereno,80.479,0.672,0.5,0.538,0.674,0.0,0.971,0.0433,-7.363,1,0.4857316666666667,0.7415700000000001,1.3176470588235294,1.0,0.0,0.8772833333333333,0.583357,0.6519999999999999,1.0
O Brasil Tem Que Te Ver (feat. MC Kevinho),Turma do Pagode,163.748,0.822,0.694,0.911,0.449,0.0,0.97,0.0467,-5.478,0,0.7665133333333333,0.90962,1.1676136363636365,1.0,3.0,0.9087,0.797362,0.898,1.0
Flor Que Se Cheira - Ao Vivo,Guilherme & Benuto,117.827,0.759,0.68,0.797,0.637,0.0,0.556,0.144,-5.254,1,0.6640783333333333,0.86626,1.0999999999999999,1.0,1.0,0.9124333333333333,0.745726,0.726,1.0
Quem Traiu Levou - Ao Vivo,Gusttavo Lima,173.937,0.958,0.583,0.826,0.325,1.98e-06,0.322,0.0849,-2.395,1,0.768795,0.90645,1.615514333895447,0.99999802,3.0,0.9600833333333333,0.7764449999999999,0.65,1.0
"Para, Pensa e Volta - Ao Vivo",Yasmin Santos,111.928,0.791,0.611,0.572,0.245,0.0,0.237,0.0436,-3.095,1,0.6293466666666666,0.79785,1.2737520128824478,1.0,1.0,0.9484166666666667,0.6758850000000001,0.49,1.0
50 Vezes - Ao Vivo,Sorriso Maroto,147.872,0.657,0.557,0.574,0.822,1.54e-06,0.952,0.0277,-6.428,1,0.6220533333333333,0.76532,1.1587301587301586,0.99999846,3.0,0.8928666666666667,0.6112320000000001,0.3560000000000001,1.0
Péssimo Negócio (Ao Vivo),Dilsinho,148.03,0.651,0.538,0.544,0.801,0.0,0.948,0.0336,-5.805,1,0.6110166666666668,0.75955,1.187956204379562,1.0,3.0,0.90325,0.5952550000000001,0.3979999999999999,1.0
Passinho do Rá,Dennis DJ,175.137,0.813,0.593,0.698,0.325,0.000234,0.0663,0.268,-3.192,0,0.732295,0.8472799999999999,1.3482587064676617,0.999766,3.0,0.9468,0.705428,0.65,1.0
Mantém,WIU,129.983,0.765,0.754,0.53,0.38,0.0,0.113,0.0777,-5.354,1,0.7231383333333334,0.7584600000000001,1.0013089005235603,1.0,2.0,0.9107666666666667,0.7129460000000001,0.76,1.0
Alô Som (feat. Maiara & Maraisa) - Ao Vivo,Fernando & Sorocaba,119.987,0.869,0.737,0.646,0.261,0.0,0.861,0.0608,-3.173,0,0.7291783333333333,0.82667,1.1633199464524766,1.0,1.0,0.9471166666666666,0.767367,0.522,1.0
Chora Até Perder a Fala - Ao Vivo,Gusttavo Lima,126.941,0.877,0.805,0.802,0.265,0.0,0.281,0.0449,-2.978,0,0.7771683333333333,0.8910199999999999,1.0760736196319018,1.0,2.0,0.9503666666666667,0.8346020000000001,0.53,1.0
Muito Cedo,Turma do Pagode,152.076,0.744,0.561,0.638,0.581,0.0,0.821,0.0408,-6.403,1,0.6571600000000001,0.7911699999999999,1.3029772329246934,1.0,3.0,0.8932833333333333,0.654317,0.8380000000000001,1.0
Reprise - Ao Vivo,Sorriso Maroto,147.975,0.735,0.561,0.775,0.795,0.0,0.871,0.0357,-6.847,1,0.647625,0.84153,1.287215411558669,1.0,3.0,0.8858833333333334,0.6840530000000001,0.4099999999999999,1.0
