track_name,artist,bpm,energy,danceability,valence,acousticness,instrumentalness,liveness,speechiness,loudness,duration_ms,genre,is_hit,groove_factor,commercial_appeal,energy_dance_ratio,vocal_presence,bpm_category,loudness_normalized,hit_potential_score,acoustic_electric_balance,is_music
Bom Dia Vietnã,Puro Suco,89.865,0.713,0.7,0.614,0.22,0.0,0.115,0.402,-8.161,172941.0,rnb_brasil,1,0.613675,0.7639900000000001,1.004225352112676,1.0,0.0,0.8639833333333333,0.6930989999999999,0.43999999999999995,0.0
Halellujah - Ao Vivo,Adriana Arydes,179.555,0.55,0.28,0.258,0.0589,2.23e-06,0.408,0.0315,-8.087,244800.0,rnb_brasil,1,0.5042583333333334,0.62233,1.896551724137931,0.99999777,3.0,0.8652166666666666,0.390833,0.11780000000000002,1.0
Eleva,Big Up,94.981,0.665,0.736,0.563,0.0466,0.0,0.164,0.0487,-6.427,187570.0,rnb_brasil,1,0.6258016666666667,0.76093,0.8914209115281502,1.0,1.0,0.8928833333333334,0.682593,0.09319999999999995,1.0
Cenáculo de Amor,Walmir Alencar,184.181,0.354,0.617,0.579,0.483,0.0,0.2,0.0352,-9.965,244706.0,rnb_brasil,0,0.6147,0.73195,0.5645933014354066,1.0,3.0,0.8339166666666666,0.541995,0.966,1.0
Há Tempos - Ao Vivo Em São Paulo / 1999,Legião Urbana,82.935,0.552,0.38,0.647,0.374,0.0,0.133,0.213,-8.545,225400.0,rnb_brasil,1,0.39382500000000004,0.77335,1.4153846153846155,1.0,0.0,0.8575833333333333,0.524335,0.748,1.0
Zé Ninguém,Biquini Cavadão,130.01,0.892,0.637,0.845,0.00464,0.0,0.199,0.0809,-5.284,258265.0,rnb_brasil,1,0.7027833333333334,0.88516,1.3786707882534777,1.0,2.0,0.9119333333333334,0.779916,0.009279999999999955,1.0
Divina Comédia,Scracho,88.491,0.717,0.742,0.793,0.0028,0.0,0.0935,0.033,-6.198,232680.0,rnb_brasil,0,0.633585,0.85522,0.9534574468085106,1.0,0.0,0.8966999999999999,0.7560220000000001,0.005600000000000049,1.0
Dezesseis / Música Incidental: ''Strawberry Fields Forever'',Legião Urbana,146.878,0.87,0.454,0.4,0.000226,0.000232,0.0885,0.0387,-5.358,323840.0,rnb_brasil,1,0.6327966666666667,0.70642,1.875,0.999768,3.0,0.9107000000000001,0.5932419999999999,0.00045200000000000795,1.0
Ele Reina - Ao Vivo,Jefferson & Suellen,117.973,0.641,0.402,0.192,0.17,0.0,0.367,0.0392,-7.217,326869.0,rnb_brasil,0,0.48992166666666664,0.60463,1.5558252427184465,1.0,1.0,0.8797166666666667,0.451963,0.3400000000000001,1.0
Pra Ser Feliz,Padre Fábio De Melo,132.091,0.348,0.562,0.314,0.805,0.0,0.114,0.0283,-9.91,247426.0,rnb_brasil,1,0.5055516666666667,0.6265000000000001,0.6083916083916083,1.0,2.0,0.8348333333333334,0.4546500000000001,0.3899999999999999,1.0
Meu Alvo,Thiago Brado,146.599,0.57,0.249,0.123,0.222,0.0,0.635,0.0355,-6.078,401733.0,rnb_brasil,1,0.4398316666666666,0.5884199999999999,2.2007722007722004,1.0,3.0,0.8986999999999999,0.354042,0.44399999999999995,1.0
Água Viva,Oficina G3,114.727,0.89,0.294,0.239,0.0019,7.14e-06,0.081,0.0747,-2.877,379367.0,rnb_brasil,0,0.5052116666666667,0.6668299999999999,2.9276315789473686,0.99999286,1.0,0.95205,0.499083,0.0038000000000000256,1.0
As Dores do Silêncio,Rosa de Saron,123.793,0.47,0.651,0.334,0.0875,0.0,0.0936,0.0301,-7.977,264240.0,rnb_brasil,0,0.5728216666666667,0.65383,0.7110438729198184,1.0,2.0,0.86705,0.533583,0.17500000000000004,1.0
Quando Eu Te Encontrar - Ao Vivo,Biquini Cavadão,99.998,0.933,0.52,0.536,0.0159,0.0195,0.397,0.0357,-5.2,213533.0,rnb_brasil,0,0.6065633333333333,0.7624,1.760377358490566,0.9805,1.0,0.9133333333333333,0.6713399999999999,0.03180000000000005,1.0
"Na Rua, Na Chuva, Na Fazenda (Casinha De Sapê) - Ao Vivo",Maneva,156.032,0.451,0.71,0.481,0.137,9.85e-05,0.374,0.133,-8.217,198240.0,rnb_brasil,1,0.6503533333333333,0.71023,0.6263888888888889,0.9999015,3.0,0.86305,0.5865230000000001,0.274,1.0
Péssimo Negócio - Ao Vivo,Maneva,148.132,0.496,0.838,0.679,0.239,4.83e-06,0.253,0.0624,-9.59,201130.0,rnb_brasil,1,0.7146866666666667,0.7757000000000001,0.5849056603773585,0.99999517,3.0,0.8401666666666666,0.69737,0.478,1.0
Epitáfio - Ao Vivo,Maneva,105.004,0.415,0.886,0.421,0.339,2.14e-05,0.155,0.0537,-9.652,193290.0,rnb_brasil,1,0.6425066666666667,0.6718799999999999,0.46316964285714285,0.9999786,1.0,0.8391333333333333,0.6302880000000001,0.678,1.0
Retratos e Canções,Sandra De Sá,81.05,0.4,0.611,0.547,0.168,0.0,0.119,0.023,-12.371,234333.0,rnb_brasil,1,0.46058333333333334,0.69509,0.6441223832528181,1.0,0.0,0.7938166666666666,0.543309,0.3360000000000001,1.0
Chão de Giz (Ao Vivo),Zé Ramalho,95.253,0.744,0.266,0.416,0.0281,7.56e-05,0.942,0.0512,-7.368,299853.0,rnb_brasil,1,0.41495499999999996,0.69272,2.695652173913043,0.9999244,1.0,0.8772,0.482072,0.05620000000000003,1.0
Reconstrução,Gerson Rufino,105.015,0.718,0.769,0.725,0.234,0.0,0.168,0.0241,-5.809,262143.0,rnb_brasil,1,0.674925,0.8319099999999999,0.9216944801026957,1.0,1.0,0.9031833333333333,0.751191,0.46799999999999997,1.0
Peter Pan,Groove Delight;Samantha Machado,126.038,0.494,0.718,0.131,0.0409,0.00782,0.0448,0.0435,-11.879,155851.0,rnb_brasil,1,0.6172633333333333,0.53361,0.6785714285714286,0.99218,2.0,0.8020166666666667,0.514961,0.08179999999999998,1.0
Ainda Há Tempo,Criolo,81.303,0.8,0.58,0.483,0.281,0.0,0.0708,0.345,-7.528,318360.0,rnb_brasil,0,0.565505,0.71792,1.3559322033898307,1.0,0.0,0.8745333333333334,0.640392,0.562,0.0
Cinco Estrelas,Cartel Mcs;Sain,177.162,0.694,0.399,0.649,0.409,4.58e-05,0.123,0.472,-7.662,297025.0,rnb_brasil,0,0.60297,0.78298,1.6968215158924203,0.9999542,3.0,0.8723,0.575898,0.818,0.0
Amor,BK;JXNV$,127.951,0.758,0.697,0.382,0.194,0.0,0.148,0.12,-6.63,152342.0,rnb_brasil,0,0.6891516666666666,0.6865,1.0721357850070723,1.0,2.0,0.8895,0.65125,0.388,1.0
Vinheta,Clarice Falcão,115.929,0.685,0.519,0.745,0.373,0.0,0.0629,0.0955,-7.171,78184.0,rnb_brasil,1,0.558215,0.82629,1.2948960302457466,1.0,1.0,0.8804833333333334,0.6447290000000001,0.746,1.0
Cleopatra,ConeCrewDiretoria,93.058,0.847,0.649,0.583,0.0854,0.0,0.214,0.0708,-2.839,191317.0,rnb_brasil,1,0.6336966666666667,0.8048099999999999,1.2852807283763277,1.0,1.0,0.9526833333333333,0.7107810000000001,0.17080000000000006,1.0
Pra Todas Que Amei,Felp 22;Medellin;JP Diazz,97.956,0.572,0.741,0.336,0.671,0.0,0.145,0.0604,-8.0,151836.0,rnb_brasil,1,0.60536,0.6544000000000001,0.7616511318242343,1.0,1.0,0.8666666666666667,0.6006400000000001,0.6579999999999999,1.0
Folha De Bananeira,Armandinho,129.086,0.562,0.834,0.953,0.0982,0.0,0.29,0.0373,-9.667,216320.0,rnb_brasil,0,0.7007433333333334,0.8845299999999999,0.6658767772511849,1.0,2.0,0.8388833333333333,0.781253,0.19640000000000002,1.0
Quinta Cínica - Acústico,Xamã;Bagua Records;Gustah;Irineu Barsé,95.01,0.53,0.723,0.774,0.806,0.0,0.112,0.145,-9.372,136421.0,rnb_brasil,1,0.57885,0.8158799999999999,0.723055934515689,1.0,1.0,0.8438,0.6845880000000001,0.3879999999999999,1.0
Apocalipse,Damares,145.961,0.752,0.596,0.529,0.444,0.0,0.141,0.0497,-2.41,402826.0,rnb_brasil,0,0.6668683333333333,0.7875000000000001,1.240924092409241,1.0,3.0,0.9598333333333334,0.64855,0.888,1.0
Flores e Facas,Murica;BEATDOMK,126.724,0.489,0.635,0.674,0.65,0.0,0.248,0.58,-7.062,168000.0,rnb_brasil,1,0.5754066666666666,0.79898,0.7581395348837209,1.0,2.0,0.8823000000000001,0.615398,0.7,0.0
Maré,NX Zero,130.057,0.938,0.6,0.65,0.0136,1.15e-06,0.0975,0.0326,-2.781,240413.0,rnb_brasil,0,0.6981616666666666,0.83219,1.5377049180327869,0.99999885,2.0,0.95365,0.734619,0.027200000000000002,1.0
Lamentações 2:19,LEALL;Nagalli,74.419,0.559,0.419,0.367,0.578,0.0,0.118,0.124,-15.272,65217.0,rnb_brasil,1,0.40123166666666665,0.59408,1.3030303030303032,1.0,0.0,0.7454666666666667,0.4681080000000001,0.8440000000000001,1.0
Matemática,ReStarT,173.906,0.518,0.729,0.858,0.19,1.02e-05,0.24,0.0643,-10.189,190586.0,rnb_brasil,1,0.7097433333333334,0.84131,0.7009472259810555,0.9999898,3.0,0.8301833333333334,0.702731,0.38,1.0
História de Verão,Forfun,94.003,0.93,0.542,0.651,0.000748,0.00022,0.175,0.0436,-3.537,178666.0,rnb_brasil,0,0.6066716666666667,0.8250299999999999,1.684782608695652,0.99978,1.0,0.94105,0.708503,0.0014960000000000528,1.0
Face Oculta,Trilha Sonora do Gueto,82.652,0.582,0.754,0.883,0.429,0.0,0.358,0.455,-7.91,309916.0,rnb_brasil,1,0.5893533333333333,0.8741000000000001,0.7617801047120418,1.0,0.0,0.8681666666666668,0.74021,0.858,0.0
Homens De Bem,Projota;Nando Reis,78.949,0.586,0.678,0.676,0.155,0.0,0.0839,0.0448,-6.526,250116.0,rnb_brasil,0,0.5463816666666667,0.80514,0.8517441860465115,1.0,0.0,0.8912333333333334,0.662714,0.31000000000000005,1.0
Ovelha,Edson Gomes,148.3,0.445,0.726,0.813,0.19,0.0,0.059,0.0419,-8.083,209560.0,rnb_brasil,0,0.6436666666666667,0.8443700000000001,0.6046195652173914,1.0,3.0,0.8652833333333334,0.670937,0.38,1.0
Zóio de Lula - Ao Vivo,Natiruts,176.046,0.845,0.376,0.732,0.319,0.0,0.4,0.147,-5.681,126946.0,rnb_brasil,0,0.63491,0.83599,2.1891191709844557,1.0,3.0,0.9053166666666667,0.633899,0.638,1.0
Fininho da vida - Ao vivo,O Rappa,94.41,0.903,0.614,0.653,0.265,0.000178,0.835,0.0515,-4.878,266636.0,rnb_brasil,0,0.63525,0.8124199999999999,1.4471153846153846,0.999822,1.0,0.9187,0.728342,0.53,1.0
Tudo É do Pai,Eliana Ribeiro,119.887,0.244,0.762,0.146,0.777,0.00151,0.0962,0.0421,-15.187,396777.0,rnb_brasil,0,0.5540116666666667,0.5065299999999999,0.3160621761658031,0.99849,1.0,0.7468833333333333,0.457853,0.44599999999999995,1.0
Colisão,Anderson Freire,138.041,0.666,0.56,0.686,0.448,0.0,0.232,0.0321,-6.523,228066.0,rnb_brasil,1,0.6098683333333333,0.8091700000000002,1.1684210526315788,1.0,2.0,0.8912833333333334,0.6419170000000001,0.896,1.0
Preciso Entender - Ao Vivo,Isadora Pompeo,139.813,0.401,0.634,0.321,0.0707,0.0,0.973,0.0273,-10.877,237333.0,rnb_brasil,0,0.5703216666666666,0.6196299999999999,0.6226708074534162,1.0,2.0,0.8187166666666666,0.500063,0.14139999999999997,1.0
O Segundo Sol,Nando Reis;DUDA BEAT,146.879,0.511,0.643,0.538,0.0625,0.00167,0.0845,0.0329,-9.949,262550.0,rnb_brasil,1,0.6195983333333334,0.7157100000000001,0.7825421133231241,0.99833,3.0,0.8341833333333334,0.5896710000000001,0.125,1.0
Somos Instantes,Gabriel Elias;Vitor Kley,78.026,0.647,0.527,0.573,0.312,0.0,0.119,0.038,-6.314,225877.0,rnb_brasil,0,0.4876433333333333,0.76606,1.2048417132216014,1.0,0.0,0.8947666666666667,0.596106,0.624,1.0
Gadareno,Deise do Vale,139.895,0.699,0.536,0.287,0.667,0.0,0.37,0.0557,-6.009,282640.0,rnb_brasil,1,0.6108583333333334,0.65471,1.2802197802197801,1.0,2.0,0.89985,0.5469710000000001,0.6659999999999999,1.0
O Que Eu Também Não Entendo - Acústico,Jota Quest,108.002,0.595,0.632,0.368,0.366,1.6e-06,0.107,0.0335,-9.555,255686.0,rnb_brasil,1,0.5745033333333334,0.65165,0.9267912772585669,0.9999984,1.0,0.84075,0.570065,0.732,1.0
Gita,Raul Seixas,111.175,0.691,0.494,0.722,0.0599,0.00633,0.0649,0.0368,-7.233,288933.0,rnb_brasil,1,0.5395916666666667,0.81647,1.3710317460317458,0.99367,1.0,0.8794500000000001,0.630947,0.11980000000000002,1.0
Eu quero ver gol - Acústico,O Rappa,148.429,0.739,0.718,0.906,0.0132,0.0,0.0796,0.0407,-7.585,224453.0,rnb_brasil,0,0.7280816666666667,0.88655,1.01510989010989,1.0,3.0,0.8735833333333333,0.7787550000000001,0.02639999999999998,1.0
Alice (Não Me Escreva Aquela Carta de Amor) / Conspiração Internacional - Ao Vivo,Leoni,80.557,0.484,0.567,0.843,0.805,0.0,0.881,0.0397,-8.201,201613.0,rnb_brasil,1,0.46296166666666666,0.8551899999999999,0.8388214904679376,1.0,0.0,0.8633166666666666,0.626119,0.3899999999999999,1.0
O carimbador maluco,Raul Seixas,148.118,0.846,0.673,0.772,0.199,0.0,0.408,0.145,-7.918,140666.0,rnb_brasil,1,0.7371633333333334,0.82962,1.2386530014641288,1.0,3.0,0.8680333333333333,0.760362,0.398,1.0
Me Chama (Deluxe Version),Lobão,105.076,0.776,0.43,0.491,0.137,0.00046,0.804,0.0412,-5.563,219788.0,rnb_brasil,0,0.5229266666666667,0.74077,1.7636363636363637,0.99954,1.0,0.9072833333333333,0.5770770000000001,0.274,1.0
Pintura íntima,Kid Abelha,135.518,0.672,0.617,0.931,0.0855,0.000125,0.052,0.0302,-7.817,265426.0,rnb_brasil,1,0.6359633333333333,0.8942300000000001,1.0717703349282297,0.999875,2.0,0.8697166666666667,0.7240230000000001,0.17100000000000004,1.0
O Chamado - Ao Vivo,Leandro Borges,178.798,0.372,0.464,0.488,0.744,0.0,0.764,0.121,-9.754,261440.0,rnb_brasil,0,0.5415966666666667,0.6976600000000001,0.7848101265822784,1.0,3.0,0.8374333333333334,0.46456600000000003,0.512,1.0
A Sombra Da Maldade (Ao Vivo),Cidade Negra,112.083,0.959,0.634,0.749,0.0803,5.37e-06,0.978,0.0832,-4.659,227413.0,rnb_brasil,0,0.691505,0.85301,1.4891304347826086,0.99999463,1.0,0.92235,0.7764009999999999,0.16059999999999997,1.0
O Verbo (Alfa e Ômega),Klebson Kollins,135.119,0.696,0.243,0.136,0.109,0.00135,0.0577,0.0451,-6.216,268444.0,rnb_brasil,1,0.45549833333333334,0.59224,2.75098814229249,0.99865,2.0,0.8964,0.392424,0.21799999999999997,1.0
Continuar,Oficina G3,175.915,0.716,0.35,0.201,0.131,0.0,0.147,0.0357,-4.95,267540.0,rnb_brasil,0,0.5829916666666666,0.6309,1.988888888888889,1.0,3.0,0.9175,0.45809,0.262,1.0
Ostras Feridas,Pr. Lucas,121.966,0.534,0.526,0.302,0.165,0.0,0.118,0.0295,-7.226,296936.0,rnb_brasil,1,0.5264766666666667,0.64854,0.996268656716418,1.0,2.0,0.8795666666666667,0.4958540000000001,0.33000000000000007,1.0
Puro êxtase,Barão Vermelho,114.445,0.874,0.754,0.682,0.144,6.15e-05,0.834,0.047,-5.847,248600.0,rnb_brasil,1,0.7299416666666667,0.81433,1.143979057591623,0.9999385,1.0,0.90255,0.7816330000000001,0.28800000000000003,1.0
Brilho Oculto,Mato Seco;Circuito Reggae,129.044,0.57,0.707,0.255,0.0802,0.0,0.796,0.0535,-6.099,545186.0,rnb_brasil,0,0.6395733333333333,0.64101,0.7949790794979079,1.0,2.0,0.89835,0.568901,0.1604,1.0
Casa do Rei,Gerson Rufino,141.702,0.698,0.62,0.468,0.611,0.0,0.128,0.0784,-6.358,267346.0,rnb_brasil,1,0.65557,0.72362,1.1079365079365078,1.0,3.0,0.8940333333333333,0.623362,0.778,1.0
Forma de Cuidado,Valesca Mayssa;Bruna Karla,126.246,0.589,0.493,0.322,0.327,0.0,0.076,0.0377,-5.857,244273.0,rnb_brasil,0,0.53361,0.67023,1.1709741550695825,1.0,2.0,0.9023833333333333,0.505323,0.654,1.0
Tributo a Yehovah - Acústico Ao Vivo,Adhemar De Campos;Pregador Luo;Fernandinho;Nelson Bomilcar;Rodrigo Campos;Rachel Novaes;Ronaldo Bezerra;Davi Sacer;Soraya Moraes;Luiz Arcanjo;Ana Paula Valadão;David Quinlan;Christie Tristão;Daniel Souza;Massao Suguihara;Nívea Soares;Orquestra Filarmônica de São Caetano do Sul,101.992,0.715,0.535,0.361,0.215,0.0,0.722,0.12,-10.259,435733.0,rnb_brasil,1,0.5519866666666666,0.64181,1.311926605504587,1.0,1.0,0.8290166666666666,0.5648810000000001,0.42999999999999994,1.0
Kryptônia,Zé Ramalho,133.726,0.521,0.675,0.183,0.227,4.08e-05,0.572,0.0329,-8.321,295706.0,rnb_brasil,0,0.6166766666666667,0.58999,0.7605839416058394,0.9999592,2.0,0.8613166666666667,0.521899,0.45399999999999996,1.0
Renova-me,Voz da Verdade,76.952,0.504,0.448,0.224,0.453,0.0,0.259,0.0257,-4.278,290786.0,rnb_brasil,1,0.40345333333333333,0.64682,1.1004366812227073,1.0,0.0,0.9287,0.43988200000000005,0.906,1.0
"Rock Das ""Aranha""",Raul Seixas,174.253,0.63,0.609,0.934,0.762,0.0,0.0495,0.175,-10.791,110093.0,rnb_brasil,1,0.6839216666666666,0.8656900000000001,1.0177705977382876,1.0,3.0,0.82015,0.705969,0.476,1.0
Enquanto Eu Te Espero,Gabriel Brito,129.962,0.652,0.551,0.142,0.283,0.00197,0.073,0.0264,-7.087,336173.0,rnb_brasil,0,0.5877033333333334,0.5859299999999998,1.1622103386809268,0.99803,2.0,0.8818833333333332,0.502993,0.566,1.0
Me Atraiu - Acústico,Gabriel Brito;Filipe Lancaster,139.847,0.214,0.587,0.217,0.773,0.0,0.11,0.0273,-10.045,202127.0,rnb_brasil,0,0.4907783333333333,0.58635,0.3584589614740369,1.0,2.0,0.8325833333333333,0.401035,0.45399999999999996,1.0
Enquanto Houver Sol,Titãs,115.265,0.596,0.665,0.207,0.149,4.84e-05,0.327,0.0267,-3.896,183093.0,rnb_brasil,1,0.6034083333333333,0.64384,0.8829629629629628,0.9999516,1.0,0.9350666666666666,0.550584,0.29800000000000004,1.0
Somebody That You Loved,Bruno Martini;New Hope Club,109.977,0.721,0.707,0.444,0.329,0.000309,0.0819,0.039,-7.0,215998.0,rnb_brasil,1,0.653095,0.7075999999999999,1.00557880055788,0.999691,1.0,0.8833333333333333,0.65866,0.658,1.0
De Longe,Haikaiss;Salazar,94.005,0.433,0.732,0.695,0.716,0.0,0.107,0.302,-8.723,190831.0,rnb_brasil,0,0.552575,0.79077,0.5835579514824798,1.0,1.0,0.8546166666666667,0.6407769999999999,0.5680000000000001,1.0
Aquário,Cacife Clandestino;Medellin;Lolla Sales;Predella,89.898,0.574,0.838,0.611,0.155,0.0,0.0881,0.44,-5.285,277370.0,rnb_brasil,1,0.64103,0.79155,0.6768867924528301,1.0,0.0,0.9119166666666667,0.7087549999999999,0.31000000000000005,0.0
Saudação A Yamanjà,Dudu Tucci,172.137,0.695,0.752,0.79,0.674,7.1e-06,0.39,0.158,-7.397,261413.0,rnb_brasil,1,0.771395,0.8420300000000001,0.9120734908136482,0.9999929,3.0,0.8767166666666667,0.751503,0.6519999999999999,1.0
Sete Trombetas,Lauriete,140.02,0.651,0.594,0.397,0.62,0.0,0.0782,0.0394,-5.484,331093.0,rnb_brasil,0,0.6256666666666666,0.70396,1.0778145695364238,1.0,3.0,0.9086,0.582696,0.76,1.0
Falando do Meu Bem,Black Alien,112.024,0.905,0.804,0.713,0.182,0.000887,0.407,0.0603,-4.719,244239.0,rnb_brasil,1,0.7602066666666667,0.83801,1.1117936117936118,0.999113,1.0,0.92135,0.819501,0.364,1.0
Corre Pro Meu Mar,Maneva;Gabriel Elias,91.997,0.399,0.576,0.405,0.584,1.26e-05,0.136,0.0354,-12.865,204800.0,rnb_brasil,1,0.46102833333333326,0.63335,0.6808873720136519,0.9999874,1.0,0.7855833333333333,0.49443499999999996,0.8320000000000001,1.0
bingo,Don L,132.015,0.676,0.868,0.739,0.404,3.59e-05,0.0813,0.107,-6.297,165454.0,rnb_brasil,1,0.7568250000000001,0.83263,0.7699316628701595,0.9999641,2.0,0.89505,0.7810630000000001,0.808,1.0
Deus Me Ama - Ao Vivo,Thalles Roberto;André Valadão,146.043,0.715,0.289,0.343,0.0483,0.0,0.812,0.0497,-6.686,540120.0,rnb_brasil,1,0.502405,0.6703399999999999,2.391304347826087,1.0,3.0,0.8885666666666666,0.465734,0.09660000000000002,1.0
Última Chance,Ministerio Ipiranga,112.047,0.214,0.261,0.0658,0.864,0.0,0.253,0.0313,-9.989,358608.0,rnb_brasil,1,0.281445,0.52643,0.7896678966789668,1.0,1.0,0.8335166666666666,0.234403,0.272,1.0
Os Outros - Ao Vivo,Leoni,119.466,0.394,0.418,0.447,0.85,0.0,0.917,0.0332,-8.341,209773.0,rnb_brasil,1,0.42630999999999997,0.69539,0.9205607476635514,1.0,1.0,0.8609833333333333,0.44433900000000004,0.30000000000000004,1.0
Eu Nunca Disse Adeus,Capital Inicial,145.971,0.686,0.299,0.366,0.0132,0.0,0.354,0.0417,-7.058,208786.0,rnb_brasil,1,0.498585,0.67582,2.220064724919094,1.0,3.0,0.8823666666666666,0.466182,0.02639999999999998,1.0
Deus De Perto,Gabriela Gomes;Rapha Gonçalves,139.684,0.599,0.357,0.215,0.108,0.0,0.103,0.0414,-6.351,389639.0,rnb_brasil,0,0.49100666666666665,0.62249,1.6321525885558583,1.0,2.0,0.89415,0.427749,0.21599999999999997,1.0
Vida Loka I - Live,Criolo;Emicida;Mano Brown,82.109,0.877,0.434,0.662,0.849,0.0,0.653,0.247,-5.945,271840.0,rnb_brasil,0,0.5169483333333333,0.80535,1.9752252252252251,1.0,0.0,0.9009166666666667,0.649635,0.30200000000000005,1.0
Como Vai Você,Nando Reis,137.98,0.462,0.548,0.29,0.248,0.0,0.113,0.0265,-9.872,227568.0,rnb_brasil,1,0.5425666666666666,0.6172799999999999,0.8279569892473118,1.0,2.0,0.8354666666666667,0.477528,0.496,1.0
A fórmula do amor,Kid Abelha,133.289,0.735,0.68,0.881,0.0597,0.214,0.119,0.0277,-7.939,300666.0,rnb_brasil,1,0.6826483333333333,0.8730100000000001,1.0652173913043477,0.786,2.0,0.8676833333333334,0.7560010000000001,0.11939999999999995,1.0
Louco pra Voltar,Marcelo Falcão;Filipe Ret,75.028,0.83,0.707,0.739,0.291,0.0,0.259,0.214,-4.98,234450.0,rnb_brasil,0,0.6275466666666666,0.8457999999999999,1.1576011157601116,1.0,0.0,0.9169999999999999,0.76418,0.582,1.0
Teu Reino - Acústico,Cristo Vivo,135.86,0.5,0.572,0.162,0.315,3.57e-06,0.574,0.029,-8.48,326794.0,rnb_brasil,0,0.5624333333333333,0.5799999999999998,0.859106529209622,0.99999643,2.0,0.8586666666666666,0.4692,0.63,1.0
Difusao Mental,Um Barril de Rap,155.757,0.296,0.778,0.481,0.438,0.0,0.0858,0.426,-14.516,186319.0,rnb_brasil,1,0.637395,0.64724,0.3756345177664974,1.0,3.0,0.7580666666666667,0.560924,0.876,0.0
Calma (Todo Dia Mal Passa),Lorhann,121.948,0.373,0.408,0.428,0.843,0.0,0.188,0.0355,-7.649,222625.0,rnb_brasil,0,0.4191466666666666,0.6947099999999999,0.8923444976076556,1.0,2.0,0.8725166666666666,0.430171,0.31400000000000006,1.0
Ando Meio Desligado,Pato Fu,143.129,0.661,0.618,0.614,0.0621,5.15e-06,0.363,0.0356,-8.097,208973.0,rnb_brasil,1,0.6458483333333334,0.76463,1.052547770700637,0.99999485,3.0,0.86505,0.644763,0.12419999999999998,1.0
Eu Sou Teu (Rooftops) - Ao Vivo,Gabriela Rocha,99.985,0.774,0.528,0.213,0.00297,2.03e-06,0.158,0.037,-5.87,414120.0,rnb_brasil,0,0.5628416666666667,0.6265000000000001,1.4386617100371746,0.99999797,1.0,0.9021666666666667,0.54865,0.005939999999999945,1.0
Fogo Abrasador,Comunidade Católica Shalom,91.939,0.501,0.474,0.119,0.486,0.0,0.114,0.0275,-7.426,307466.0,rnb_brasil,0,0.44053166666666665,0.57334,1.0351239669421488,1.0,1.0,0.8762333333333333,0.42103399999999996,0.972,1.0
Sossego,Tim Maia,116.362,0.925,0.572,0.68,0.0817,0.0229,0.631,0.0737,-5.049,237306.0,rnb_brasil,0,0.6574366666666667,0.8215100000000001,1.5893470790378008,0.9771,1.0,0.91585,0.724451,0.1634,1.0
Menino Mimado,Criolo,144.008,0.604,0.83,0.82,0.563,0.00108,0.221,0.0355,-5.25,227640.0,rnb_brasil,0,0.7362133333333333,0.8755,0.719047619047619,0.99892,3.0,0.9125,0.76475,0.8740000000000001,1.0
Vivão e Vivendo,Racionais MC's,172.997,0.886,0.495,0.864,0.591,0.0,0.615,0.474,-3.737,117666.0,rnb_brasil,1,0.7016283333333333,0.90823,1.7544554455445545,1.0,3.0,0.9377166666666666,0.727423,0.8180000000000001,0.0
Marasmo,Ventania,114.982,0.511,0.693,0.65,0.773,4.52e-06,0.0708,0.0567,-6.565,160640.0,rnb_brasil,0,0.5914366666666666,0.79435,0.7268847795163585,0.99999548,1.0,0.8905833333333334,0.639935,0.45399999999999996,1.0
Se Fosse por Mim,Murica,88.072,0.695,0.57,0.635,0.507,0.0,0.129,0.316,-8.238,212538.0,rnb_brasil,1,0.5402866666666666,0.77162,1.1982758620689655,1.0,0.0,0.8627,0.6406620000000001,0.986,1.0
O dia em que a terra parou,Raul Seixas,113.295,0.729,0.55,0.344,0.089,0.0,0.0462,0.148,-13.779,265306.0,rnb_brasil,1,0.5825250000000001,0.59981,1.301785714285714,1.0,1.0,0.7703500000000001,0.5674809999999999,0.17799999999999994,1.0
Vem Me Socorrer,Palavrantiga,105.98,0.574,0.552,0.486,0.387,0.0,0.178,0.0371,-8.179,334622.0,rnb_brasil,1,0.5248333333333334,0.71261,1.0213523131672595,1.0,1.0,0.8636833333333332,0.561461,0.774,1.0
Além do Que Se Vê,Los Hermanos,138.111,0.498,0.718,0.767,0.286,0.000326,0.157,0.031,-7.171,230746.0,rnb_brasil,1,0.638585,0.8350900000000001,0.6840659340659341,0.999674,2.0,0.8804833333333334,0.673509,0.572,1.0
Não Posso Desistir,Cassiane,128.942,0.541,0.601,0.348,0.319,0.0,0.173,0.0422,-7.023,216918.0,rnb_brasil,0,0.5777033333333333,0.66897,0.8854337152209494,1.0,2.0,0.88295,0.539197,0.638,1.0
Abraça-Me - Ao Vivo,André Valadão,78.0,0.594,0.514,0.306,0.063,0.0,0.239,0.0272,-6.022,311066.0,rnb_brasil,0,0.46520000000000006,0.66218,1.1335877862595418,1.0,0.0,0.8996333333333334,0.5112180000000001,0.126,1.0
Meu Respirar - Ao Vivo,Ministério Vineyard;Nívea Soares,119.512,0.416,0.299,0.131,0.662,0.0,0.707,0.0318,-9.065,355160.0,rnb_brasil,0,0.37348666666666663,0.56175,1.3462783171521036,1.0,1.0,0.8489166666666667,0.32677500000000004,0.6759999999999999,1.0
