track_name,artist,bpm,energy,danceability,valence,acousticness,instrumentalness,liveness,speechiness,loudness,duration_ms,genre,is_hit,Unnamed: 0,id,artist_names,name,genres,key,mode,tempo,time_signature,artists_ids,groove_factor,commercial_appeal,energy_dance_ratio,vocal_presence,bpm_category,loudness_normalized,hit_potential_score,acoustic_electric_balance,is_music
O TEMPO É SUA MORADA :: celebrar,"Francisco, el Hombre",102.031,0.309,0.562,0.458,0.569,2.71e-05,0.101,0.0252,-7.816,229933.0,mpb,1.0,,,,,,,,,,,0.4437516666666667,0.70504,0.5402097902097901,0.9999729,1.0,0.8697333333333332,0.47960400000000003,0.8620000000000001,1.0
Doce amizade,Jorge Aragão,162.034,0.621,0.663,0.973,0.786,0.0516,0.214,0.0347,-10.973,213426.0,mpb,0.0,,,,,,,,,,,0.6878566666666667,0.87947,0.9227340267459138,0.9484,3.0,0.8171166666666667,0.734047,0.42799999999999994,1.0
Rosa Flor - Acústica,Big Up;Maneva,109.098,0.287,0.421,0.523,0.831,0.0,0.112,0.034,-12.727,199134.0,mpb,0.0,,,,,,,,,,,0.37843,0.6819299999999999,0.6658932714617168,1.0,1.0,0.7878833333333333,0.42729300000000003,0.3380000000000001,1.0
O Amor Já Se Mudou Pra Cá,MAR ABERTO;Vitor Kley,179.722,0.603,0.548,0.746,0.142,0.0,0.0658,0.215,-6.986,172226.0,mpb,1.0,,,,,,,,,,,0.6544366666666667,0.82854,1.0806451612903225,1.0,3.0,0.8835666666666667,0.632154,0.28400000000000003,1.0
"Maria, Maria",Ellen Oléria,135.415,0.745,0.585,0.349,0.384,0.0,0.0661,0.114,-6.243,128600.0,mpb,1.0,,,,,,,,,,,0.6416916666666667,0.6771699999999998,1.2521008403361344,1.0,2.0,0.8959499999999999,0.595017,0.768,1.0
Oito anos,Paula Toller,119.982,0.421,0.826,0.601,0.0373,0.157,0.0936,0.0574,-9.921,228133.0,mpb,0.0,,,,,,,,,,,0.63927,0.74119,0.5035885167464115,0.843,1.0,0.83465,0.651019,0.0746,1.0
Ela Disse Adeus,Os Paralamas Do Sucesso,124.133,0.6,0.81,0.951,0.171,1.23e-05,0.255,0.0399,-10.664,224760.0,mpb,1.0,,,,,,,,,,,0.6918883333333333,0.8737599999999999,0.7317073170731706,0.9999877,2.0,0.8222666666666666,0.781576,0.3420000000000001,1.0
Paula e Bebeto,Gal Costa;Criolo,140.015,0.563,0.706,0.806,0.0117,0.000115,0.126,0.0382,-9.806,191418.0,mpb,0.0,,,,,,,,,,,0.6552583333333333,0.82434,0.7863128491620112,0.999885,3.0,0.8365666666666667,0.6949339999999999,0.023399999999999976,1.0
Sentimental - Ao Vivo,Los Hermanos,124.484,0.419,0.305,0.148,0.503,0.265,0.843,0.0337,-12.467,327822.0,mpb,0.0,,,,,,,,,,,0.3856733333333333,0.53453,1.33015873015873,0.735,2.0,0.7922166666666667,0.33075299999999996,0.994,1.0
Carta de Amor (Ao Vivo),Maria Bethânia,100.848,0.621,0.616,0.466,0.562,0.0,0.509,0.347,-6.17,338906.0,mpb,0.0,,,,,,,,,,,0.56238,0.7247,0.9920127795527156,1.0,1.0,0.8971666666666667,0.5983700000000001,0.8759999999999999,0.0
Gostava Tanto De Você - Ao Vivo Em São Paulo / 2010,Nando Reis,109.757,0.44,0.601,0.669,0.42,0.0006,0.707,0.0293,-9.736,248080.0,mpb,1.0,,,,,,,,,,,0.5154283333333334,0.7702399999999998,0.7201309328968903,0.9994,1.0,0.8377333333333332,0.583224,0.84,1.0
Digitais - Ao Vivo,Isabella Taviani;Moska,89.274,0.559,0.335,0.297,0.569,0.0,0.873,0.0563,-8.707,261226.0,mpb,0.0,,,,,,,,,,,0.38399000000000005,0.63173,1.6202898550724638,1.0,0.0,0.8548833333333333,0.424273,0.8620000000000001,1.0
Encontro Das Águas - Ao Vivo No Rio De Janeiro / 2006,Jorge Vercillo,81.63,0.317,0.368,0.0955,0.73,3.91e-06,0.806,0.0306,-12.188,212093.0,mpb,0.0,,,,,,,,,,,0.31515,0.5163199999999999,0.8386243386243386,0.99999609,0.0,0.7968666666666666,0.31303200000000003,0.54,1.0
Pretty Baby - Acústico,Jota Quest,102.912,0.687,0.61,0.555,0.439,1.46e-06,0.815,0.0353,-9.138,255451.0,mpb,1.0,,,,,,,,,,,0.58262,0.73062,1.1080645161290323,0.99999854,1.0,0.8477,0.634162,0.878,1.0
Amor Sem Barreira,Rachel Reis,89.98,0.694,0.722,0.778,0.638,0.773,0.133,0.0622,-7.904,161782.0,mpb,1.0,,,,,,,,,,,0.6191666666666666,0.83216,0.948087431693989,0.22699999999999998,0.0,0.8682666666666667,0.735816,0.724,1.0
Janeiro,Georgia Castro,136.019,0.418,0.607,0.405,0.518,2.2e-05,0.126,0.0274,-9.501,234305.0,mpb,1.0,,,,,,,,,,,0.5555983333333333,0.66699,0.6774716369529984,0.999978,2.0,0.84165,0.515899,0.964,1.0
Comentário a respeito de John,Belchior,145.271,0.638,0.462,0.482,0.248,1.26e-06,0.0697,0.0271,-5.653,306021.0,mpb,0.0,,,,,,,,,,,0.5645183333333333,0.73627,1.3516949152542372,0.99999874,3.0,0.9057833333333334,0.546227,0.496,1.0
Homem primata,Titãs,81.421,0.731,0.636,0.933,0.00946,6.34e-06,0.0226,0.0314,-12.535,210306.0,mpb,1.0,,,,,,,,,,,0.5730016666666666,0.84785,1.131578947368421,0.99999366,0.0,0.7910833333333334,0.745085,0.018920000000000048,1.0
Enredo do meu samba,Sandra De Sá,151.377,0.634,0.548,0.736,0.074,0.000241,0.353,0.112,-11.195,248173.0,mpb,1.0,,,,,,,,,,,0.6164950000000001,0.78245,1.136200716845878,0.999759,3.0,0.8134166666666667,0.634845,0.14800000000000002,1.0
"Menina, Amanhã de Manhã",Mônica Salmaso,101.408,0.24,0.378,0.533,0.876,6.34e-05,0.114,0.0652,-17.685,329680.0,mpb,0.0,,,,,,,,,,,0.3300133333333334,0.63635,0.6185567010309277,0.9999366,1.0,0.7052499999999999,0.39343500000000003,0.248,1.0
Toda Menina Baiana - Live,Caetano Veloso;Gilberto Gil;Ivete Sangalo,120.048,0.888,0.701,0.808,0.458,0.0,0.684,0.116,-4.798,202706.0,mpb,1.0,,,,,,,,,,,0.7169800000000001,0.87522,1.248945147679325,1.0,2.0,0.9200333333333333,0.7959219999999999,0.916,1.0
Sereníssima - Ao Vivo Em São Paulo / 1999,Legião Urbana,80.663,0.55,0.462,0.632,0.747,0.0,0.183,0.125,-8.477,297600.0,mpb,1.0,,,,,,,,,,,0.43043833333333337,0.76803,1.1652542372881356,1.0,0.0,0.8587166666666666,0.553003,0.506,1.0
Muito Estranho: Turnê Voz e Violão (Ao Vivo no Rio de Janeiro),Nando Reis,94.301,0.278,0.521,0.191,0.808,4.36e-05,0.693,0.0403,-8.787,326675.0,mpb,0.0,,,,,,,,,,,0.4010683333333333,0.58853,0.5235404896421846,0.9999564,1.0,0.85355,0.38885300000000006,0.3839999999999999,1.0
Espelhos d'água - Ao vivo,Jorge Aragão;Emílio Santiago,131.409,0.533,0.499,0.591,0.505,0.00781,0.956,0.0358,-11.565,283000.0,mpb,0.0,,,,,,,,,,,0.528415,0.72075,1.0471512770137525,0.99219,2.0,0.80725,0.549775,0.99,1.0
Eu Quero Ser Feliz Agora,Oswaldo Montenegro,140.055,0.325,0.62,0.236,0.598,9.01e-06,0.109,0.0349,-10.04,227096.0,mpb,0.0,,,,,,,,,,,0.540925,0.594,0.5158730158730159,0.99999099,3.0,0.8326666666666667,0.45210000000000006,0.804,1.0
Flor Da Pele / Vapor Barato,Zeca Baleiro,133.07,0.286,0.593,0.303,0.756,4.16e-05,0.113,0.0351,-16.069,200906.0,mpb,1.0,,,,,,,,,,,0.5040833333333333,0.56051,0.4742951907131011,0.9999584,2.0,0.7321833333333333,0.43965099999999996,0.488,1.0
Venha Me Ver,Almir Sater;Renato Teixeira,81.989,0.465,0.511,0.243,0.795,2.06e-05,0.0963,0.0242,-8.736,272540.0,mpb,1.0,,,,,,,,,,,0.43164833333333336,0.6098399999999999,0.8925143953934741,0.9999794,0.0,0.8543999999999999,0.45348400000000005,0.4099999999999999,1.0
Noturno (Coração Alado),Fagner;JB FM,106.215,0.35,0.471,0.251,0.479,5.21e-05,0.688,0.0289,-8.356,276480.0,mpb,1.0,,,,,,,,,,,0.417525,0.61684,0.7276507276507276,0.9999479,1.0,0.8607333333333334,0.40528400000000003,0.958,1.0
O Meu Guri,Chico Buarque,135.657,0.482,0.678,0.862,0.726,0.0125,0.218,0.0331,-13.419,238373.0,mpb,1.0,,,,,,,,,,,0.6096950000000001,0.81061,0.7005813953488371,0.9875,2.0,0.7763500000000001,0.6692610000000001,0.548,1.0
O Trem das 7 (Ao Vivo),Zé Ramalho,124.004,0.451,0.393,0.411,0.736,0.0,0.884,0.0322,-9.946,190146.0,mpb,0.0,,,,,,,,,,,0.4384733333333333,0.66494,1.119106699751861,1.0,2.0,0.8342333333333334,0.441194,0.528,1.0
Oração de São Francisco de Assis,Fagner,98.051,0.387,0.613,0.424,0.587,0.0,0.252,0.0255,-11.39,184440.0,mpb,0.0,,,,,,,,,,,0.48601833333333333,0.6557,0.6211878009630819,1.0,1.0,0.8101666666666667,0.51167,0.8260000000000001,1.0
O Sopro do Fole,Maria Bethânia,93.672,0.0856,0.524,0.316,0.739,0.0,0.0919,0.0999,-17.766,169371.0,mpb,0.0,,,,,,,,,,,0.3438,0.54874,0.16029962546816479,1.0,1.0,0.7039000000000001,0.35335400000000006,0.522,1.0
Romance no Deserto (Romance in Durango),Fagner,201.931,0.468,0.353,0.638,0.279,0.0,0.113,0.0382,-15.632,288386.0,mpb,0.0,,,,,,,,,,,0.5168999999999999,0.6988800000000001,1.2892561983471076,1.0,,0.7394666666666667,0.479088,0.558,1.0
Revelação,Fagner,135.237,0.663,0.33,0.304,0.585,2.45e-06,0.223,0.0314,-6.083,257600.0,mpb,1.0,,,,,,,,,,,0.48929500000000004,0.6607700000000001,1.95,0.99999755,2.0,0.8986166666666667,0.457777,0.8300000000000001,1.0
Vesúvio,Djavan,144.005,0.53,0.759,0.522,0.546,9.44e-06,0.131,0.0708,-11.286,218760.0,mpb,0.0,,,,,,,,,,,0.6785083333333333,0.69594,0.6892067620286086,0.99999056,3.0,0.8119,0.6365940000000001,0.9079999999999999,1.0
Corpo Fechado,Johnny Hooker;Gaby Amarantos,106.876,0.775,0.714,0.45,0.17,0.0,0.101,0.118,-4.674,184095.0,mpb,1.0,,,,,,,,,,,0.6676266666666666,0.73326,1.0704419889502763,1.0,1.0,0.9221,0.681426,0.3400000000000001,1.0
Escassez,IVYSON,123.946,0.357,0.7,0.129,0.536,0.0,0.0699,0.142,-14.866,190766.0,mpb,0.0,,,,,,,,,,,0.5636766666666666,0.5029399999999999,0.5028169014084507,1.0,2.0,0.7522333333333333,0.46319399999999994,0.9279999999999999,1.0
Amar é Tudo (Ao Vivo),Djavan,181.119,0.269,0.336,0.232,0.866,0.0,0.967,0.0518,-11.663,212666.0,mpb,0.0,,,,,,,,,,,0.44870000000000004,0.5761700000000001,0.7774566473988439,1.0,3.0,0.8056166666666668,0.31911700000000004,0.268,1.0
Água de chuva no mar - Ao vivo,Beth Carvalho;Hamilton De Holanda,120.912,0.72,0.464,0.616,0.184,0.0,0.855,0.0627,-9.497,221053.0,mpb,1.0,,,,,,,,,,,0.54952,0.75143,1.5189873417721518,1.0,2.0,0.8417166666666667,0.5999430000000001,0.368,1.0
Goteira,Luedji Luna,99.725,0.664,0.655,0.739,0.0506,0.435,0.104,0.0403,-10.92,319506.0,mpb,0.0,,,,,,,,,,,0.5929083333333334,0.7864,0.9984962406015038,0.565,1.0,0.818,0.6876400000000001,0.10119999999999996,1.0
93,Terno Rei,126.005,0.487,0.726,0.626,0.132,3.68e-05,0.114,0.0273,-8.377,156000.0,mpb,1.0,,,,,,,,,,,0.6191083333333334,0.7666299999999999,0.6616847826086957,0.9999632,2.0,0.8603833333333333,0.638363,0.264,1.0
Desculpe O Auê,Rita Lee;Roberto De Carvalho,115.058,0.436,0.665,0.34,0.174,0.000471,0.304,0.0301,-14.54,175400.0,mpb,1.0,,,,,,,,,,,0.5550633333333334,0.5906,0.6459259259259259,0.999529,1.0,0.7576666666666667,0.52386,0.348,1.0
Prata Amor,Luísa e os Alquimistas;Rafa Pinta;MangoLab,129.956,0.539,0.93,0.717,0.435,0.0,0.197,0.119,-5.578,158569.0,mpb,1.0,,,,,,,,,,,0.7432933333333334,0.8310199999999999,0.573404255319149,1.0,2.0,0.9070333333333332,0.760202,0.87,1.0
Garotos II - O Outro Lado,Leoni,107.99,0.338,0.809,0.77,0.747,4.52e-05,0.11,0.0291,-13.846,236786.0,mpb,0.0,,,,,,,,,,,0.5858833333333333,0.76954,0.4126984126984127,0.9999548,1.0,0.7692333333333333,0.655954,0.506,1.0
Não Temos Tempo,Nossa Toca;Giba Moojen;Fabinho K;Allan Furtado;Vitor Kley;Pedro Schin;Victor Pradella;Hana Pickler,114.958,0.862,0.691,0.355,0.439,0.0,0.437,0.0402,-3.757,264336.0,mpb,0.0,,,,,,,,,,,0.6956966666666666,0.70443,1.2296718972895864,1.0,1.0,0.9373833333333333,0.6764429999999999,0.878,1.0
Sandra,Gilberto Gil,169.853,0.802,0.481,0.936,0.508,0.00831,0.0988,0.0589,-8.883,287546.0,mpb,1.0,,,,,,,,,,,0.6641883333333334,0.8855700000000001,1.6334012219959269,0.99169,3.0,0.8519500000000001,0.7087570000000001,0.984,1.0
Telefone,Tim Maia,174.663,0.439,0.495,0.546,0.201,0.0,0.0707,0.0283,-11.327,249800.0,mpb,1.0,,,,,,,,,,,0.5703050000000001,0.70513,0.8693069306930693,1.0,3.0,0.8112166666666667,0.509413,0.402,1.0
Convite,Tritom;Buddy,75.12,0.588,0.703,0.768,0.199,0.0,0.13,0.126,-7.765,203200.0,mpb,1.0,,,,,,,,,,,0.5530999999999999,0.82955,0.8246844319775596,1.0,0.0,0.8705833333333334,0.694155,0.398,1.0
Corre Corre - Ao Vivo,Los Hermanos,131.947,0.788,0.533,0.742,0.0121,0.21,0.785,0.0366,-9.431,196304.0,mpb,0.0,,,,,,,,,,,0.6228116666666667,0.8024899999999999,1.4511970534069982,0.79,2.0,0.8428166666666667,0.678249,0.0242,1.0
Garota Ligeira,Luísa e os Alquimistas;Luê,177.971,0.779,0.707,0.574,0.135,0.0038,0.0984,0.0662,-6.687,178304.0,mpb,1.0,,,,,,,,,,,0.7838183333333333,0.76273,1.086471408647141,0.9962,3.0,0.8885500000000001,0.707573,0.27,1.0
Ave Maria - Ao vivo,Jorge Aragão,105.904,0.839,0.543,0.517,0.0436,0.942,0.978,0.0504,-9.509,398093.0,mpb,0.0,,,,,,,,,,,0.5997066666666666,0.71171,1.5171790235081373,0.05800000000000005,1.0,0.8415166666666667,0.643471,0.08719999999999994,1.0
O Que É Que Há,Gal Costa,84.318,0.177,0.343,0.251,0.943,0.0,0.0887,0.0342,-10.235,225713.0,mpb,1.0,,,,,,,,,,,0.26513000000000003,0.59805,0.5014164305949008,1.0,0.0,0.8294166666666667,0.30030500000000004,0.1140000000000001,1.0
Fera Ferida - Versão Remasterizada,Roberto Carlos,102.985,0.286,0.733,0.589,0.344,0.00077,0.106,0.0283,-16.967,305600.0,mpb,0.0,,,,,,,,,,,0.5239416666666666,0.66593,0.3849259757738896,0.99923,1.0,0.7172166666666667,0.563393,0.688,1.0
A festa,Maria Rita,136.093,0.606,0.673,0.653,0.224,1.77e-05,0.0648,0.0403,-9.571,269066.0,mpb,0.0,,,,,,,,,,,0.6451216666666666,0.76549,0.8872620790629574,0.9999823,2.0,0.8404833333333334,0.6581490000000001,0.44799999999999995,1.0
Condicional,Los Hermanos,129.045,0.883,0.579,0.822,0.00598,0.0318,0.163,0.0567,-5.919,208186.0,mpb,0.0,,,,,,,,,,,0.669475,0.86961,1.499151103565365,0.9682,2.0,0.9013500000000001,0.7478609999999999,0.01195999999999997,1.0
Adivinha o quê,Lulu Santos,118.839,0.442,0.84,0.968,0.403,5.28e-05,0.057,0.0638,-13.497,300933.0,mpb,0.0,,,,,,,,,,,0.650665,0.85223,0.52,0.9999472,1.0,0.77505,0.7474230000000001,0.806,1.0
Uma Canção é Pra Isso,Skank,129.964,0.706,0.606,0.687,0.00323,2.18e-05,0.0739,0.0288,-5.601,233506.0,mpb,1.0,,,,,,,,,,,0.6314066666666666,0.81879,1.146103896103896,0.9999782,2.0,0.9066500000000001,0.673479,0.006460000000000021,1.0
À noite sonhei contigo,Paula Toller,92.11,0.541,0.452,0.748,0.585,0.000742,0.422,0.0341,-10.029,232080.0,mpb,0.0,,,,,,,,,,,0.44181666666666664,0.79891,1.170995670995671,0.999258,1.0,0.8328500000000001,0.5725910000000001,0.8300000000000001,1.0
O Descobridor dos Sete Mares,Tim Maia,137.261,0.91,0.537,0.774,0.0321,0.000478,0.951,0.176,-4.783,296866.0,mpb,1.0,,,,,,,,,,,0.6702683333333335,0.8617699999999999,1.6636197440585008,0.999522,2.0,0.9202833333333333,0.728777,0.06420000000000003,1.0
Se A Fila Andar - Ao Vivo,Diogo Nogueira,104.079,0.746,0.626,0.759,0.698,0.0,0.687,0.0402,-7.475,231026.0,mpb,0.0,,,,,,,,,,,0.610265,0.8288500000000001,1.1729559748427674,1.0,1.0,0.8754166666666666,0.708885,0.6040000000000001,1.0
Não Venha Pela Metade,Rachel Reis,90.037,0.77,0.741,0.944,0.731,0.528,0.246,0.0519,-5.6,172031.0,mpb,1.0,,,,,,,,,,,0.6515616666666666,0.9216,1.0252996005326231,0.472,1.0,0.9066666666666666,0.80836,0.538,1.0
Numa Sala de Reboco - Ao Vivo,Dominguinhos,178.227,0.84,0.563,0.956,0.362,0.0,0.213,0.103,-6.968,83764.0,mpb,1.0,,,,,,,,,,,0.730545,0.91272,1.4659685863874345,1.0,3.0,0.8838666666666666,0.759672,0.724,1.0
Bota Pagodão Ponto Net,Rachel Reis,125.032,0.724,0.765,0.783,0.0805,0.323,0.0819,0.0368,-7.143,201600.0,mpb,1.0,,,,,,,,,,,0.7080866666666666,0.84177,0.9341935483870967,0.677,2.0,0.88095,0.7639769999999999,0.16100000000000003,1.0
Te Amo Pra Sempre - Ao Vivo,Kid Abelha,138.113,7.06e-05,0.444,0.288,0.288,0.000131,0.376,0.383,-7.41,468560.0,mpb,1.0,,,,,,,,,,,0.35220951333333333,0.6411,0.0001555066079295154,0.999869,2.0,0.8765000000000001,0.29933118000000003,0.576,0.0
Eu Não Sei Na Verdade Quem Eu Sou (Ao Vivo),O Teatro Mágico,124.953,0.446,0.438,0.121,0.606,0.0142,0.909,0.0337,-10.694,371626.0,mpb,0.0,,,,,,,,,,,0.461055,0.5414599999999999,0.9955357142857143,0.9858,2.0,0.8217666666666666,0.3873460000000001,0.788,1.0
eu contra a noite - Ao Vivo,Kid Abelha,141.016,0.744,0.56,0.606,0.411,8.3e-05,0.74,0.0263,-6.315,207400.0,mpb,1.0,,,,,,,,,,,0.6382266666666666,0.77925,1.3052631578947367,0.999917,3.0,0.89475,0.646325,0.822,1.0
"Seu Jeito, Meu Jeito",Roupa Nova;Daniel,119.939,0.642,0.653,0.624,0.374,2.26e-06,0.0951,0.0291,-8.479,192995.0,mpb,0.0,,,,,,,,,,,0.6189983333333333,0.76481,0.9683257918552036,0.99999774,1.0,0.8586833333333334,0.655081,0.748,1.0
Forever Young,Emmerson Nogueira,155.796,0.444,0.664,0.619,0.81,0.0,0.155,0.0362,-8.741,175333.0,mpb,0.0,,,,,,,,,,,0.62486,0.76019,0.658753709198813,1.0,3.0,0.8543166666666667,0.598619,0.3799999999999999,1.0
A Menina Dança - Ao Vivo,Marisa Monte,104.78,0.941,0.594,0.301,0.451,1.34e-05,0.958,0.0597,-6.932,129333.0,mpb,0.0,,,,,,,,,,,0.6539333333333333,0.6510799999999999,1.5579470198675496,0.9999866,1.0,0.8844666666666666,0.645208,0.902,1.0
Dentro de um Abraço - Acústico,Jota Quest,95.999,0.618,0.689,0.491,0.594,1.46e-05,0.699,0.036,-10.241,322422.0,mpb,1.0,,,,,,,,,,,0.5898983333333332,0.69399,0.8841201716738198,0.9999854,1.0,0.8293166666666667,0.6285989999999999,0.812,1.0
Pelas Ruas Que Andei - Ao Vivo,Alceu Valença,114.699,0.555,0.418,0.471,0.792,1.01e-05,0.992,0.0541,-8.932,240360.0,mpb,0.0,,,,,,,,,,,0.466665,0.6990799999999999,1.296728971962617,0.9999899,1.0,0.8511333333333333,0.49780800000000003,0.4159999999999999,1.0
Quase sem querer,Zélia Duncan,107.925,0.197,0.541,0.668,0.633,1.95e-05,0.174,0.0366,-11.554,257720.0,mpb,0.0,,,,,,,,,,,0.40947500000000003,0.75166,0.35753176043557167,0.9999805,1.0,0.8074333333333333,0.48426600000000003,0.734,1.0
Paratodos,Chico Buarque,90.624,0.395,0.523,0.393,0.608,0.0,0.0612,0.0378,-12.76,172333.0,mpb,0.0,,,,,,,,,,,0.43104,0.6295999999999999,0.7410881801125704,1.0,1.0,0.7873333333333333,0.46926,0.784,1.0
Ritmo da Chuva (Rhythm Of The Rain) - Ao Vivo,Fernanda Takai,109.378,0.656,0.62,0.855,0.305,0.0,0.494,0.0379,-10.184,204000.0,mpb,0.0,,,,,,,,,,,0.5890966666666667,0.84016,1.0412698412698413,1.0,1.0,0.8302666666666667,0.699816,0.61,1.0
As Sete Vampiras - Remasterizado 2013,Leo Jaime,184.072,0.902,0.483,0.711,0.207,0.0,0.765,0.0719,-5.027,234360.0,mpb,0.0,,,,,,,,,,,0.7121,0.8341299999999999,1.8296146044624748,1.0,3.0,0.9162166666666667,0.6894129999999999,0.4139999999999999,1.0
Mama África / Brilho de Beleza / Pra Não Dizer Que Não Falei das Flores - Ao Vivo | Bônus Track,Chico César;Lazzo Matumbi;Seu Pereira;Luizinho Calixto;Escurinho;Michi Ruzitschika,82.394,0.729,0.515,0.742,0.0639,2.5e-06,0.956,0.1,-10.917,570563.0,mpb,1.0,,,,,,,,,,,0.5135233333333333,0.7876299999999999,1.3885714285714286,0.9999975,0.0,0.8180499999999999,0.651863,0.12780000000000002,1.0
Oração Ao Tempo - Ao Vivo,Maria Bethânia,75.696,0.334,0.374,0.333,0.78,0.0,0.675,0.105,-10.399,186083.0,mpb,0.0,,,,,,,,,,,0.31336,0.6292099999999999,0.8697916666666667,1.0,0.0,0.8266833333333333,0.379321,0.43999999999999995,1.0
Admirável Gado Novo (Ao Vivo),Zé Ramalho,87.281,0.84,0.459,0.536,0.0536,1.72e-05,0.863,0.0402,-7.695,356213.0,mpb,0.0,,,,,,,,,,,0.5269683333333334,0.73745,1.7910447761194028,0.9999828,0.0,0.87175,0.6165449999999999,0.10719999999999996,1.0
Mosca Na Sopa,Raul Seixas,90.314,0.759,0.598,0.891,0.328,3.43e-05,0.179,0.0843,-10.237,239186.0,mpb,1.0,,,,,,,,,,,0.5772233333333333,0.85403,1.2483552631578947,0.9999657,1.0,0.8293833333333333,0.730503,0.656,1.0
Herdeiro Da Pampa Pobre,Engenheiros Do Hawaii,127.165,0.788,0.455,0.71,0.0641,0.0,0.0499,0.0832,-6.855,243226.0,mpb,1.0,,,,,,,,,,,0.5758416666666667,0.81545,1.6946236559139785,1.0,2.0,0.8857499999999999,0.641945,0.12819999999999998,1.0
Eu Também Vou Reclamar,Raul Seixas,90.039,0.854,0.616,0.827,0.456,0.0,0.384,0.169,-9.823,201226.0,mpb,1.0,,,,,,,,,,,0.6142650000000001,0.83257,1.3642172523961662,1.0,1.0,0.8362833333333334,0.751257,0.912,1.0
Bicho de Sete Cabeças - Ao Vivo,Geraldo Azevedo;Elba Ramalho,104.297,0.354,0.482,0.379,0.739,0.0,0.913,0.0345,-10.005,201413.0,mpb,0.0,,,,,,,,,,,0.4210283333333333,0.65155,0.7195121951219512,1.0,1.0,0.8332499999999999,0.43995500000000004,0.522,1.0
FESTA DE ADEUS,Julio Secchin,139.969,0.382,0.652,0.507,0.758,0.002,0.117,0.0572,-8.601,169108.0,mpb,0.0,,,,,,,,,,,0.5738816666666666,0.7167899999999999,0.5770392749244713,0.998,2.0,0.85665,0.5484789999999999,0.484,1.0
Carolina (Ao Vivo),Seu Jorge,93.0,0.88,0.641,0.423,0.151,0.000761,0.611,0.0604,-6.401,358733.0,mpb,0.0,,,,,,,,,,,0.6395000000000001,0.7051900000000001,1.3517665130568357,0.999239,1.0,0.8933166666666668,0.675519,0.30200000000000005,1.0
Deixa,Lagum,175.954,0.595,0.652,0.504,0.52,2.22e-06,0.378,0.0451,-8.395,212318.0,mpb,0.0,,,,,,,,,,,0.6977566666666666,0.71765,0.8987915407854984,0.99999778,3.0,0.8600833333333334,0.611865,0.96,1.0
Meu Bem Querer,Djavan,76.563,0.264,0.234,0.117,0.932,1.36e-05,0.205,0.0292,-13.495,204440.0,mpb,0.0,,,,,,,,,,,0.22380500000000003,0.5118499999999999,1.081967213114754,0.9999864,0.0,0.7750833333333333,0.24738500000000002,0.1359999999999999,1.0
Crua,Otto,130.085,0.536,0.602,0.463,0.0266,0.0,0.366,0.0293,-7.491,210706.0,mpb,0.0,,,,,,,,,,,0.5786083333333334,0.71029,0.8758169934640524,1.0,2.0,0.87515,0.565229,0.053200000000000025,1.0
Atrás da Cortina,Gabriel Gonti,182.103,0.61,0.544,0.817,0.177,0.0038,0.247,0.0372,-9.201,196594.0,mpb,0.0,,,,,,,,,,,0.655,0.8347899999999999,1.1010830324909746,0.9962,3.0,0.84665,0.647479,0.354,1.0
"Ou Você Me Come, ou Você Cai Fora",Julio Secchin;Rebeca,132.935,0.646,0.817,0.577,0.159,0.0,0.0866,0.129,-4.886,162879.0,mpb,0.0,,,,,,,,,,,0.7238583333333333,0.78194,0.781136638452237,1.0,2.0,0.9185666666666666,0.7141939999999999,0.31800000000000006,1.0
Convite,Lamparina,117.952,0.621,0.47,0.618,0.59,0.0,0.127,0.062,-7.369,213384.0,mpb,0.0,,,,,,,,,,,0.5178866666666667,0.7735099999999999,1.29375,1.0,1.0,0.8771833333333333,0.575251,0.8200000000000001,1.0
Certas coisas,Lulu Santos,180.445,0.374,0.454,0.254,0.406,0.0133,0.332,0.0275,-14.343,252733.0,mpb,0.0,,,,,,,,,,,0.5392,0.5581699999999999,0.8060344827586207,0.9867,3.0,0.7609499999999999,0.400417,0.812,1.0
Canções De Rei,Max Viana,105.944,0.223,0.572,0.377,0.916,2.85e-05,0.103,0.0277,-11.88,313000.0,mpb,0.0,,,,,,,,,,,0.4294733333333333,0.632,0.38316151202749144,0.9999715,1.0,0.8019999999999999,0.4343,0.16799999999999993,1.0
Congênito,Luiz Melodia,82.392,0.531,0.683,0.805,0.592,6.15e-06,0.0589,0.116,-11.606,212600.0,mpb,1.0,,,,,,,,,,,0.53812,0.8059400000000001,0.7662337662337662,0.99999385,0.0,0.8065666666666667,0.6740940000000002,0.8160000000000001,1.0
Interestelar,MULAMBA,127.573,0.224,0.487,0.39,0.428,0.0,0.559,0.0524,-12.393,281473.0,mpb,0.0,,,,,,,,,,,0.42332166666666665,0.63207,0.4507042253521127,1.0,2.0,0.79345,0.40320700000000004,0.856,1.0
vem pra perto,Luana Berti,137.977,0.487,0.783,0.453,0.348,0.0,0.168,0.132,-6.751,169226.0,mpb,0.0,,,,,,,,,,,0.6675616666666666,0.71369,0.6141235813366961,1.0,2.0,0.8874833333333334,0.6212690000000001,0.696,1.0
Casa de Bamba,Martinho Da Vila,90.035,0.711,0.746,0.975,0.228,0.0,0.133,0.184,-8.219,145173.0,mpb,1.0,,,,,,,,,,,0.6363583333333334,0.90781,0.9404761904761905,1.0,1.0,0.8630166666666667,0.7974810000000001,0.45599999999999996,1.0
