track_name,artist,bpm,energy,danceability,valence,acousticness,instrumentalness,liveness,speechiness,loudness,duration_ms,genre,is_hit,Unnamed: 0,id,artist_names,name,genres,key,mode,tempo,time_signature,artists_ids,groove_factor,commercial_appeal,energy_dance_ratio,vocal_presence,bpm_category,loudness_normalized,hit_potential_score,acoustic_electric_balance,is_music
Do Seu Lado - Ao Vivo,Jota Quest,142.05,0.922,0.584,0.76,0.0216,0.0015,0.963,0.0422,-5.513,297266.0,mpb,1.0,,,,,,,,,,,0.70535,0.84887,1.5521885521885523,0.9985,3.0,0.9081166666666667,0.7470870000000001,0.043200000000000016,1.0
A Viagem - Ao Vivo,Roupa Nova,86.419,0.565,0.364,0.196,0.379,3.21e-06,0.943,0.0308,-10.213,207466.0,mpb,1.0,,,,,,,,,,,0.3955316666666666,0.57627,1.5106951871657752,0.99999679,0.0,0.8297833333333333,0.411927,0.758,1.0
Vou Te Encontrar,Nando Reis;Péricles,144.042,0.486,0.595,0.297,0.32,0.0332,0.132,0.0266,-11.893,266641.0,mpb,1.0,,,,,,,,,,,0.5833699999999999,0.5998699999999999,0.803305785123967,0.9668,3.0,0.8017833333333333,0.5031869999999999,0.64,1.0
Segredos,Frejat,127.582,0.731,0.581,0.579,0.192,0.0,0.405,0.0289,-5.189,233533.0,mpb,1.0,,,,,,,,,,,0.6224366666666667,0.77971,1.236886632825719,1.0,2.0,0.9135166666666666,0.645471,0.384,1.0
Novas Auroras,Nação Zumbi,106.991,0.681,0.706,0.52,0.000779,0.00034,0.219,0.0274,-8.512,210880.0,mpb,1.0,,,,,,,,,,,0.6356183333333334,0.72288,0.9511173184357543,0.99966,1.0,0.8581333333333333,0.662988,0.0015579999999999483,1.0
Ninguém Perguntou por Você,Letrux,119.021,0.812,0.588,0.331,0.00117,0.186,0.122,0.0342,-8.185,321647.0,mpb,1.0,,,,,,,,,,,0.6359683333333332,0.65055,1.3578595317725755,0.8140000000000001,1.0,0.8635833333333333,0.610055,0.0023400000000000087,1.0
Teorema,Legião Urbana,206.641,0.926,0.299,0.531,0.000442,0.116,0.0585,0.0994,-6.13,186546.0,mpb,1.0,,,,,,,,,,,0.6273,0.7511,2.9967637540453076,0.884,,0.8978333333333333,0.5787100000000001,0.0008839999999999959,1.0
Descobridor Dos Sete Mares - Ao Vivo,Diogo Nogueira,153.932,0.697,0.679,0.892,0.455,0.0,0.104,0.0453,-6.312,197891.0,mpb,1.0,,,,,,,,,,,0.7051533333333333,0.89368,1.011611030478955,1.0,3.0,0.8948,0.748468,0.91,1.0
A Violeira,Mônica Salmaso,112.986,0.221,0.703,0.348,0.766,0.0,0.219,0.0367,-15.235,267120.0,mpb,1.0,,,,,,,,,,,0.50611,0.58685,0.30995792426367463,1.0,1.0,0.7460833333333333,0.475785,0.46799999999999997,1.0
Vou-Me Embora,Paulo Diniz,105.048,0.377,0.733,0.439,0.573,1.03e-05,0.123,0.0339,-10.334,225200.0,mpb,1.0,,,,,,,,,,,0.55468,0.67226,0.5074024226110363,0.9999897,1.0,0.8277666666666667,0.561326,0.8540000000000001,1.0
Vaqueiro De Profissão,Jair Rodrigues,100.509,0.587,0.605,0.826,0.648,0.0,0.103,0.0465,-10.627,233240.0,mpb,1.0,,,,,,,,,,,0.546115,0.82413,0.9544715447154472,1.0,1.0,0.8228833333333333,0.665713,0.704,1.0
A Volta do Boêmio,Nelson Gonçalves,99.435,0.314,0.596,0.6,0.892,1.35e-06,0.168,0.029,-10.024,185666.0,mpb,1.0,,,,,,,,,,,0.457925,0.73976,0.5181518151815182,0.99999865,1.0,0.8329333333333333,0.526576,0.21599999999999997,1.0
Vai e Vem das Estações,Palavra Cantada,79.889,0.495,0.475,0.633,0.749,0.00181,0.17,0.0276,-10.181,218727.0,mpb,1.0,,,,,,,,,,,0.41914833333333334,0.75139,1.0206185567010309,0.99819,0.0,0.8303166666666667,0.5402390000000001,0.502,1.0
Eu Sou Terrível - Versão remasterizada,Roberto Carlos,91.977,0.647,0.626,0.747,0.0455,1.38e-06,0.111,0.0364,-9.651,167080.0,mpb,1.0,,,,,,,,,,,0.560395,0.80229,1.0172955974842768,0.99999862,1.0,0.8391500000000001,0.674129,0.09099999999999997,1.0
Coração Pirata - Ao Vivo,Roupa Nova,97.032,0.617,0.553,0.377,0.64,0.0,0.808,0.0295,-8.851,265120.0,mpb,1.0,,,,,,,,,,,0.52332,0.66229,1.0959147424511544,1.0,1.0,0.8524833333333334,0.547929,0.72,1.0
Enquanto ela não chegar,Barão Vermelho,184.786,0.786,0.436,0.251,0.0684,5.66e-06,0.636,0.0447,-6.569,253733.0,mpb,1.0,,,,,,,,,,,0.6537999999999999,0.63471,1.7623318385650224,0.99999434,3.0,0.8905166666666666,0.523871,0.13680000000000003,1.0
Táxi Lunar (Ao Vivo),Zé Ramalho,150.743,0.933,0.486,0.687,0.0402,0.0298,0.927,0.0796,-7.015,237266.0,mpb,1.0,,,,,,,,,,,0.6741383333333333,0.80465,1.8810483870967742,0.9702,3.0,0.8830833333333333,0.692165,0.08040000000000003,1.0
Cidadão,Zé Ramalho,113.881,0.762,0.488,0.707,0.193,0.0,0.202,0.11,-9.237,230733.0,mpb,1.0,,,,,,,,,,,0.5624016666666667,0.79043,1.5301204819277108,1.0,1.0,0.84605,0.644243,0.386,1.0
Mais Uma Vez - Remastered 2003,Renato Russo;14 Bis,100.765,0.704,0.45,0.527,0.139,0.0,0.122,0.031,-5.073,271026.0,mpb,1.0,,,,,,,,,,,0.5041416666666666,0.7600699999999999,1.5304347826086955,1.0,1.0,0.91545,0.572607,0.278,1.0
Borbulhas de Amor (Tenho um Coração) - Ao Vivo,Fagner,129.373,0.657,0.485,0.68,0.418,0.0,0.908,0.0343,-10.367,252626.0,mpb,1.0,,,,,,,,,,,0.5552216666666666,0.76833,1.3272727272727274,1.0,2.0,0.8272166666666666,0.603933,0.836,1.0
Vento No Litoral,Legião Urbana,120.407,0.214,0.55,0.0752,0.662,0.000229,0.104,0.0308,-14.945,366373.0,mpb,1.0,,,,,,,,,,,0.43987833333333337,0.48063,0.3821428571428571,0.999771,2.0,0.7509166666666667,0.34730300000000003,0.6759999999999999,1.0
Lua E Estrela,Caetano Veloso,85.866,0.175,0.59,0.294,0.889,7.69e-05,0.103,0.0326,-17.19,211240.0,mpb,1.0,,,,,,,,,,,0.39060999999999996,0.5457,0.2916666666666667,0.9999231,0.0,0.7135,0.40187,0.22199999999999998,1.0
Bolo de Rolo,DUDA BEAT,140.007,0.649,0.637,0.38,0.124,0.0119,0.201,0.0304,-8.05,233661.0,mpb,1.0,,,,,,,,,,,0.646545,0.6715,1.0030911901081916,0.9881,3.0,0.8658333333333333,0.5926500000000001,0.248,1.0
Tanto (I Want You) - Ao Vivo,Skank,97.583,0.839,0.511,0.533,0.0295,8.3e-06,0.942,0.0324,-4.406,228040.0,mpb,1.0,,,,,,,,,,,0.5698383333333333,0.76914,1.6103646833013434,0.9999917,1.0,0.9265666666666666,0.639614,0.05899999999999994,1.0
Cartas e Versos,Frejat,110.131,0.467,0.73,0.641,0.596,0.0,0.114,0.0277,-10.498,199814.0,mpb,1.0,,,,,,,,,,,0.5886516666666667,0.75142,0.6310810810810811,1.0,1.0,0.8250333333333334,0.6354420000000001,0.808,1.0
Não Existe Amor em SP,Milton Nascimento;Criolo;Amaro Freitas,117.084,0.246,0.468,0.306,0.941,2.98e-05,0.123,0.0361,-11.12,347837.0,mpb,1.0,,,,,,,,,,,0.40294,0.6112,0.5146443514644351,0.9999702,1.0,0.8146666666666668,0.38332000000000005,0.1180000000000001,1.0
Nós Dois,OUTROEU,132.021,0.78,0.698,0.794,0.0187,0.00109,0.255,0.0262,-5.696,176030.0,mpb,1.0,,,,,,,,,,,0.703035,0.8606400000000001,1.1016949152542375,0.99891,2.0,0.9050666666666667,0.7580640000000001,0.03739999999999999,1.0
Palavras No Corpo,Gal Costa,179.728,0.416,0.564,0.344,0.554,0.00145,0.11,0.0423,-6.813,239560.0,mpb,1.0,,,,,,,,,,,0.6063466666666666,0.66947,0.7247386759581882,0.99855,3.0,0.88645,0.486147,0.8919999999999999,1.0
O Amor Descansa Na Varanda,Bryan Behr,88.007,0.594,0.636,0.713,0.364,4.24e-06,0.172,0.0321,-9.029,204998.0,mpb,1.0,,,,,,,,,,,0.5428783333333334,0.79491,0.9195046439628483,0.99999576,0.0,0.8495166666666667,0.6546909999999999,0.728,1.0
Dourado Dourado,Bala Desejo;Lucas Nunes;Zé Ibarra;Dora Morelenbaum;Julia Mestre,143.417,0.499,0.506,0.581,0.545,0.00478,0.0842,0.0583,-11.747,341154.0,mpb,1.0,,,,,,,,,,,0.5417283333333334,0.7149300000000001,0.9670542635658914,0.99522,3.0,0.8042166666666667,0.5397930000000001,0.9099999999999999,1.0
Preciso Me Encontrar - Ao Vivo,Marisa Monte,114.801,0.203,0.695,0.824,0.481,1.53e-06,0.544,0.044,-19.413,222466.0,mpb,1.0,,,,,,,,,,,0.499735,0.7354700000000001,0.28794326241134754,0.99999847,1.0,0.6764500000000001,0.5772470000000001,0.962,1.0
Fato Consumado (Ao Vivo),Djavan,90.475,0.602,0.693,0.753,0.917,0.000144,0.725,0.0634,-8.814,219706.0,mpb,1.0,,,,,,,,,,,0.5778916666666666,0.81306,0.8563300142247511,0.999856,1.0,0.8531,0.689706,0.16599999999999993,1.0
Todas Elas Juntas Num Só Ser,Lenine,103.493,0.785,0.56,0.75,0.566,0.0,0.985,0.11,-8.679,381160.0,mpb,1.0,,,,,,,,,,,0.5879883333333333,0.81321,1.3771929824561402,1.0,1.0,0.8553499999999999,0.690821,0.8680000000000001,1.0
N - Ao Vivo,Nando Reis,105.223,0.31,0.489,0.347,0.868,0.0,0.845,0.149,-12.169,319413.0,mpb,1.0,,,,,,,,,,,0.4128716666666667,0.61711,0.6212424849699398,1.0,1.0,0.7971833333333334,0.419711,0.264,1.0
A Melhor Hora da Praia,Nação Zumbi;Marisa Monte,89.887,0.649,0.552,0.682,0.226,1.7e-05,0.128,0.0339,-8.352,199693.0,mpb,1.0,,,,,,,,,,,0.5205116666666667,0.78928,1.1548042704626333,0.999983,0.0,0.8607999999999999,0.630828,0.45199999999999996,1.0
Produtividade,MAR ABERTO,151.387,0.42,0.618,0.922,0.294,0.0,0.117,0.106,-9.903,159000.0,mpb,1.0,,,,,,,,,,,0.5873116666666667,0.8697699999999999,0.6687898089171974,1.0,3.0,0.83495,0.644577,0.588,1.0
É O Que Me Interessa - Ao Vivo,Lenine,96.11,0.174,0.57,0.0961,0.407,0.106,0.185,0.0298,-16.782,241241.0,mpb,1.0,,,,,,,,,,,0.3973833333333333,0.47062000000000004,0.3,0.894,1.0,0.7203,0.346482,0.814,1.0
Somente Nela - Ao Vivo,Paulinho Moska,126.03,0.585,0.636,0.424,0.75,0.0,0.673,0.0267,-7.199,198306.0,mpb,1.0,,,,,,,,,,,0.60355,0.69761,0.9055727554179566,1.0,2.0,0.8800166666666667,0.584461,0.5,1.0
Me Chama (Deluxe Version),Lobão,105.076,0.776,0.43,0.491,0.137,0.00046,0.804,0.0412,-5.563,219788.0,mpb,1.0,,,,,,,,,,,0.5229266666666667,0.74077,1.7636363636363637,0.99954,1.0,0.9072833333333333,0.5770770000000001,0.274,1.0
Sentimental,MAR ABERTO,129.956,0.118,0.63,0.134,0.576,0.0,0.108,0.0308,-16.485,191145.0,mpb,1.0,,,,,,,,,,,0.4669933333333333,0.48875,0.18437499999999998,1.0,2.0,0.7252500000000001,0.363075,0.8480000000000001,1.0
Relicário,Nando Reis,83.805,0.516,0.46,0.397,0.448,0.0,0.209,0.0276,-9.473,245960.0,mpb,1.0,,,,,,,,,,,0.42447500000000005,0.66407,1.097872340425532,1.0,0.0,0.8421166666666667,0.484607,0.896,1.0
Por Ella,Roberto Carlos,169.855,0.8,0.62,0.681,0.147,0.0,0.137,0.127,-8.247,260973.0,mpb,1.0,,,,,,,,,,,0.7330916666666667,0.78993,1.26984126984127,1.0,3.0,0.86255,0.703193,0.29400000000000004,1.0
Mil Pedaços,Legião Urbana,109.176,0.131,0.685,0.183,0.651,0.000536,0.141,0.0298,-15.824,203253.0,mpb,1.0,,,,,,,,,,,0.46376000000000006,0.5149600000000001,0.1884892086330935,0.999464,1.0,0.7362666666666667,0.4013960000000001,0.698,1.0
Canção Pra Você Viver Mais,Pato Fu,164.191,0.647,0.631,0.762,0.0316,0.0079,0.0946,0.0418,-6.433,324066.0,mpb,1.0,,,,,,,,,,,0.6832516666666667,0.84047,1.0093603744149766,0.9921,3.0,0.8927833333333334,0.682947,0.06320000000000003,1.0
Melhor Plantar o Bem,Detonautas Roque Clube,77.516,0.85,0.648,0.878,0.0861,1.43e-05,0.122,0.0401,-5.323,234061.0,mpb,1.0,,,,,,,,,,,0.6081933333333333,0.8979699999999999,1.2917933130699086,0.9999857,0.0,0.9112833333333333,0.779597,0.17220000000000002,1.0
Em Cada Amanhecer,Fábio Jr.,116.985,0.562,0.589,0.446,0.457,0.0,0.204,0.0277,-7.14,209226.0,mpb,1.0,,,,,,,,,,,0.558075,0.707,0.938230383973289,1.0,1.0,0.881,0.5641,0.914,1.0
Sete Cidades,Legião Urbana,78.895,0.626,0.41,0.594,0.0055,0.000106,0.19,0.0316,-13.01,205800.0,mpb,1.0,,,,,,,,,,,0.4242916666666666,0.7075,1.4904761904761905,0.999894,0.0,0.7831666666666667,0.54135,0.01100000000000001,1.0
A Sombra Da Maldade (Ao Vivo),Cidade Negra,112.083,0.959,0.634,0.749,0.0803,5.37e-06,0.978,0.0832,-4.659,227413.0,mpb,1.0,,,,,,,,,,,0.691505,0.85301,1.4891304347826086,0.99999463,1.0,0.92235,0.7764009999999999,0.16059999999999997,1.0
Sobre o Tempo,Nenhum De Nós,116.923,0.675,0.57,0.476,0.000223,5.13e-05,0.0961,0.0278,-9.001,274480.0,mpb,1.0,,,,,,,,,,,0.5823716666666666,0.7003900000000001,1.163793103448276,0.9999487,1.0,0.8499833333333334,0.595739,0.00044599999999994644,1.0
Morrer de Amor - Acústico,Jota Quest,125.012,0.782,0.74,0.934,0.691,0.000127,0.726,0.0286,-8.793,207290.0,mpb,1.0,,,,,,,,,,,0.7129533333333333,0.8856700000000001,1.0426666666666666,0.999873,2.0,0.85345,0.8059670000000001,0.6180000000000001,1.0
Volta por Cima - Ao Vivo,Beth Carvalho,92.425,0.642,0.526,0.785,0.384,0.0,0.955,0.0682,-12.189,156466.0,mpb,1.0,,,,,,,,,,,0.5096416666666667,0.79211,1.1977611940298507,1.0,1.0,0.79685,0.6392110000000001,0.768,1.0
Só por hoje / Tenis Roque,Detonautas Roque Clube,178.063,0.796,0.471,0.339,0.0439,0.000226,0.712,0.0423,-8.318,277693.0,mpb,1.0,,,,,,,,,,,0.6710716666666667,0.6524200000000001,1.654885654885655,0.999774,3.0,0.8613666666666667,0.560242,0.08779999999999999,1.0
Logo agora - Ao vivo,Jorge Aragão,146.436,0.413,0.523,0.81,0.847,0.000376,0.896,0.0351,-12.937,177706.0,mpb,1.0,,,,,,,,,,,0.52946,0.7946300000000001,0.7748592870544089,0.999624,3.0,0.7843833333333333,0.574563,0.30600000000000005,1.0
Amar É... - Ao Vivo,Roupa Nova,116.025,0.686,0.655,0.755,0.352,0.0,0.976,0.0429,-10.011,219786.0,mpb,1.0,,,,,,,,,,,0.626675,0.80189,1.0315789473684212,1.0,1.0,0.8331500000000001,0.6989890000000001,0.704,1.0
Zé Ninguém,Biquini Cavadão,130.01,0.892,0.637,0.845,0.00464,0.0,0.199,0.0809,-5.284,258265.0,mpb,1.0,,,,,,,,,,,0.7027833333333334,0.88516,1.3786707882534777,1.0,2.0,0.9119333333333334,0.779916,0.009279999999999955,1.0
Pot-Pourri: Me Faz um Dengo / Disritmia - Ao Vivo,Roberta Sá;Martinho Da Vila,87.91,0.685,0.644,0.563,0.598,0.00187,0.913,0.072,-8.624,323778.0,mpb,1.0,,,,,,,,,,,0.5740166666666667,0.73896,1.0474006116207952,0.99813,0.0,0.8562666666666666,0.649596,0.804,1.0
La Montaña (A Montanha),Roberto Carlos,176.328,0.48,0.417,0.949,0.88,0.0,0.675,0.0297,-5.553,228786.0,mpb,1.0,,,,,,,,,,,0.54638,0.92407,1.1241217798594847,1.0,3.0,0.9074500000000001,0.593007,0.24,1.0
A Vida Não Presta - Remasterizado 2013,Leo Jaime,90.284,0.699,0.564,0.529,0.304,1.78e-06,0.363,0.0288,-5.965,227400.0,mpb,1.0,,,,,,,,,,,0.5421733333333333,0.75195,1.2177700348432057,0.99999822,1.0,0.9005833333333333,0.6162949999999999,0.608,1.0
Filme Triste - Ao Vivo No Rio De Janeiro / 2001,Chico César,128.789,0.422,0.688,0.687,0.802,0.0,0.722,0.0653,-10.141,165506.0,mpb,1.0,,,,,,,,,,,0.5852483333333333,0.77339,0.6045845272206304,1.0,2.0,0.8309833333333334,0.6165390000000001,0.3959999999999999,1.0
O Papa é Pop,Engenheiros Do Hawaii,113.182,0.729,0.595,0.829,0.34,0.0,0.195,0.0305,-7.017,228106.0,mpb,1.0,,,,,,,,,,,0.6048366666666667,0.86143,1.2049586776859504,1.0,1.0,0.88305,0.708643,0.68,1.0
Derretendo Satélites - Ao Vivo,Paula Toller,95.981,0.631,0.654,0.611,0.237,0.295,0.831,0.037,-11.237,251663.0,mpb,1.0,,,,,,,,,,,0.5762683333333333,0.73203,0.950301204819277,0.7050000000000001,1.0,0.8127166666666666,0.646303,0.474,1.0
Seguindo No Trem Azul,Roupa Nova,84.138,0.533,0.425,0.438,0.243,0.0,0.0875,0.0237,-10.65,221920.0,mpb,1.0,,,,,,,,,,,0.41263000000000005,0.6687000000000001,1.2252873563218392,1.0,0.0,0.8225,0.4843700000000001,0.486,1.0
W / Brasil (Chama o síndico),Jorge Ben Jor,186.521,0.889,0.568,0.803,0.217,5.79e-06,0.66,0.0702,-7.734,319933.0,mpb,1.0,,,,,,,,,,,0.7506999999999999,0.84386,1.5380622837370244,0.99999421,3.0,0.8711,0.7388860000000002,0.43399999999999994,1.0
Eternas Ondas (Ao Vivo),Zé Ramalho,135.55,0.715,0.471,0.359,0.0792,0.000993,0.787,0.0314,-5.131,261773.0,mpb,1.0,,,,,,,,,,,0.5759166666666666,0.6922900000000001,1.4864864864864864,0.999007,2.0,0.9144833333333333,0.543929,0.15839999999999999,1.0
Ando Só - Ao Vivo,Humberto Gessinger,116.063,0.938,0.514,0.429,0.0227,5.43e-05,0.929,0.0604,-5.098,215546.0,mpb,1.0,,,,,,,,,,,0.6318383333333333,0.7206199999999999,1.7900763358778624,0.9999457,1.0,0.9150333333333334,0.6448619999999999,0.045399999999999996,1.0
Deusa do Amor,Pepeu Gomes,113.017,0.191,0.845,0.272,0.892,2.97e-06,0.111,0.0397,-10.987,278466.0,mpb,1.0,,,,,,,,,,,0.5681616666666667,0.59893,0.22339181286549709,0.99999703,1.0,0.8168833333333333,0.5095930000000001,0.21599999999999997,1.0
Admirável Gado Novo - Ao Vivo,Fagner;Zé Ramalho,91.825,0.669,0.405,0.444,0.171,2.48e-05,0.677,0.0444,-6.713,305053.0,mpb,1.0,,,,,,,,,,,0.45624166666666666,0.7104699999999999,1.6120481927710844,0.9999752,1.0,0.8881166666666667,0.522547,0.3420000000000001,1.0
Amor meu grande amor,Barão Vermelho,101.889,0.57,0.633,0.469,0.219,1.39e-05,0.118,0.0269,-5.668,275586.0,mpb,1.0,,,,,,,,,,,0.557315,0.7309199999999999,0.8864696734059097,0.9999861,1.0,0.9055333333333333,0.591092,0.43799999999999994,1.0
Pétala,Djavan,135.578,0.468,0.443,0.303,0.269,0.0,0.284,0.0275,-7.287,283240.0,mpb,1.0,,,,,,,,,,,0.4878633333333333,0.64833,1.033112582781457,1.0,2.0,0.87855,0.443033,0.538,1.0
Boto Meu Povo Na Rua,Mart'nália,90.794,0.559,0.812,0.762,0.65,0.0368,0.111,0.093,-10.124,220093.0,mpb,1.0,,,,,,,,,,,0.6250233333333335,0.8035599999999999,0.6800486618004866,0.9632000000000001,1.0,0.8312666666666666,0.725256,0.7,1.0
Fuzuê,TIAGO IORC,191.92,0.675,0.66,0.585,0.026,0.0,0.0656,0.245,-7.909,240942.0,mpb,1.0,,,,,,,,,,,0.7324999999999999,0.75491,1.007462686567164,1.0,3.0,0.8681833333333333,0.658991,0.052000000000000046,1.0
Encontrar Alguém,Jota Quest,110.412,0.842,0.774,0.798,0.142,0.0,0.318,0.0824,-6.424,223866.0,mpb,1.0,,,,,,,,,,,0.7236199999999999,0.85496,1.0739795918367345,1.0,1.0,0.8929333333333334,0.807296,0.28400000000000003,1.0
Correnteza,Djavan,147.64,0.277,0.458,0.195,0.701,0.000303,0.0954,0.029,-12.672,284640.0,mpb,1.0,,,,,,,,,,,0.4581666666666667,0.55128,0.5918803418803419,0.999697,3.0,0.7888000000000001,0.360428,0.5980000000000001,1.0
Água Salgada,Benziê,98.027,0.456,0.763,0.366,0.221,0.00293,0.112,0.0453,-9.302,201558.0,mpb,1.0,,,,,,,,,,,0.5816783333333333,0.65338,0.5899094437257438,0.99707,1.0,0.8449666666666666,0.5805380000000001,0.44199999999999995,1.0
Figa de Guiné,Mc Tha;Comunidade Jongo Dito Ribeiro,103.981,0.89,0.751,0.709,0.221,1.4e-05,0.277,0.0449,-5.035,141977.0,mpb,1.0,,,,,,,,,,,0.7158016666666667,0.83325,1.1695137976346912,0.999986,1.0,0.9160833333333334,0.792525,0.44199999999999995,1.0
Flutuar - Acústico,ALMAR,124.003,0.43,0.868,0.49,0.494,0.000189,0.0898,0.056,-10.613,170325.0,mpb,1.0,,,,,,,,,,,0.6696716666666667,0.68987,0.489749430523918,0.999811,2.0,0.8231166666666667,0.6431870000000001,0.988,1.0
Vento No Litoral,Cássia Eller;Renato Russo,117.732,0.537,0.411,0.0758,0.402,0.000403,0.177,0.0287,-6.894,356213.0,mpb,1.0,,,,,,,,,,,0.46282,0.56138,1.2755344418052257,0.999597,1.0,0.8851,0.39679800000000004,0.804,1.0
Pode Ser,Banda do Mar,200.24,0.434,0.594,0.679,0.329,0.00039,0.231,0.0503,-6.782,267160.0,mpb,1.0,,,,,,,,,,,0.6272,0.8037799999999999,0.7185430463576159,0.99961,,0.8869666666666667,0.5839780000000001,0.658,1.0
Olhos Coloridos (Ao Vivo),Seu Jorge;Sandra De Sá,104.355,0.931,0.636,0.592,0.131,3e-06,0.837,0.106,-4.595,368613.0,mpb,1.0,,,,,,,,,,,0.671225,0.7908499999999999,1.4411764705882353,0.999997,1.0,0.9234166666666667,0.7311850000000001,0.262,1.0
Numa Sala de Reboco,Luiz Gonzaga,152.326,0.513,0.583,0.955,0.637,0.0,0.352,0.047,-8.619,138640.0,mpb,1.0,,,,,,,,,,,0.5992766666666667,0.89581,0.8650927487352446,1.0,3.0,0.8563500000000001,0.6676810000000001,0.726,1.0
Bote o Pé,Projeto Norte;Ane Alma,88.954,0.495,0.497,0.241,0.217,0.0,0.158,0.0287,-7.931,200898.0,mpb,1.0,,,,,,,,,,,0.4452566666666667,0.61709,0.9763313609467456,1.0,0.0,0.8678166666666667,0.45720900000000003,0.43399999999999994,1.0
Bota Pra Tocar Tim Maia,Diogo Nogueira,93.063,0.739,0.709,0.832,0.427,0.0,0.218,0.0604,-5.827,222577.0,mpb,1.0,,,,,,,,,,,0.6313049999999999,0.87453,1.027816411682893,1.0,1.0,0.9028833333333334,0.759153,0.854,1.0
Carnavália - Ao Vivo,Tribalistas,81.9,0.887,0.498,0.365,0.444,0.00283,0.987,0.0552,-6.644,270029.0,mpb,0.0,,,,,,,,,,,0.5516,0.6795599999999999,1.7460629921259843,0.99717,0.0,0.8892666666666666,0.606256,0.888,1.0
As Coisas Tão Mais Lindas - Ao Vivo,Nando Reis,169.318,0.404,0.355,0.374,0.841,0.0,0.909,0.0419,-10.344,207906.0,mpb,1.0,,,,,,,,,,,0.48089666666666664,0.6461600000000001,1.1068493150684933,1.0,3.0,0.8276,0.402616,0.31800000000000006,1.0
Como Dois Animais,Alceu Valença,125.954,0.404,0.776,0.269,0.283,0.0,0.0827,0.0357,-10.447,274640.0,mpb,1.0,,,,,,,,,,,0.6191233333333334,0.6031299999999999,0.5139949109414759,1.0,2.0,0.8258833333333333,0.545713,0.566,1.0
Dia Branco (Ao Vivo),Elba Ramalho;Geraldo Azevedo,102.691,0.359,0.369,0.193,0.845,0.0,0.844,0.0317,-9.284,166400.0,mpb,1.0,,,,,,,,,,,0.3633516666666667,0.5843600000000001,0.9472295514511873,1.0,1.0,0.8452666666666667,0.352336,0.31000000000000005,1.0
Quando Gira o Mundo (Ao Vivo),Fábio Jr.,145.98,0.739,0.524,0.473,0.336,0.0,0.833,0.0305,-7.28,284853.0,mpb,1.0,,,,,,,,,,,0.627,0.7163999999999999,1.3838951310861423,1.0,3.0,0.8786666666666666,0.5975400000000001,0.672,1.0
Talismã Sem Par,Jorge Vercillo,142.021,0.568,0.666,0.562,0.53,0.0,0.116,0.0309,-6.98,255560.0,mpb,1.0,,,,,,,,,,,0.6401016666666666,0.7549999999999999,0.8402366863905324,1.0,3.0,0.8836666666666666,0.6247,0.94,1.0
Fixação - Ao Vivo,Kid Abelha,125.035,0.656,0.619,0.358,0.414,0.0,0.736,0.0279,-7.574,184266.0,mpb,1.0,,,,,,,,,,,0.6146916666666666,0.6674599999999999,1.0429252782193958,1.0,2.0,0.8737666666666667,0.582746,0.828,1.0
Coração Leviano,Paulinho Da Viola,107.472,0.668,0.671,0.925,0.474,0.0026,0.0642,0.0425,-9.562,174720.0,mpb,1.0,,,,,,,,,,,0.61502,0.8743799999999999,0.9809104258443465,0.9974,1.0,0.8406333333333333,0.7412380000000001,0.948,1.0
Sobradinho,Chico César,82.036,0.843,0.597,0.553,0.267,0.0,0.26,0.049,-4.842,137283.0,mpb,1.0,,,,,,,,,,,0.5881266666666666,0.77278,1.3887973640856672,1.0,0.0,0.9193,0.679578,0.534,1.0
E.C.T. - Ao Vivo,Cássia Eller,130.093,0.896,0.666,0.633,0.67,2.99e-06,0.149,0.12,-8.386,210599.0,mpb,1.0,,,,,,,,,,,0.7186216666666667,0.7693400000000001,1.3254437869822484,0.99999701,2.0,0.8602333333333334,0.7387340000000001,0.6599999999999999,1.0
Sossego,Tim Maia,116.362,0.925,0.572,0.68,0.0817,0.0229,0.631,0.0737,-5.049,237306.0,mpb,1.0,,,,,,,,,,,0.6574366666666667,0.8215100000000001,1.5893470790378008,0.9771,1.0,0.91585,0.724451,0.1634,1.0
Lovezinho,Rachel Reis,100.027,0.789,0.673,0.672,0.565,0.0291,0.175,0.0375,-7.46,159202.0,mpb,1.0,,,,,,,,,,,0.6399116666666667,0.7942,1.1551976573938507,0.9709,1.0,0.8756666666666667,0.7197200000000001,0.8700000000000001,1.0
O Vencedor - Ao Vivo,Los Hermanos,115.129,0.854,0.543,0.424,0.039,0.142,0.48,0.0418,-8.66,192907.0,mpb,1.0,,,,,,,,,,,0.6195816666666667,0.6829999999999999,1.5443037974683542,0.858,1.0,0.8556666666666667,0.6265000000000001,0.07799999999999996,1.0
"Na rua, na chuva, na fazenda (Casinha de sapê) - Ao vivo",Jorge Aragão,72.236,0.443,0.592,0.6,0.77,0.00395,0.748,0.0426,-14.748,203053.0,mpb,1.0,,,,,,,,,,,0.44929333333333327,0.69252,0.7358803986710963,0.99605,0.0,0.7542000000000001,0.558952,0.45999999999999996,1.0
Amada Amante,Roberto Carlos,140.482,0.476,0.426,0.335,0.856,0.000569,0.174,0.0393,-10.493,259906.0,mpb,1.0,,,,,,,,,,,0.4899366666666667,0.62907,1.091743119266055,0.999431,3.0,0.8251166666666666,0.443107,0.28800000000000003,1.0
