track_name,artist,bpm,energy,danceability,valence,acousticness,instrumentalness,liveness,speechiness,loudness,duration_ms,genre,is_hit,Unnamed: 0,id,artist_names,name,genres,key,mode,tempo,time_signature,artists_ids
Só por hoje / Tenis Roque,Detonautas Roque Clube,178.063,0.796,0.471,0.339,0.0439,0.000226,0.712,0.0423,-8.318,277693.0,mpb,1.0,,,,,,,,,,
Logo agora - Ao vivo,Jorge Aragão,146.436,0.413,0.523,0.81,0.847,0.000376,0.896,0.0351,-12.937,177706.0,mpb,1.0,,,,,,,,,,
Amar É... - Ao Vivo,Roupa Nova,116.025,0.686,0.655,0.755,0.352,0.0,0.976,0.0429,-10.011,219786.0,mpb,1.0,,,,,,,,,,
Zé Ninguém,Biquini Cavadão,130.01,0.892,0.637,0.845,0.00464,0.0,0.199,0.0809,-5.284,258265.0,mpb,1.0,,,,,,,,,,
Pot-Pourri: Me Faz um Dengo / Disritmia - Ao Vivo,Roberta Sá;Martinho Da Vila,87.91,0.685,0.644,0.563,0.598,0.00187,0.913,0.072,-8.624,323778.0,mpb,1.0,,,,,,,,,,
La Montaña (A Montanha),Roberto Carlos,176.328,0.48,0.417,0.949,0.88,0.0,0.675,0.0297,-5.553,228786.0,mpb,1.0,,,,,,,,,,
A Vida Não Presta - Remasterizado 2013,Leo Jaime,90.284,0.699,0.564,0.529,0.304,1.78e-06,0.363,0.0288,-5.965,227400.0,mpb,1.0,,,,,,,,,,
Filme Triste - Ao Vivo No Rio De Janeiro / 2001,Chico César,128.789,0.422,0.688,0.687,0.802,0.0,0.722,0.0653,-10.141,165506.0,mpb,1.0,,,,,,,,,,
O Papa é Pop,Engenheiros Do Hawaii,113.182,0.729,0.595,0.829,0.34,0.0,0.195,0.0305,-7.017,228106.0,mpb,1.0,,,,,,,,,,
Derretendo Satélites - Ao Vivo,Paula Toller,95.981,0.631,0.654,0.611,0.237,0.295,0.831,0.037,-11.237,251663.0,mpb,1.0,,,,,,,,,,
Seguindo No Trem Azul,Roupa Nova,84.138,0.533,0.425,0.438,0.243,0.0,0.0875,0.0237,-10.65,221920.0,mpb,1.0,,,,,,,,,,
W / Brasil (Chama o síndico),Jorge Ben Jor,186.521,0.889,0.568,0.803,0.217,5.79e-06,0.66,0.0702,-7.734,319933.0,mpb,1.0,,,,,,,,,,
Eternas Ondas (Ao Vivo),Zé Ramalho,135.55,0.715,0.471,0.359,0.0792,0.000993,0.787,0.0314,-5.131,261773.0,mpb,1.0,,,,,,,,,,
Ando Só - Ao Vivo,Humberto Gessinger,116.063,0.938,0.514,0.429,0.0227,5.43e-05,0.929,0.0604,-5.098,215546.0,mpb,1.0,,,,,,,,,,
Deusa do Amor,Pepeu Gomes,113.017,0.191,0.845,0.272,0.892,2.97e-06,0.111,0.0397,-10.987,278466.0,mpb,1.0,,,,,,,,,,
Admirável Gado Novo - Ao Vivo,Fagner;Zé Ramalho,91.825,0.669,0.405,0.444,0.171,2.48e-05,0.677,0.0444,-6.713,305053.0,mpb,1.0,,,,,,,,,,
Amor meu grande amor,Barão Vermelho,101.889,0.57,0.633,0.469,0.219,1.39e-05,0.118,0.0269,-5.668,275586.0,mpb,1.0,,,,,,,,,,
Pétala,Djavan,135.578,0.468,0.443,0.303,0.269,0.0,0.284,0.0275,-7.287,283240.0,mpb,1.0,,,,,,,,,,
Boto Meu Povo Na Rua,Mart'nália,90.794,0.559,0.812,0.762,0.65,0.0368,0.111,0.093,-10.124,220093.0,mpb,1.0,,,,,,,,,,
Fuzuê,TIAGO IORC,191.92,0.675,0.66,0.585,0.026,0.0,0.0656,0.245,-7.909,240942.0,mpb,1.0,,,,,,,,,,
Encontrar Alguém,Jota Quest,110.412,0.842,0.774,0.798,0.142,0.0,0.318,0.0824,-6.424,223866.0,mpb,1.0,,,,,,,,,,
Correnteza,Djavan,147.64,0.277,0.458,0.195,0.701,0.000303,0.0954,0.029,-12.672,284640.0,mpb,1.0,,,,,,,,,,
Água Salgada,Benziê,98.027,0.456,0.763,0.366,0.221,0.00293,0.112,0.0453,-9.302,201558.0,mpb,1.0,,,,,,,,,,
Figa de Guiné,Mc Tha;Comunidade Jongo Dito Ribeiro,103.981,0.89,0.751,0.709,0.221,1.4e-05,0.277,0.0449,-5.035,141977.0,mpb,1.0,,,,,,,,,,
Flutuar - Acústico,ALMAR,124.003,0.43,0.868,0.49,0.494,0.000189,0.0898,0.056,-10.613,170325.0,mpb,1.0,,,,,,,,,,
Vento No Litoral,Cássia Eller;Renato Russo,117.732,0.537,0.411,0.0758,0.402,0.000403,0.177,0.0287,-6.894,356213.0,mpb,1.0,,,,,,,,,,
Pode Ser,Banda do Mar,200.24,0.434,0.594,0.679,0.329,0.00039,0.231,0.0503,-6.782,267160.0,mpb,1.0,,,,,,,,,,
Olhos Coloridos (Ao Vivo),Seu Jorge;Sandra De Sá,104.355,0.931,0.636,0.592,0.131,3e-06,0.837,0.106,-4.595,368613.0,mpb,1.0,,,,,,,,,,
Numa Sala de Reboco,Luiz Gonzaga,152.326,0.513,0.583,0.955,0.637,0.0,0.352,0.047,-8.619,138640.0,mpb,1.0,,,,,,,,,,
Bote o Pé,Projeto Norte;Ane Alma,88.954,0.495,0.497,0.241,0.217,0.0,0.158,0.0287,-7.931,200898.0,mpb,1.0,,,,,,,,,,
Bota Pra Tocar Tim Maia,Diogo Nogueira,93.063,0.739,0.709,0.832,0.427,0.0,0.218,0.0604,-5.827,222577.0,mpb,1.0,,,,,,,,,,
Carnavália - Ao Vivo,Tribalistas,81.9,0.887,0.498,0.365,0.444,0.00283,0.987,0.0552,-6.644,270029.0,mpb,0.0,,,,,,,,,,
As Coisas Tão Mais Lindas - Ao Vivo,Nando Reis,169.318,0.404,0.355,0.374,0.841,0.0,0.909,0.0419,-10.344,207906.0,mpb,1.0,,,,,,,,,,
Como Dois Animais,Alceu Valença,125.954,0.404,0.776,0.269,0.283,0.0,0.0827,0.0357,-10.447,274640.0,mpb,1.0,,,,,,,,,,
Dia Branco (Ao Vivo),Elba Ramalho;Geraldo Azevedo,102.691,0.359,0.369,0.193,0.845,0.0,0.844,0.0317,-9.284,166400.0,mpb,1.0,,,,,,,,,,
Quando Gira o Mundo (Ao Vivo),Fábio Jr.,145.98,0.739,0.524,0.473,0.336,0.0,0.833,0.0305,-7.28,284853.0,mpb,1.0,,,,,,,,,,
Talismã Sem Par,Jorge Vercillo,142.021,0.568,0.666,0.562,0.53,0.0,0.116,0.0309,-6.98,255560.0,mpb,1.0,,,,,,,,,,
Fixação - Ao Vivo,Kid Abelha,125.035,0.656,0.619,0.358,0.414,0.0,0.736,0.0279,-7.574,184266.0,mpb,1.0,,,,,,,,,,
Coração Leviano,Paulinho Da Viola,107.472,0.668,0.671,0.925,0.474,0.0026,0.0642,0.0425,-9.562,174720.0,mpb,1.0,,,,,,,,,,
Sobradinho,Chico César,82.036,0.843,0.597,0.553,0.267,0.0,0.26,0.049,-4.842,137283.0,mpb,1.0,,,,,,,,,,
E.C.T. - Ao Vivo,Cássia Eller,130.093,0.896,0.666,0.633,0.67,2.99e-06,0.149,0.12,-8.386,210599.0,mpb,1.0,,,,,,,,,,
Sossego,Tim Maia,116.362,0.925,0.572,0.68,0.0817,0.0229,0.631,0.0737,-5.049,237306.0,mpb,1.0,,,,,,,,,,
Lovezinho,Rachel Reis,100.027,0.789,0.673,0.672,0.565,0.0291,0.175,0.0375,-7.46,159202.0,mpb,1.0,,,,,,,,,,
O Vencedor - Ao Vivo,Los Hermanos,115.129,0.854,0.543,0.424,0.039,0.142,0.48,0.0418,-8.66,192907.0,mpb,1.0,,,,,,,,,,
"Na rua, na chuva, na fazenda (Casinha de sapê) - Ao vivo",Jorge Aragão,72.236,0.443,0.592,0.6,0.77,0.00395,0.748,0.0426,-14.748,203053.0,mpb,1.0,,,,,,,,,,
Amada Amante,Roberto Carlos,140.482,0.476,0.426,0.335,0.856,0.000569,0.174,0.0393,-10.493,259906.0,mpb,1.0,,,,,,,,,,
1° De Julho,Legião Urbana,171.512,0.638,0.602,0.52,0.217,0.015,0.0856,0.0372,-7.761,290200.0,mpb,1.0,,,,,,,,,,
Onde Está Você,Elba Ramalho;Dominguinhos,157.243,0.601,0.744,0.927,0.562,1.55e-06,0.125,0.0463,-10.082,208080.0,mpb,1.0,,,,,,,,,,
Fonte Da Saudade,Kleiton & Kledir,122.154,0.668,0.463,0.306,0.0311,0.0,0.586,0.0372,-7.169,279613.0,mpb,1.0,,,,,,,,,,
O Útimo Dia,Paulinho Moska,128.26,0.277,0.76,0.597,0.754,1.53e-06,0.108,0.0325,-16.209,214506.0,mpb,0.0,,,,,,,,,,
Eu Era Um Lobisomem Juvenil,Legião Urbana,97.143,0.515,0.556,0.527,0.0758,0.000702,0.217,0.0268,-13.122,406400.0,mpb,1.0,,,,,,,,,,
Extra (Participação especial de Cidade Negra) - Acústico,Gilberto Gil;Cidade Negra,164.394,0.706,0.687,0.791,0.119,9.77e-05,0.654,0.045,-6.341,301666.0,mpb,1.0,,,,,,,,,,
Lalange,Liniker;Milton Nascimento,113.92,0.399,0.538,0.275,0.748,0.0,0.111,0.0373,-10.215,257514.0,mpb,1.0,,,,,,,,,,
Vamos Fazer Um Filme,Legião Urbana,117.738,0.437,0.674,0.844,0.414,0.0996,0.0713,0.0297,-14.639,261866.0,mpb,1.0,,,,,,,,,,
Deu Pra Ti,Kleiton & Kledir,76.681,0.751,0.45,0.66,0.199,0.0,0.0498,0.0347,-5.889,285035.0,mpb,1.0,,,,,,,,,,
Todo Azul do Mar,Flavio Venturini,81.075,0.525,0.436,0.314,0.55,0.000119,0.3,0.0288,-6.858,331346.0,mpb,1.0,,,,,,,,,,
Só por um momento - Ao vivo,Jorge Aragão,81.952,0.665,0.647,0.815,0.592,0.000293,0.887,0.05,-9.879,347360.0,mpb,1.0,,,,,,,,,,
Meu Universo É Você - Ao Vivo,Roupa Nova,157.704,0.819,0.364,0.599,0.213,0.0,0.989,0.0463,-7.853,249640.0,mpb,1.0,,,,,,,,,,
Quando Eu Te Encontrar - Ao Vivo,Biquini Cavadão,99.998,0.933,0.52,0.536,0.0159,0.0195,0.397,0.0357,-5.2,213533.0,mpb,1.0,,,,,,,,,,
Rosa Morena,Casuarina;Moinho,106.679,0.857,0.538,0.728,0.725,0.0166,0.773,0.0494,-6.395,187293.0,mpb,1.0,,,,,,,,,,
Minha filosofia,Casuarina,85.305,0.648,0.472,0.542,0.609,0.00501,0.696,0.0366,-8.886,230426.0,mpb,1.0,,,,,,,,,,
A Cidade,Chico Science;Nação Zumbi,95.534,0.824,0.734,0.911,0.0559,0.00237,0.0606,0.0493,-9.932,286666.0,mpb,1.0,,,,,,,,,,
Coração Pirata,Roupa Nova,95.542,0.609,0.517,0.325,0.0424,1.07e-05,0.385,0.0242,-8.973,282293.0,mpb,1.0,,,,,,,,,,
Pavão Mysteriozo,Ednardo,107.731,0.399,0.817,0.242,0.475,0.0,0.448,0.0427,-9.639,260079.0,mpb,1.0,,,,,,,,,,
O Trem Das 7,Raul Seixas,121.745,0.635,0.441,0.479,0.109,0.0,0.126,0.0385,-8.318,159960.0,mpb,1.0,,,,,,,,,,
Devagarinho 2.0 (prod. DKVPZ),Illy;Baco Exu do Blues;Arnaldo Antunes;Deekapz,94.772,0.557,0.749,0.601,0.3,0.0,0.128,0.152,-7.13,222315.0,mpb,1.0,,,,,,,,,,
Cecília,Elenco Original Do Filme Ana e Vitória,134.431,0.226,0.425,0.219,0.945,0.000385,0.0859,0.0417,-13.404,164091.0,mpb,1.0,,,,,,,,,,
Cigano (Ao Vivo),Djavan,128.5,0.623,0.545,0.27,0.229,3.93e-05,0.688,0.0531,-7.931,307533.0,mpb,1.0,,,,,,,,,,
Ninguém Gosta de Se Sentir Só,Tim Maia,113.877,0.719,0.777,0.777,0.355,0.0,0.107,0.0391,-6.701,190400.0,mpb,1.0,,,,,,,,,,
Moça,Erick Roza,140.028,0.522,0.657,0.229,0.601,0.000865,0.108,0.0301,-11.893,144372.0,mpb,1.0,,,,,,,,,,
Bom Mesmo É Estar Debaixo D'Água,Luedji Luna,172.05,0.428,0.556,0.366,0.791,0.0192,0.0899,0.0556,-12.406,271293.0,mpb,0.0,,,,,,,,,,
Não dá mais - Acústico,UM44K,127.965,0.28,0.682,0.755,0.818,0.0,0.0842,0.0357,-9.501,188472.0,mpb,1.0,,,,,,,,,,
Crer-Sendo,Castello Branco,84.272,0.575,0.593,0.416,0.161,0.0,0.112,0.0441,-7.893,207882.0,mpb,1.0,,,,,,,,,,
Eu Não Ando Tão Bem Assim,Bia Marques,79.886,0.508,0.651,0.558,0.12,1.06e-06,0.153,0.0432,-8.92,180046.0,mpb,1.0,,,,,,,,,,
Chanel,Rachel Reis;Cuper;Zamba,90.013,0.358,0.712,0.686,0.395,0.00122,0.0859,0.0794,-11.605,144000.0,mpb,1.0,,,,,,,,,,
Já Era,Seu Pereira e Coletivo 401,127.078,0.659,0.64,0.382,0.194,0.0,0.167,0.0385,-8.448,263040.0,mpb,1.0,,,,,,,,,,
Ai Bebê,ALMAR;João Mar,130.02,0.464,0.823,0.919,0.53,4.1e-06,0.293,0.0673,-6.712,164307.0,mpb,1.0,,,,,,,,,,
Óculos,Os Paralamas Do Sucesso,181.372,0.701,0.533,0.912,0.0868,0.0213,0.0661,0.112,-14.954,219213.0,mpb,1.0,,,,,,,,,,
Como Eu Quero,Vicka,121.014,0.639,0.786,0.584,0.122,0.000146,0.0992,0.0265,-7.474,167717.0,mpb,1.0,,,,,,,,,,
"Espere Por Mim, Morena",Gonzaguinha,104.002,0.325,0.602,0.401,0.241,0.0,0.121,0.0264,-12.039,204933.0,mpb,1.0,,,,,,,,,,
Pérola Negra - Ao Vivo,Gal Costa,120.124,0.48,0.76,0.438,0.548,0.00139,0.971,0.0655,-8.562,300973.0,mpb,1.0,,,,,,,,,,
Santa Clara Clareou,Jorge Ben Jor,201.561,0.564,0.472,0.627,0.103,5.58e-06,0.0645,0.0932,-15.053,211133.0,mpb,1.0,,,,,,,,,,
Futuros Amantes,Chico Buarque,81.497,0.231,0.364,0.154,0.88,0.000183,0.127,0.0404,-16.246,210400.0,mpb,1.0,,,,,,,,,,
Tão Sonhada,Banda Eva,92.034,0.711,0.689,0.677,0.64,0.00264,0.0969,0.0491,-9.97,213146.0,mpb,1.0,,,,,,,,,,
Duas Cidades,BaianaSystem,97.999,0.899,0.789,0.847,0.125,0.0,0.103,0.138,-6.363,226040.0,mpb,1.0,,,,,,,,,,
Aquele abraço - Ao vivo,Gilberto Gil,94.516,0.74,0.739,0.791,0.347,5.24e-06,0.706,0.1,-9.442,263906.0,mpb,1.0,,,,,,,,,,
Enredo do meu samba - Ao vivo,Jorge Aragão,109.099,0.33,0.401,0.489,0.869,0.0,0.717,0.0506,-13.829,180133.0,mpb,1.0,,,,,,,,,,
Independência,Capital Inicial,159.742,0.846,0.39,0.697,0.00806,1.41e-05,0.171,0.044,-4.603,184693.0,mpb,1.0,,,,,,,,,,
Sei Lá,Lagum,97.961,0.865,0.63,0.813,0.381,0.0,0.113,0.0489,-4.767,203200.0,mpb,1.0,,,,,,,,,,
Só Agora,Pitty,87.97,0.488,0.532,0.156,0.274,0.0011,0.426,0.0235,-9.692,204800.0,mpb,1.0,,,,,,,,,,
Vingança Do Amor,Ivete Sangalo;Pablo,132.076,0.73,0.568,0.53,0.205,0.0,0.34,0.0375,-5.136,178200.0,mpb,1.0,,,,,,,,,,
Grand' Hotel - Ao Vivo,Kid Abelha,111.957,0.595,0.653,0.307,0.686,0.0,0.867,0.0255,-7.336,240866.0,mpb,1.0,,,,,,,,,,
Judia de Mim (Ao Vivo),Seu Jorge;Zeca Pagodinho,126.034,0.841,0.5,0.911,0.805,0.0,0.641,0.163,-6.456,132320.0,mpb,1.0,,,,,,,,,,
O Que e Que Há (Ao Vivo),Fábio Jr.,96.007,0.548,0.595,0.349,0.444,0.00183,0.782,0.0245,-8.978,209066.0,mpb,1.0,,,,,,,,,,
Eu Sei (Na Mira),Marisa Monte,151.659,0.464,0.723,0.881,0.346,2.2e-06,0.104,0.0385,-14.593,161226.0,mpb,0.0,,,,,,,,,,
Pais e Filhos - Ao Vivo,Legião Urbana,97.547,0.657,0.468,0.501,0.09,5.65e-05,0.697,0.0233,-5.454,281520.0,mpb,1.0,,,,,,,,,,
Quatro Vezes Você,Capital Inicial,76.02,0.803,0.512,0.613,0.000153,0.0,0.161,0.034,-5.401,228013.0,mpb,1.0,,,,,,,,,,
Solidão,Alceu Valença,118.215,0.48,0.568,0.646,0.285,0.0,0.386,0.0315,-9.571,191773.0,mpb,1.0,,,,,,,,,,
Não Vou Ficar,Tim Maia,77.723,0.783,0.563,0.688,0.0925,0.0,0.0887,0.0695,-9.052,172996.0,mpb,1.0,,,,,,,,,,
Café da Manhã,Roberto Carlos,175.614,0.497,0.298,0.323,0.338,6.72e-06,0.145,0.0306,-6.448,242480.0,mpb,1.0,,,,,,,,,,
Magamalabares,Marisa Monte,115.85,0.667,0.473,0.707,0.0863,0.0337,0.258,0.0373,-10.773,215826.0,mpb,0.0,,,,,,,,,,
Chuva de Prata - Ao Vivo,Roupa Nova,121.772,0.525,0.619,0.628,0.707,6.33e-06,0.696,0.0391,-12.653,184080.0,mpb,1.0,,,,,,,,,,
Malandro - Ao vivo,Jorge Aragão;Elza Soares,84.298,0.697,0.533,0.636,0.59,0.043,0.869,0.101,-8.384,334586.0,mpb,1.0,,,,,,,,,,
Quanto Tempo Demora um Mês,Biquini Cavadão,75.066,0.674,0.509,0.159,0.253,0.0,0.732,0.0383,-7.379,184120.0,mpb,1.0,,,,,,,,,,
Sá Marina,Wilson Simonal,118.894,0.5,0.582,0.719,0.553,0.0,0.122,0.0307,-10.947,201360.0,mpb,1.0,,,,,,,,,,
Timidez,Biquini Cavadão,129.421,0.885,0.442,0.268,0.081,0.0,0.774,0.0816,-5.843,267733.0,mpb,1.0,,,,,,,,,,
Bolso Nada,"Francisco, el Hombre;Liniker e os Caramelows",105.042,0.794,0.746,0.68,0.314,0.000332,0.165,0.0928,-4.86,266746.0,mpb,1.0,,,,,,,,,,
Metal Contra As Nuvens - Ao Vivo Em São Paulo / 1999,Legião Urbana,89.075,0.531,0.377,0.443,0.493,0.0,0.125,0.0305,-6.229,561133.0,mpb,1.0,,,,,,,,,,
Intuição,Oswaldo Montenegro,99.24,0.567,0.416,0.437,0.375,0.0,0.981,0.0348,-7.175,235760.0,mpb,1.0,,,,,,,,,,
Mutirão de amor - Ao vivo,Jorge Aragão;Zeca Pagodinho,89.171,0.617,0.65,0.621,0.676,3.16e-06,0.98,0.129,-9.075,284760.0,mpb,1.0,,,,,,,,,,
Tudo Sobre Você,Zélia Duncan,94.014,0.608,0.644,0.499,0.153,2.39e-06,0.713,0.0593,-9.519,213640.0,mpb,0.0,,,,,,,,,,
Sereníssima,Legião Urbana,174.135,0.768,0.376,0.86,0.00795,0.00435,0.355,0.0342,-13.587,241733.0,mpb,1.0,,,,,,,,,,
Maneira Simples,Almir Sater,125.11,0.53,0.625,0.365,0.893,0.0,0.28,0.0288,-9.269,225733.0,mpb,1.0,,,,,,,,,,
Cheguei Pra Te Amar,Ivete Sangalo;Mc Livinho,101.893,0.802,0.769,0.696,0.154,1.24e-05,0.0731,0.0617,-5.601,197493.0,mpb,1.0,,,,,,,,,,
Meu Bem Querer - JAH-VAN,Seu Jorge;Black Alien;BiD;Fernando Nunes,140.013,0.545,0.796,0.62,0.116,0.0157,0.0812,0.0603,-8.117,284466.0,mpb,1.0,,,,,,,,,,
Realce,Gilberto Gil,132.584,0.886,0.606,0.718,0.0221,8.77e-06,0.161,0.0516,-7.102,284093.0,mpb,1.0,,,,,,,,,,
Dança,Luana Berti;Vitor Soltau,89.257,0.533,0.557,0.627,0.804,0.0,0.197,0.105,-6.7,152961.0,mpb,1.0,,,,,,,,,,
Lua,Lagum,120.029,0.357,0.847,0.416,0.632,1.36e-06,0.111,0.0426,-12.336,169506.0,mpb,1.0,,,,,,,,,,
Nuvens,Tim Maia,112.548,0.779,0.535,0.769,0.068,0.00196,0.16,0.0522,-6.865,169133.0,mpb,1.0,,,,,,,,,,
Tu Não Sabes,Zeca Baleiro,120.047,0.362,0.755,0.305,0.624,0.00391,0.0746,0.044,-12.281,288365.0,mpb,1.0,,,,,,,,,,
Boa Noite (Ao Vivo),Djavan,103.283,0.823,0.66,0.672,0.343,0.000172,0.945,0.0721,-6.838,340693.0,mpb,1.0,,,,,,,,,,
Amanhã,Zimbra,139.652,0.621,0.463,0.526,0.353,0.0,0.149,0.0286,-4.782,206333.0,mpb,1.0,,,,,,,,,,
Diz Que Sim,Lado de Cá,120.02,0.723,0.671,0.955,0.0737,0.000204,0.114,0.028,-8.217,209625.0,mpb,0.0,,,,,,,,,,
Ogum / Oração de São Jorge - Ao Vivo,Maria Bethânia;Zeca Pagodinho,87.038,0.503,0.507,0.605,0.642,0.0,0.202,0.143,-11.759,252692.0,mpb,1.0,,,,,,,,,,
Rosa Flor - Ao Vivo,Big Up;Maneva,97.56,0.789,0.671,0.534,0.729,1.43e-06,0.451,0.0936,-6.467,201322.0,mpb,1.0,,,,,,,,,,
Mulher Sem Razão,Adriana Calcanhotto,93.083,0.405,0.678,0.765,0.881,0.0223,0.0946,0.0261,-12.273,237546.0,mpb,0.0,,,,,,,,,,
Continuo a Te Esperar,Hotelo,109.934,0.847,0.665,0.954,0.0305,2.19e-06,0.0917,0.0465,-8.055,217416.0,mpb,0.0,,,,,,,,,,
Hoje Caminhei,Nicolas Candido,104.41,0.326,0.603,0.49,0.318,0.00113,0.0859,0.0801,-12.698,160171.0,mpb,1.0,,,,,,,,,,
Fale Mais,Lagum,144.922,0.431,0.675,0.217,0.659,6.44e-05,0.114,0.0328,-11.489,168640.0,mpb,1.0,,,,,,,,,,
É Seu,Lagum,158.731,0.526,0.414,0.1,0.577,0.0,0.0832,0.0378,-7.648,120757.0,mpb,1.0,,,,,,,,,,
Comigo Ninguém Pode,Mc Tha,150.098,0.645,0.762,0.671,0.369,0.00387,0.178,0.179,-8.14,196000.0,mpb,1.0,,,,,,,,,,
Universo Reduzido,Sandy,66.536,0.476,0.411,0.476,0.829,0.00107,0.089,0.0418,-8.05,202653.0,mpb,0.0,,,,,,,,,,
All Star - Ao Vivo No Teatro Municipal De Niterói,Sandy,159.91,0.558,0.453,0.324,0.724,0.0,0.876,0.0392,-8.723,208106.0,mpb,0.0,,,,,,,,,,
Canção Noturna,Skank,140.477,0.735,0.628,0.683,0.107,0.118,0.0676,0.026,-6.782,238533.0,mpb,1.0,,,,,,,,,,
Flor De Lis - Ao Vivo,Emílio Santiago;Alcione,99.251,0.843,0.562,0.614,0.207,0.0,0.817,0.164,-6.49,169893.0,mpb,1.0,,,,,,,,,,
Angra Dos Reis,Legião Urbana,89.998,0.347,0.639,0.126,0.075,0.0107,0.115,0.0238,-13.023,301533.0,mpb,1.0,,,,,,,,,,
Fotografia,Leoni,103.502,0.527,0.671,0.58,0.898,0.000105,0.684,0.0784,-10.175,199426.0,mpb,0.0,,,,,,,,,,
Do Fundo do Meu Coração - Versão Remasterizada,Roberto Carlos,75.948,0.255,0.54,0.179,0.258,0.00241,0.121,0.0284,-16.26,341733.0,mpb,1.0,,,,,,,,,,
"Triste, Louca ou Má",Mariana Aydar;Maria Gadú,93.414,0.593,0.462,0.594,0.235,0.0,0.216,0.0704,-7.398,260223.0,mpb,0.0,,,,,,,,,,
"Nem Luxo, Nem Lixo - Ao Vivo",Rita Lee,125.375,0.622,0.539,0.228,0.228,1.13e-05,0.704,0.0476,-8.925,229773.0,mpb,1.0,,,,,,,,,,
Se Fiquei Esperando Meu Amor Passar,Legião Urbana,141.031,0.576,0.515,0.68,0.0175,3.28e-06,0.0985,0.0292,-13.707,295933.0,mpb,1.0,,,,,,,,,,
Começaria Tudo Outra Vez,Gonzaguinha;Lenine,93.078,0.427,0.625,0.224,0.641,0.000544,0.335,0.0345,-10.857,236106.0,mpb,1.0,,,,,,,,,,
Trem-Bala: Especial Mães,Ana Vilela,90.049,0.28,0.367,0.402,0.776,6.15e-06,0.109,0.0344,-11.71,172120.0,mpb,0.0,,,,,,,,,,
José,Paulo Diniz,129.197,0.372,0.667,0.551,0.732,0.0,0.128,0.0568,-12.071,185800.0,mpb,1.0,,,,,,,,,,
De Volta Pro Aconchego,Elba Ramalho,111.753,0.272,0.424,0.171,0.596,4.64e-06,0.216,0.0295,-11.402,277666.0,mpb,1.0,,,,,,,,,,
Chuva de Prata,Roupa Nova,116.448,0.453,0.772,0.759,0.648,1.63e-05,0.0858,0.0364,-10.827,187000.0,mpb,1.0,,,,,,,,,,
Recado,Gonzaguinha;Luiza Possi,144.033,0.454,0.67,0.508,0.861,1.49e-05,0.313,0.0577,-11.569,234266.0,mpb,1.0,,,,,,,,,,
Respirar,Sandy,90.014,0.697,0.622,0.401,0.217,2.06e-05,0.128,0.0256,-6.083,208893.0,mpb,0.0,,,,,,,,,,
Vida Real - Ao Vivo,Engenheiros Do Hawaii,88.09,0.69,0.581,0.321,0.26,0.000425,0.954,0.0362,-9.456,187946.0,mpb,1.0,,,,,,,,,,
"Romaria - Live At Credicard Hall, São Paulo / 2012",Maria Rita,132.266,0.349,0.358,0.198,0.871,0.0,0.816,0.036,-11.896,271520.0,mpb,0.0,,,,,,,,,,
Entre a Serpente e a Estrela - Ao Vivo,Zé Ramalho,128.522,0.721,0.539,0.596,0.656,1.87e-06,0.234,0.0499,-5.552,213093.0,mpb,1.0,,,,,,,,,,
Geni e o Zepelim - Ao Vivo,Chico Buarque,152.013,0.523,0.469,0.477,0.893,0.0,0.732,0.0391,-7.54,337133.0,mpb,1.0,,,,,,,,,,
Atrás da porta,Zélia Duncan,77.944,0.191,0.52,0.0769,0.878,0.0,0.0986,0.0288,-12.429,285200.0,mpb,0.0,,,,,,,,,,
Flores astrais,Secos & Molhados,164.708,0.715,0.422,0.586,0.322,0.0179,0.126,0.0317,-8.974,233560.0,mpb,1.0,,,,,,,,,,
Lá vou eu,Zélia Duncan,129.615,0.424,0.667,0.183,0.762,2.15e-05,0.11,0.0385,-10.12,256680.0,mpb,0.0,,,,,,,,,,
El Amor y La Moda (O Amor e a Moda),Roberto Carlos,132.339,0.524,0.529,0.74,0.814,0.0,0.312,0.0334,-6.522,228906.0,mpb,1.0,,,,,,,,,,
Eu quero ir pra rua,Paula Toller,171.887,0.552,0.536,0.398,0.478,0.102,0.139,0.0266,-9.553,230560.0,mpb,0.0,,,,,,,,,,
Charlie Brown,Benito Di Paula,135.225,0.754,0.458,0.797,0.368,2.44e-05,0.878,0.0906,-11.326,286306.0,mpb,1.0,,,,,,,,,,
Tropicana - Ao Vivo,Alceu Valença,152.233,0.845,0.441,0.824,0.156,0.0,0.9,0.0521,-7.362,325213.0,mpb,1.0,,,,,,,,,,
"O Exército De Um Homem Só, I",Engenheiros Do Hawaii,159.211,0.562,0.512,0.523,0.0141,0.0152,0.283,0.0332,-9.623,291360.0,mpb,1.0,,,,,,,,,,
Caravana - Ao Vivo,Alceu Valença;Elba Ramalho;Geraldo Azevedo,133.917,0.561,0.531,0.52,0.676,0.0,0.489,0.0383,-7.455,265746.0,mpb,1.0,,,,,,,,,,
Geni E O Zepelim,Chico Buarque,153.965,0.452,0.379,0.439,0.545,0.0,0.602,0.0583,-11.672,319466.0,mpb,1.0,,,,,,,,,,
De Passagem,Cícero,109.968,0.512,0.325,0.157,0.557,0.000851,0.129,0.035,-13.143,196425.0,mpb,1.0,,,,,,,,,,
Canto De Rainha - Ao Vivo,Beth Carvalho;Arlindo Cruz;Sombrinha,165.889,0.642,0.47,0.715,0.671,0.0,0.925,0.0756,-7.295,192253.0,mpb,1.0,,,,,,,,,,
