track_name,artist,bpm,energy,danceability,valence,acousticness,instrumentalness,liveness,speechiness,loudness,duration_ms,genre,is_hit
Halellujah - Ao Vivo,Adriana Arydes,179.555,0.55,0.28,0.258,0.0589,2.23e-06,0.408,0.0315,-8.087,244800,brazil,1
Eleva,Big Up,94.981,0.665,0.736,0.563,0.0466,0.0,0.164,0.0487,-6.427,187570,brazil,1
Cenáculo de Amor,Walmir Alencar,184.181,0.354,0.617,0.579,0.483,0.0,0.2,0.0352,-9.965,244706,brazil,0
Há Tempos - Ao Vivo Em São Paulo / 1999,Legião Urbana,82.935,0.552,0.38,0.647,0.374,0.0,0.133,0.213,-8.545,225400,brazil,1
Zé Ninguém,Biquini Cavadão,130.01,0.892,0.637,0.845,0.00464,0.0,0.199,0.0809,-5.284,258265,brazil,1
Divina Comédia,Scracho,88.491,0.717,0.742,0.793,0.0028,0.0,0.0935,0.033,-6.198,232680,brazil,0
Dezesseis / Música Incidental: ''Strawberry Fields Forever'',Legião Urbana,146.878,0.87,0.454,0.4,0.000226,0.000232,0.0885,0.0387,-5.358,323840,brazil,1
Ele Reina - Ao Vivo,Jefferson & Suellen,117.973,0.641,0.402,0.192,0.17,0.0,0.367,0.0392,-7.217,326869,brazil,0
Pra Ser Feliz,Padre Fábio De Melo,132.091,0.348,0.562,0.314,0.805,0.0,0.114,0.0283,-9.91,247426,brazil,1
Meu Alvo,Thiago Brado,146.599,0.57,0.249,0.123,0.222,0.0,0.635,0.0355,-6.078,401733,brazil,1
Água Viva,Oficina G3,114.727,0.89,0.294,0.239,0.0019,7.14e-06,0.081,0.0747,-2.877,379367,brazil,0
As Dores do Silêncio,Rosa de Saron,123.793,0.47,0.651,0.334,0.0875,0.0,0.0936,0.0301,-7.977,264240,brazil,0
Quando Eu Te Encontrar - Ao Vivo,Biquini Cavadão,99.998,0.933,0.52,0.536,0.0159,0.0195,0.397,0.0357,-5.2,213533,brazil,0
"Na Rua, Na Chuva, Na Fazenda (Casinha De Sapê) - Ao Vivo",Maneva,156.032,0.451,0.71,0.481,0.137,9.85e-05,0.374,0.133,-8.217,198240,brazil,1
Péssimo Negócio - Ao Vivo,Maneva,148.132,0.496,0.838,0.679,0.239,4.83e-06,0.253,0.0624,-9.59,201130,brazil,1
Epitáfio - Ao Vivo,Maneva,105.004,0.415,0.886,0.421,0.339,2.14e-05,0.155,0.0537,-9.652,193290,brazil,1
Retratos e Canções,Sandra De Sá,81.05,0.4,0.611,0.547,0.168,0.0,0.119,0.023,-12.371,234333,brazil,1
Chão de Giz (Ao Vivo),Zé Ramalho,95.253,0.744,0.266,0.416,0.0281,7.56e-05,0.942,0.0512,-7.368,299853,brazil,1
Reconstrução,Gerson Rufino,105.015,0.718,0.769,0.725,0.234,0.0,0.168,0.0241,-5.809,262143,brazil,1
Peter Pan,Groove Delight;Samantha Machado,126.038,0.494,0.718,0.131,0.0409,0.00782,0.0448,0.0435,-11.879,155851,brazil,1
Ainda Há Tempo,Criolo,81.303,0.8,0.58,0.483,0.281,0.0,0.0708,0.345,-7.528,318360,brazil,0
Cinco Estrelas,Cartel Mcs;Sain,177.162,0.694,0.399,0.649,0.409,4.58e-05,0.123,0.472,-7.662,297025,brazil,0
Amor,BK;JXNV$,127.951,0.758,0.697,0.382,0.194,0.0,0.148,0.12,-6.63,152342,brazil,0
Vinheta,Clarice Falcão,115.929,0.685,0.519,0.745,0.373,0.0,0.0629,0.0955,-7.171,78184,brazil,1
Cleopatra,ConeCrewDiretoria,93.058,0.847,0.649,0.583,0.0854,0.0,0.214,0.0708,-2.839,191317,brazil,1
Pra Todas Que Amei,Felp 22;Medellin;JP Diazz,97.956,0.572,0.741,0.336,0.671,0.0,0.145,0.0604,-8.0,151836,brazil,1
Folha De Bananeira,Armandinho,129.086,0.562,0.834,0.953,0.0982,0.0,0.29,0.0373,-9.667,216320,brazil,0
Quinta Cínica - Acústico,Xamã;Bagua Records;Gustah;Irineu Barsé,95.01,0.53,0.723,0.774,0.806,0.0,0.112,0.145,-9.372,136421,brazil,1
Apocalipse,Damares,145.961,0.752,0.596,0.529,0.444,0.0,0.141,0.0497,-2.41,402826,brazil,0
Flores e Facas,Murica;BEATDOMK,126.724,0.489,0.635,0.674,0.65,0.0,0.248,0.58,-7.062,168000,brazil,1
Maré,NX Zero,130.057,0.938,0.6,0.65,0.0136,1.15e-06,0.0975,0.0326,-2.781,240413,brazil,0
Lamentações 2:19,LEALL;Nagalli,74.419,0.559,0.419,0.367,0.578,0.0,0.118,0.124,-15.272,65217,brazil,1
Matemática,ReStarT,173.906,0.518,0.729,0.858,0.19,1.02e-05,0.24,0.0643,-10.189,190586,brazil,1
História de Verão,Forfun,94.003,0.93,0.542,0.651,0.000748,0.00022,0.175,0.0436,-3.537,178666,brazil,0
Face Oculta,Trilha Sonora do Gueto,82.652,0.582,0.754,0.883,0.429,0.0,0.358,0.455,-7.91,309916,brazil,1
Homens De Bem,Projota;Nando Reis,78.949,0.586,0.678,0.676,0.155,0.0,0.0839,0.0448,-6.526,250116,brazil,0
Ovelha,Edson Gomes,148.3,0.445,0.726,0.813,0.19,0.0,0.059,0.0419,-8.083,209560,brazil,0
Zóio de Lula - Ao Vivo,Natiruts,176.046,0.845,0.376,0.732,0.319,0.0,0.4,0.147,-5.681,126946,brazil,0
Fininho da vida - Ao vivo,O Rappa,94.41,0.903,0.614,0.653,0.265,0.000178,0.835,0.0515,-4.878,266636,brazil,0
Tudo É do Pai,Eliana Ribeiro,119.887,0.244,0.762,0.146,0.777,0.00151,0.0962,0.0421,-15.187,396777,brazil,0
Colisão,Anderson Freire,138.041,0.666,0.56,0.686,0.448,0.0,0.232,0.0321,-6.523,228066,brazil,1
Preciso Entender - Ao Vivo,Isadora Pompeo,139.813,0.401,0.634,0.321,0.0707,0.0,0.973,0.0273,-10.877,237333,brazil,0
O Segundo Sol,Nando Reis;DUDA BEAT,146.879,0.511,0.643,0.538,0.0625,0.00167,0.0845,0.0329,-9.949,262550,brazil,1
Somos Instantes,Gabriel Elias;Vitor Kley,78.026,0.647,0.527,0.573,0.312,0.0,0.119,0.038,-6.314,225877,brazil,0
Gadareno,Deise do Vale,139.895,0.699,0.536,0.287,0.667,0.0,0.37,0.0557,-6.009,282640,brazil,1
O Que Eu Também Não Entendo - Acústico,Jota Quest,108.002,0.595,0.632,0.368,0.366,1.6e-06,0.107,0.0335,-9.555,255686,brazil,1
Gita,Raul Seixas,111.175,0.691,0.494,0.722,0.0599,0.00633,0.0649,0.0368,-7.233,288933,brazil,1
Rompendo em Fé,Aline Barros;Comunidade Evangélica Internacional da Zona Sul,133.844,0.673,0.436,0.232,0.348,0.0,0.11,0.0311,-4.64,289459,brazil,0
Eu quero ver gol - Acústico,O Rappa,148.429,0.739,0.718,0.906,0.0132,0.0,0.0796,0.0407,-7.585,224453,brazil,0
Alice (Não Me Escreva Aquela Carta de Amor) / Conspiração Internacional - Ao Vivo,Leoni,80.557,0.484,0.567,0.843,0.805,0.0,0.881,0.0397,-8.201,201613,brazil,1
O carimbador maluco,Raul Seixas,148.118,0.846,0.673,0.772,0.199,0.0,0.408,0.145,-7.918,140666,brazil,1
Me Chama (Deluxe Version),Lobão,105.076,0.776,0.43,0.491,0.137,0.00046,0.804,0.0412,-5.563,219788,brazil,0
Pintura íntima,Kid Abelha,135.518,0.672,0.617,0.931,0.0855,0.000125,0.052,0.0302,-7.817,265426,brazil,1
O Chamado - Ao Vivo,Leandro Borges,178.798,0.372,0.464,0.488,0.744,0.0,0.764,0.121,-9.754,261440,brazil,0
A Sombra Da Maldade (Ao Vivo),Cidade Negra,112.083,0.959,0.634,0.749,0.0803,5.37e-06,0.978,0.0832,-4.659,227413,brazil,0
O Verbo (Alfa e Ômega),Klebson Kollins,135.119,0.696,0.243,0.136,0.109,0.00135,0.0577,0.0451,-6.216,268444,brazil,1
Continuar,Oficina G3,175.915,0.716,0.35,0.201,0.131,0.0,0.147,0.0357,-4.95,267540,brazil,0
Ostras Feridas,Pr. Lucas,121.966,0.534,0.526,0.302,0.165,0.0,0.118,0.0295,-7.226,296936,brazil,1
Puro êxtase,Barão Vermelho,114.445,0.874,0.754,0.682,0.144,6.15e-05,0.834,0.047,-5.847,248600,brazil,1
Brilho Oculto,Mato Seco;Circuito Reggae,129.044,0.57,0.707,0.255,0.0802,0.0,0.796,0.0535,-6.099,545186,brazil,0
Casa do Rei,Gerson Rufino,141.702,0.698,0.62,0.468,0.611,0.0,0.128,0.0784,-6.358,267346,brazil,1
Forma de Cuidado,Valesca Mayssa;Bruna Karla,126.246,0.589,0.493,0.322,0.327,0.0,0.076,0.0377,-5.857,244273,brazil,0
Tributo a Yehovah - Acústico Ao Vivo,Adhemar De Campos;Pregador Luo;Fernandinho;Nelson Bomilcar;Rodrigo Campos;Rachel Novaes;Ronaldo Bezerra;Davi Sacer;Soraya Moraes;Luiz Arcanjo;Ana Paula Valadão;David Quinlan;Christie Tristão;Daniel Souza;Massao Suguihara;Nívea Soares;Orquestra Filarmônica de São Caetano do Sul,101.992,0.715,0.535,0.361,0.215,0.0,0.722,0.12,-10.259,435733,brazil,1
Kryptônia,Zé Ramalho,133.726,0.521,0.675,0.183,0.227,4.08e-05,0.572,0.0329,-8.321,295706,brazil,0
Renova-me,Voz da Verdade,76.952,0.504,0.448,0.224,0.453,0.0,0.259,0.0257,-4.278,290786,brazil,1
"Rock Das ""Aranha""",Raul Seixas,174.253,0.63,0.609,0.934,0.762,0.0,0.0495,0.175,-10.791,110093,brazil,1
Enquanto Eu Te Espero,Gabriel Brito,129.962,0.652,0.551,0.142,0.283,0.00197,0.073,0.0264,-7.087,336173,brazil,0
Me Atraiu - Acústico,Gabriel Brito;Filipe Lancaster,139.847,0.214,0.587,0.217,0.773,0.0,0.11,0.0273,-10.045,202127,brazil,0
Enquanto Houver Sol,Titãs,115.265,0.596,0.665,0.207,0.149,4.84e-05,0.327,0.0267,-3.896,183093,brazil,1
Somebody That You Loved,Bruno Martini;New Hope Club,109.977,0.721,0.707,0.444,0.329,0.000309,0.0819,0.039,-7.0,215998,brazil,1
De Longe,Haikaiss;Salazar,94.005,0.433,0.732,0.695,0.716,0.0,0.107,0.302,-8.723,190831,brazil,0
Aquário,Cacife Clandestino;Medellin;Lolla Sales;Predella,89.898,0.574,0.838,0.611,0.155,0.0,0.0881,0.44,-5.285,277370,brazil,1
Saudação A Yamanjà,Dudu Tucci,172.137,0.695,0.752,0.79,0.674,7.1e-06,0.39,0.158,-7.397,261413,brazil,1
Sete Trombetas,Lauriete,140.02,0.651,0.594,0.397,0.62,0.0,0.0782,0.0394,-5.484,331093,brazil,0
Falando do Meu Bem,Black Alien,112.024,0.905,0.804,0.713,0.182,0.000887,0.407,0.0603,-4.719,244239,brazil,1
Corre Pro Meu Mar,Maneva;Gabriel Elias,91.997,0.399,0.576,0.405,0.584,1.26e-05,0.136,0.0354,-12.865,204800,brazil,1
bingo,Don L,132.015,0.676,0.868,0.739,0.404,3.59e-05,0.0813,0.107,-6.297,165454,brazil,1
Deus Me Ama - Ao Vivo,Thalles Roberto;André Valadão,146.043,0.715,0.289,0.343,0.0483,0.0,0.812,0.0497,-6.686,540120,brazil,1
Última Chance,Ministerio Ipiranga,112.047,0.214,0.261,0.0658,0.864,0.0,0.253,0.0313,-9.989,358608,brazil,1
Os Outros - Ao Vivo,Leoni,119.466,0.394,0.418,0.447,0.85,0.0,0.917,0.0332,-8.341,209773,brazil,1
Eu Nunca Disse Adeus,Capital Inicial,145.971,0.686,0.299,0.366,0.0132,0.0,0.354,0.0417,-7.058,208786,brazil,1
Deus De Perto,Gabriela Gomes;Rapha Gonçalves,139.684,0.599,0.357,0.215,0.108,0.0,0.103,0.0414,-6.351,389639,brazil,0
Vida Loka I - Live,Criolo;Emicida;Mano Brown,82.109,0.877,0.434,0.662,0.849,0.0,0.653,0.247,-5.945,271840,brazil,0
Como Vai Você,Nando Reis,137.98,0.462,0.548,0.29,0.248,0.0,0.113,0.0265,-9.872,227568,brazil,1
A fórmula do amor,Kid Abelha,133.289,0.735,0.68,0.881,0.0597,0.214,0.119,0.0277,-7.939,300666,brazil,1
Louco pra Voltar,Marcelo Falcão;Filipe Ret,75.028,0.83,0.707,0.739,0.291,0.0,0.259,0.214,-4.98,234450,brazil,0
Teu Reino - Acústico,Cristo Vivo,135.86,0.5,0.572,0.162,0.315,3.57e-06,0.574,0.029,-8.48,326794,brazil,0
Difusao Mental,Um Barril de Rap,155.757,0.296,0.778,0.481,0.438,0.0,0.0858,0.426,-14.516,186319,brazil,1
Calma (Todo Dia Mal Passa),Lorhann,121.948,0.373,0.408,0.428,0.843,0.0,0.188,0.0355,-7.649,222625,brazil,0
Ando Meio Desligado,Pato Fu,143.129,0.661,0.618,0.614,0.0621,5.15e-06,0.363,0.0356,-8.097,208973,brazil,1
Eu Sou Teu (Rooftops) - Ao Vivo,Gabriela Rocha,99.985,0.774,0.528,0.213,0.00297,2.03e-06,0.158,0.037,-5.87,414120,brazil,0
Fogo Abrasador,Comunidade Católica Shalom,91.939,0.501,0.474,0.119,0.486,0.0,0.114,0.0275,-7.426,307466,brazil,0
Sossego,Tim Maia,116.362,0.925,0.572,0.68,0.0817,0.0229,0.631,0.0737,-5.049,237306,brazil,0
Menino Mimado,Criolo,144.008,0.604,0.83,0.82,0.563,0.00108,0.221,0.0355,-5.25,227640,brazil,0
Vivão e Vivendo,Racionais MC's,172.997,0.886,0.495,0.864,0.591,0.0,0.615,0.474,-3.737,117666,brazil,1
Marasmo,Ventania,114.982,0.511,0.693,0.65,0.773,4.52e-06,0.0708,0.0567,-6.565,160640,brazil,0
Se Fosse por Mim,Murica,88.072,0.695,0.57,0.635,0.507,0.0,0.129,0.316,-8.238,212538,brazil,1
O dia em que a terra parou,Raul Seixas,113.295,0.729,0.55,0.344,0.089,0.0,0.0462,0.148,-13.779,265306,brazil,1
Vem Me Socorrer,Palavrantiga,105.98,0.574,0.552,0.486,0.387,0.0,0.178,0.0371,-8.179,334622,brazil,1
Além do Que Se Vê,Los Hermanos,138.111,0.498,0.718,0.767,0.286,0.000326,0.157,0.031,-7.171,230746,brazil,1
Não Posso Desistir,Cassiane,128.942,0.541,0.601,0.348,0.319,0.0,0.173,0.0422,-7.023,216918,brazil,0
Abraça-Me - Ao Vivo,André Valadão,78.0,0.594,0.514,0.306,0.063,0.0,0.239,0.0272,-6.022,311066,brazil,0
Meu Respirar - Ao Vivo,Ministério Vineyard;Nívea Soares,119.512,0.416,0.299,0.131,0.662,0.0,0.707,0.0318,-9.065,355160,brazil,0
Um Novo Lugar,Mato Seco;Nazireu Rupestre,124.042,0.491,0.796,0.888,0.0483,0.0,0.346,0.0428,-7.783,428746,brazil,0
Quanto Tempo Demora um Mês,Biquini Cavadão,75.066,0.674,0.509,0.159,0.253,0.0,0.732,0.0383,-7.379,184120,brazil,0
Seu Amor Me Persegue (Studio),Casa Worship;Julliany Souza;MOVER,133.784,0.603,0.364,0.0886,0.0217,7.67e-05,0.0898,0.0356,-9.079,445970,brazil,0
Vá Morar Com O Diabo - Ao Vivo,Cássia Eller,100.33,0.861,0.662,0.814,0.701,0.0,0.688,0.19,-7.166,178399,brazil,0
O Vento - Ao Vivo,Maneva,144.073,0.391,0.703,0.455,0.267,6.57e-06,0.14,0.0448,-9.321,203213,brazil,0
Timidez,Biquini Cavadão,129.421,0.885,0.442,0.268,0.081,0.0,0.774,0.0816,-5.843,267733,brazil,0
Morena - Ao Vivo,Maneva,160.101,0.512,0.655,0.539,0.0506,0.000177,0.318,0.188,-7.429,215424,brazil,0
Fim de Tarde Com Você,Acústicos & Valvulados,99.966,0.722,0.503,0.616,0.00214,8.15e-06,0.116,0.0248,-5.813,230986,brazil,1
Resgate do Soldado Brownie,Um Barril de Rap,79.004,0.893,0.514,0.792,0.687,0.0,0.143,0.456,-5.493,179928,brazil,0
Não Foi Por Acaso,Paulo Neto,97.814,0.665,0.514,0.328,0.679,0.0,0.212,0.0396,-3.76,265914,brazil,0
Senhor e Rei,Trazendo a Arca,137.783,0.429,0.373,0.238,0.152,0.0,0.905,0.0286,-7.992,503786,brazil,1
Táxi Lunar (Ao Vivo),Zé Ramalho,150.743,0.933,0.486,0.687,0.0402,0.0298,0.927,0.0796,-7.015,237266,brazil,0
Onde Está O Meu Amor? - Ao Vivo,RPM,104.96,0.375,0.284,0.217,0.409,8.94e-05,0.347,0.027,-9.326,182666,brazil,1
Garoto de Aluguel (Taxi Boy),Zé Ramalho,89.866,0.649,0.663,0.513,0.393,0.0295,0.137,0.0295,-10.186,312360,brazil,0
Mais do que imaginei,Catedral,129.991,0.484,0.574,0.352,0.262,0.102,0.105,0.028,-11.23,264160,brazil,0
O Tempo de Deus (feat. John Nascimento),Rose Nascimento;John Nascimento,115.991,0.615,0.584,0.394,0.764,0.0,0.149,0.0304,-4.424,247053,brazil,1
Malvadão,Xamã;Damassaclan;Neo Beats,93.363,0.851,0.822,0.923,0.216,0.0,0.293,0.284,-5.015,149956,brazil,1
Já Sei,Zimbra,178.935,0.685,0.443,0.646,0.35,6.24e-06,0.118,0.0312,-6.139,208512,brazil,1
44 Problems,Xamã;Bagua Records,84.041,0.833,0.527,0.832,0.0337,0.0,0.0586,0.212,-5.11,250453,brazil,1
Tattoo,Fabio Brazza;Luccas Carlos;Vulto,81.872,0.654,0.701,0.709,0.199,0.0,0.086,0.283,-7.795,189549,brazil,0
Como eu quero,Kid Abelha,127.934,0.553,0.696,0.459,0.623,0.0343,0.119,0.0323,-12.287,273426,brazil,1
Hannah,Dalsin;Froid;KAKA,89.662,0.685,0.538,0.565,0.499,0.0,0.106,0.353,-4.673,187758,brazil,0
Um Dia de Chuva Qualquer,BK;El Lif Beatz,90.028,0.842,0.715,0.725,0.664,0.000753,0.149,0.214,-4.662,219753,brazil,0
Lamentável,Froid;Menestrel,139.177,0.685,0.614,0.62,0.642,0.0,0.0927,0.449,-8.547,192000,brazil,0
Meninos E Meninas,Legião Urbana,164.841,0.659,0.485,0.66,0.0133,0.000195,0.166,0.0321,-10.508,203706,brazil,1
No Meio de uma Sessão,ConeCrewDiretoria,89.972,0.727,0.705,0.345,0.291,0.0,0.343,0.0657,-4.35,214119,brazil,0
Eu Sei Que Não Estou Só (Ao Vivo),Fabiana Sinfrônio,96.471,0.42,0.549,0.416,0.754,0.0,0.5,0.0319,-11.249,186969,brazil,0
Leão - Ao Vivo,Rebeca Carvalho;Lukas Agustinho,133.93,0.679,0.481,0.181,0.612,0.00223,0.0786,0.0437,-7.596,345253,brazil,0
Pescador de ilusões - Ao vivo acústico,O Rappa,106.628,0.806,0.385,0.693,0.237,0.00566,0.933,0.0398,-8.967,306266,brazil,0
Redención (Redenção),Aline Barros;Christine D'Clario,136.743,0.467,0.218,0.229,0.0386,0.0,0.171,0.0308,-7.747,273488,brazil,0
Posso Clamar,Eyshila,131.968,0.556,0.509,0.409,0.576,2.81e-05,0.901,0.0297,-5.83,324104,brazil,0
Paulinha,Armandinho,124.273,0.56,0.806,0.714,0.564,1.1e-05,0.191,0.0312,-8.829,172760,brazil,0
Na Fé Firmão,Racionais MC's,90.014,0.765,0.873,0.948,0.557,0.0,0.0592,0.437,-5.254,365133,brazil,1
Leão - Ao Vivo,Gabriela Rocha,134.012,0.832,0.482,0.22,0.00284,0.0,0.349,0.0474,-6.947,286875,brazil,0
Lenha,Zeca Baleiro,81.063,0.673,0.526,0.333,0.33,2.66e-05,0.0937,0.0358,-7.889,249706,brazil,0
"Voar, flutuar",Marcelo Falcão,92.026,0.784,0.597,0.377,0.0272,0.000405,0.13,0.0275,-3.259,349306,brazil,0
Me Corte na Boca do Céu a Morte Não Pede Perdão,Criolo;Milton Nascimento,81.403,0.3,0.428,0.278,0.638,5.18e-05,0.0987,0.157,-10.214,257146,brazil,0
Homem não chora,Frejat,133.437,0.838,0.539,0.343,0.0831,0.000227,0.276,0.0525,-5.563,239533,brazil,1
Segredos,Frejat,127.582,0.731,0.581,0.579,0.192,0.0,0.405,0.0289,-5.189,233533,brazil,1
Meu Alvo,Kleber Lucas;Fernandinho,136.028,0.893,0.421,0.281,0.0363,0.0,0.976,0.0664,-7.19,281890,brazil,0
Favela Vive 4,ADL;MC Cabelinho;Kmila Cdd;Orochi;Cesar Mc;Edi Rock,76.093,0.498,0.498,0.367,0.42,0.0,0.101,0.424,-8.809,759036,brazil,0
Acordar Cedo,Armandinho,82.012,0.628,0.599,0.382,0.52,1.38e-06,0.13,0.0282,-7.821,236466,brazil,0
No Seu Lugar - Ao Vivo,Kid Abelha,132.975,0.754,0.619,0.629,0.106,6.8e-05,0.703,0.0303,-6.509,219853,brazil,1
Cantem no Caminho - Ao Vivo,Diante do Trono;Ana Paula Valadão;MORADA,141.779,0.605,0.401,0.229,0.0561,7.47e-05,0.521,0.0331,-6.967,447001,brazil,0
Naticongo - Ao Vivo,Natiruts,85.811,0.871,0.469,0.558,0.172,0.0,0.936,0.04,-5.609,215493,brazil,0
Primeira Essência (Jardim Particular),Banda Giom;Anderson Freire,148.189,0.589,0.431,0.204,0.562,0.0,0.354,0.0297,-5.833,280125,brazil,0
Um Milhão de Anos - Ao Vivo,Theo Rubia;AC Music,134.08,0.61,0.459,0.109,0.00623,0.0,0.0763,0.033,-7.836,436119,brazil,0
Não Vou Ficar,Tim Maia,77.723,0.783,0.563,0.688,0.0925,0.0,0.0887,0.0695,-9.052,172996,brazil,0
Teorema,Legião Urbana,206.641,0.926,0.299,0.531,0.000442,0.116,0.0585,0.0994,-6.13,186546,brazil,1
Chega Mais Cedo,Dazaranha,171.066,0.823,0.639,0.967,0.0752,0.0,0.248,0.1,-6.666,207270,brazil,0
Recomeçar,Aline Barros,192.297,0.6,0.431,0.292,0.485,0.0,0.106,0.065,-6.494,255066,brazil,0
Evidências - Ao Vivo,Maneva,100.032,0.4,0.848,0.572,0.26,0.0,0.138,0.169,-9.685,296474,brazil,0
Velhas Fotos,Tequila Baby,125.033,0.817,0.603,0.795,1.52e-05,0.0115,0.107,0.0299,-7.059,223840,brazil,0
Refrigera Minhalma - Ao Vivo,Colo de Deus,133.145,0.753,0.328,0.26,0.489,0.0,0.371,0.0501,-6.438,345866,brazil,0
Redenção,Fresno,140.015,0.945,0.61,0.729,0.084,3.48e-05,0.0713,0.0596,-2.904,227933,brazil,0
Estamos de Pé - Ao Vivo,Marcus Salles,104.046,0.766,0.511,0.331,0.109,2.54e-05,0.72,0.0359,-7.403,396911,brazil,0
Homenzinho Torto,Aline Barros,110.039,0.636,0.611,0.933,0.182,0.0,0.125,0.0853,-6.031,167137,brazil,0
Ouvir o Teu Falar - Ao Vivo,Discopraise,139.581,0.766,0.32,0.198,0.0317,0.0,0.309,0.0403,-4.828,404613,brazil,0
Seguirei,Rose Nascimento,124.249,0.576,0.604,0.309,0.527,2.8e-05,0.0897,0.0364,-5.976,221026,brazil,0
A Arte do Insulto,Matanza,178.374,0.96,0.295,0.835,5e-05,0.0,0.416,0.105,-3.357,110986,brazil,0
Aguenta,Cristina Mel,127.393,0.614,0.427,0.191,0.573,0.0,0.183,0.0325,-3.595,297983,brazil,0
Casino Boulevard - Ao Vivo,Rosa de Saron;Pe. Fábio de Melo,136.017,0.625,0.413,0.215,0.497,0.0,0.38,0.0283,-4.745,242653,brazil,0
Dia Quente,Rodolfo Abrantes,143.924,0.392,0.618,0.367,0.818,0.0,0.107,0.0288,-7.29,301013,brazil,1
Sou Eu,Fabiana Anastácio,127.946,0.78,0.738,0.901,0.479,0.0,0.127,0.0329,-3.802,290266,brazil,0
Perfeito Amor,Gabriel Brito,150.129,0.499,0.445,0.142,0.433,0.000818,0.0902,0.0266,-7.045,261426,brazil,0
Incomparável Amor - Acústico,Gabriel Brito,125.89,0.206,0.494,0.276,0.822,3.13e-06,0.236,0.0323,-8.657,173871,brazil,0
Ai Papi,Liu;JØRD,125.983,0.619,0.753,0.886,0.00651,0.611,0.282,0.0572,-9.708,158158,brazil,1
Uma Noite a Toa,Haikaiss;1Kilo,132.022,0.7,0.76,0.661,0.211,0.0,0.107,0.112,-7.612,292727,brazil,0
Enquanto Acaba,Don L;Flora Matos,121.485,0.633,0.81,0.853,0.0404,0.304,0.224,0.0812,-8.012,259564,brazil,0
Segunda-Feira,Esteban Tavares,126.903,0.739,0.533,0.518,0.00107,0.0,0.094,0.0341,-6.395,256760,brazil,0
Ninguém Gosta de Se Sentir Só,Tim Maia,113.877,0.719,0.777,0.777,0.355,0.0,0.107,0.0391,-6.701,190400,brazil,0
Yemanjá Chegou,Criolo,90.91,0.515,0.711,0.679,0.679,0.000324,0.0971,0.0514,-8.238,258359,brazil,0
Nuvens,Tim Maia,112.548,0.779,0.535,0.769,0.068,0.00196,0.16,0.0522,-6.865,169133,brazil,0
Amor Maior,Jota Quest;Jão,139.952,0.394,0.614,0.296,0.307,0.0,0.128,0.0447,-11.954,197277,brazil,1
Indigo Plateau,Yung Buda;brTT;NIKITO,129.97,0.637,0.739,0.357,0.206,0.00312,0.102,0.0296,-6.9,369384,brazil,1
Meu Pai,Missionário Shalom,66.954,0.118,0.299,0.195,0.96,0.0,0.946,0.0349,-14.812,303220,brazil,0
Uns Dias,Os Paralamas Do Sucesso,139.506,0.702,0.626,0.6,0.00274,0.000166,0.214,0.0279,-8.525,244800,brazil,1
Tempos Modernos - Estúdio,Jota Quest,123.029,0.785,0.706,0.893,0.000139,0.0506,0.236,0.0385,-4.173,234453,brazil,1
Desci A Ladeira - Ao Vivo,Projota,158.005,0.946,0.566,0.66,0.249,0.0,0.914,0.127,-5.572,248200,brazil,0
Infinito,Kemuel,140.018,0.488,0.402,0.216,0.0061,1.34e-06,0.575,0.0379,-11.916,336000,brazil,1
Cruz de tecido - Ao vivo,O Rappa,98.582,0.793,0.506,0.429,0.498,3.16e-05,0.947,0.154,-7.115,263894,brazil,0
1 X 0 Eu,Dibob,116.964,0.851,0.559,0.515,0.000964,0.0,0.228,0.0328,-5.199,220173,brazil,0
Poderoso Deus,Antonio Cirilo,124.428,0.32,0.447,0.148,0.813,0.0,0.176,0.0306,-10.914,889066,brazil,0
Deixa a Luz Baixa,Major RD;Rock Danger;Sain;Chris MC;El Lif Beatz;KIB7,130.022,0.638,0.745,0.488,0.44,0.000109,0.229,0.284,-7.012,210783,brazil,0
Viajando (O Diabo É Careta),Ventania,96.565,0.418,0.708,0.603,0.778,0.0,0.112,0.0472,-7.015,235813,brazil,0
De Volta À Cena,Racionais MC's,158.133,0.752,0.794,0.32,0.567,0.0,0.479,0.853,-7.935,121853,brazil,0
Dama Tereza,Instituto;Sabotage,170.212,0.586,0.721,0.85,0.281,0.0,0.169,0.332,-9.458,239506,brazil,0
Do Seu Lado - Ao Vivo,Jota Quest,142.05,0.922,0.584,0.76,0.0216,0.0015,0.963,0.0422,-5.513,297266,brazil,1
Vem Ver (Ao Vivo),Maneva,135.842,0.366,0.624,0.677,0.643,5.38e-05,0.684,0.037,-12.763,244837,brazil,0
pânico de nada,Don L,143.353,0.834,0.493,0.678,0.18,0.0328,0.271,0.241,-5.656,163961,brazil,0
Nada por mim - Acústico,Kid Abelha,128.183,0.471,0.516,0.361,0.595,4.28e-06,0.785,0.0299,-10.508,166306,brazil,1
Saudades Do Tempo - Acústico / Ao Vivo,Maneva,132.889,0.366,0.493,0.53,0.788,0.0454,0.795,0.0514,-11.803,188552,brazil,0
Hydrobalance,Yung Buda,90.006,0.705,0.751,0.449,0.198,0.0189,0.117,0.0442,-3.885,170506,brazil,1
O Anjo Mais Velho,O Teatro Mágico,113.068,0.816,0.628,0.625,0.437,0.000209,0.189,0.0396,-5.393,342786,brazil,0
